#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra
hasamu;hasamu;FBA;;;;;;;;;;;;;
hatena;hatena;FBA;;;;;;;;;;;;;
hbarrel;hbarrel;FBA;;;;;;;;;;;;;
hcastle;hcastle;FBA;;;;;;;;;;;;;
hcrash;hcrash;FBA;;;;;;;;;;;;;
hedpanic;hedpanic;FBA;;;;;;;;;;;;;
hellfire;hellfire;FBA;;;;;;;;;;;;;
hero;hero;FBA;;;;;;;;;;;;;
heuksun;heuksun;FBA;;;;;;;;;;;;;
hexa;hexa;FBA;;;;;;;;;;;;;
hexion;hexion;FBA;;;;;;;;;;;;;
hgkairak;hgkairak;FBA;;;;;;;;;;;;;
hharry;hharry;FBA;;;;;;;;;;;;;
higemaru;higemaru;FBA;;;;;;;;;;;;;
himesiki;himesiki;FBA;;;;;;;;;;;;;
hippodrm;hippodrm;FBA;;;;;;;;;;;;;
hitice;hitice;FBA;;;;;;;;;;;;;
hncholms;hncholms;FBA;;;;;;;;;;;;;
hoccer;hoccer;FBA;;;;;;;;;;;;;
honeydol;honeydol;FBA;;;;;;;;;;;;;
hook;hook;FBA;;;;;;;;;;;;;
hopmappy;hopmappy;FBA;;;;;;;;;;;;;
hopprobo;hopprobo;FBA;;;;;;;;;;;;;
horekid;horekid;FBA;;;;;;;;;;;;;
horizon;horizon;FBA;;;;;;;;;;;;;
hotbubl;hotbubl;FBA;;;;;;;;;;;;;
hotdebut;hotdebut;FBA;;;;;;;;;;;;;
hotdogst;hotdogst;FBA;;;;;;;;;;;;;
hotgmck;hotgmck;FBA;;;;;;;;;;;;;
hotgmcki;hotgmcki;FBA;;;;;;;;;;;;;
hotmind;hotmind;FBA;;;;;;;;;;;;;
hotpinbl;hotpinbl;FBA;;;;;;;;;;;;;
hotshock;hotshock;FBA;;;;;;;;;;;;;
hsf2;hsf2;FBA;;;;;;;;;;;;;
htchctch;htchctch;FBA;;;;;;;;;;;;;
hunchbak;hunchbak;FBA;;;;;;;;;;;;;
huncholy;huncholy;FBA;;;;;;;;;;;;;
hustler;hustler;FBA;;;;;;;;;;;;;
hvymetal;hvymetal;FBA;;;;;;;;;;;;;
hwchamp;hwchamp;FBA;;;;;;;;;;;;;
hyperpac;hyperpac;FBA;;;;;;;;;;;;;
hypsptsp;hypsptsp;FBA;;;;;;;;;;;;;
igmo;igmo;FBA;;;;;;;;;;;;;
ikari;ikari;FBA;;;;;;;;;;;;;
ikari3;ikari3;FBA;;;;;;;;;;;;;
ikki;ikki;FBA;;;;;;;;;;;;;
imgfight;imgfight;FBA;;;;;;;;;;;;;
imsorry;imsorry;FBA;;;;;;;;;;;;;
insectx;insectx;FBA;;;;;;;;;;;;;
inthunt;inthunt;FBA;;;;;;;;;;;;;
invaders;invaders;FBA;;;;;;;;;;;;;
ironclad;ironclad;FBA;;;;;;;;;;;;;
ironhors;ironhors;FBA;;;;;;;;;;;;;
irrmaze;irrmaze;FBA;;;;;;;;;;;;;
ixion;ixion;FBA;;;;;;;;;;;;;
jack;jack;FBA;;;;;;;;;;;;;
jackal;jackal;FBA;;;;;;;;;;;;;
jailbrek;jailbrek;FBA;;;;;;;;;;;;;
janshin;janshin;FBA;;;;;;;;;;;;;
jchan;jchan;FBA;;;;;;;;;;;;;
jchan2;jchan2;FBA;;;;;;;;;;;;;
jcross;jcross;FBA;;;;;;;;;;;;;
jitsupro;jitsupro;FBA;;;;;;;;;;;;;
jjack;jjack;FBA;;;;;;;;;;;;;
jjparad2;jjparad2;FBA;;;;;;;;;;;;;
jjparads;jjparads;FBA;;;;;;;;;;;;;
jjsquawk;jjsquawk;FBA;;;;;;;;;;;;;
jockeygp;jockeygp;FBA;;;;;;;;;;;;;
joemacr;joemacr;FBA;;;;;;;;;;;;;
joinem;joinem;FBA;;;;;;;;;;;;;
jojo;jojo;FBA;;;;;;;;;;;;;
jojoba;jojoba;FBA;;;;;;;;;;;;;
jojobaner1;jojobaner1;FBA;;;;;;;;;;;;;
joyfulr;joyfulr;FBA;;;;;;;;;;;;;
joyjoy;joyjoy;FBA;;;;;;;;;;;;;
joyman;joyman;FBA;;;;;;;;;;;;;
jpopnics;jpopnics;FBA;;;;;;;;;;;;;
jumpbug;jumpbug;FBA;;;;;;;;;;;;;
jumpkids;jumpkids;FBA;;;;;;;;;;;;;
jumppop;jumppop;FBA;;;;;;;;;;;;;
jumpshot;jumpshot;FBA;;;;;;;;;;;;;
jungler;jungler;FBA;;;;;;;;;;;;;
jyangoku;jyangoku;FBA;;;;;;;;;;;;;
kabukikl;kabukikl;FBA;;;;;;;;;;;;;
kageki;kageki;FBA;;;;;;;;;;;;;
kaitei;kaitei;FBA;;;;;;;;;;;;;
kamenrid;kamenrid;FBA;;;;;;;;;;;;;
kangaroo;kangaroo;FBA;;;;;;;;;;;;;
karatblz;karatblz;FBA;;;;;;;;;;;;;
karianx;karianx;FBA;;;;;;;;;;;;;
karnov;karnov;FBA;;;;;;;;;;;;;
karnovr;karnovr;FBA;;;;;;;;;;;;;
kazan;kazan;FBA;;;;;;;;;;;;;
kbash;kbash;FBA;;;;;;;;;;;;;
kbash2;kbash2;FBA;;;;;;;;;;;;;
kengo;kengo;FBA;;;;;;;;;;;;;
keroppij;keroppij;FBA;;;;;;;;;;;;;
ket;ket;FBA;;;;;;;;;;;;;
kf2k3pl;kf2k3pl;FBA;;;;;;;;;;;;;
kicker;kicker;FBA;;;;;;;;;;;;;
kickoff;kickoff;FBA;;;;;;;;;;;;;
kickridr;kickridr;FBA;;;;;;;;;;;;;
kidniki;kidniki;FBA;;;;;;;;;;;;;
kikcubic;kikcubic;FBA;;;;;;;;;;;;;
killbld;killbld;FBA;;;;;;;;;;;;;
killbldp;killbldp;FBA;;;;;;;;;;;;;
kingball;kingball;FBA;;;;;;;;;;;;;
kingdmgp;kingdmgp;FBA;;;;;;;;;;;;;
kinst;kinst;FBA;;;;;;;;;;;;;
kinst2;kinst2;FBA;;;;;;;;;;;;;
kittenk;kittenk;FBA;;;;;;;;;;;;;
kizuna;kizuna;FBA;;;;;;;;;;;;;
kncljoe;kncljoe;FBA;;;;;;;;;;;;;
knights;knights;FBA;;;;;;;;;;;;;
kod;kod;FBA;;;;;;;;;;;;;
kof2000;kof2000;FBA;;;;;;;;;;;;;
kof2001;kof2001;FBA;;;;;;;;;;;;;
kof2002;kof2002;FBA;;;;;;;;;;;;;
kof2003;kof2003;FBA;;;;;;;;;;;;;
kof94;kof94;FBA;;;;;;;;;;;;;
kof95;kof95;FBA;;;;;;;;;;;;;
kof96;kof96;FBA;;;;;;;;;;;;;
kof97;kof97;FBA;;;;;;;;;;;;;
kof98;kof98;FBA;;;;;;;;;;;;;
kof99;kof99;FBA;;;;;;;;;;;;;
konami88;konami88;FBA;;;;;;;;;;;;;
konamigt;konamigt;FBA;;;;;;;;;;;;;
kong;kong;FBA;;;;;;;;;;;;;
korokoro;korokoro;FBA;;;;;;;;;;;;;
koshien;koshien;FBA;;;;;;;;;;;;;
kotm;kotm;FBA;;;;;;;;;;;;;
kotm2;kotm2;FBA;;;;;;;;;;;;;
kov;kov;FBA;;;;;;;;;;;;;
kov2;kov2;FBA;;;;;;;;;;;;;
kovsh;kovsh;FBA;;;;;;;;;;;;;
kozure;kozure;FBA;;;;;;;;;;;;;
kungfum;kungfum;FBA;;;;;;;;;;;;;
kungfut;kungfut;FBA;;;;;;;;;;;;;
kuniokun;kuniokun;FBA;;;;;;;;;;;;;
kyros;kyros;FBA;;;;;;;;;;;;;
kyustrkr;kyustrkr;FBA;;;;;;;;;;;;;
ladybug;ladybug;FBA;;;;;;;;;;;;;
ladymstr;ladymstr;FBA;;;;;;;;;;;;;
lasso;lasso;FBA;;;;;;;;;;;;;
lastblad;lastblad;FBA;;;;;;;;;;;;;
lastbld2;lastbld2;FBA;;;;;;;;;;;;;
lastday;lastday;FBA;;;;;;;;;;;;;
lastduel;lastduel;FBA;;;;;;;;;;;;;
lastmisn;lastmisn;FBA;;;;;;;;;;;;;
lastsurv;lastsurv;FBA;;;;;;;;;;;;;
lbowling;lbowling;FBA;;;;;;;;;;;;;
ldrun;ldrun;FBA;;;;;;;;;;;;;
ldrun2;ldrun2;FBA;;;;;;;;;;;;;
ldrun3;ldrun3;FBA;;;;;;;;;;;;;
ldrun4;ldrun4;FBA;;;;;;;;;;;;;
legend;legend;FBA;;;;;;;;;;;;;
legendos;legendos;FBA;;;;;;;;;;;;;
legion;legion;FBA;;;;;;;;;;;;;
lemmings;lemmings;FBA;;;;;;;;;;;;;
lethalen;lethalen;FBA;;;;;;;;;;;;;
lethalth;lethalth;FBA;;;;;;;;;;;;;
levers;levers;FBA;;;;;;;;;;;;;
lghost;lghost;FBA;;;;;;;;;;;;;
lgtnfght;lgtnfght;FBA;;;;;;;;;;;;;
liquidk;liquidk;FBA;;;;;;;;;;;;;
lizwiz;lizwiz;FBA;;;;;;;;;;;;;
lkage;lkage;FBA;;;;;;;;;;;;;
locomotn;locomotn;FBA;;;;;;;;;;;;;
loderndf;loderndf;FBA;;;;;;;;;;;;;
loderndfa;loderndfa;FBA;;;;;;;;;;;;;
loffire;loffire;FBA;;;;;;;;;;;;;
logicpr2;logicpr2;FBA;;;;;;;;;;;;;
logicpro;logicpro;FBA;;;;;;;;;;;;;
loht;loht;FBA;;;;;;;;;;;;;
lomakai;lomakai;FBA;;;;;;;;;;;;;
lordgun;lordgun;FBA;;;;;;;;;;;;;
lordofk;lordofk;FBA;;;;;;;;;;;;;
losttomb;losttomb;FBA;;;;;;;;;;;;;
lotlot;lotlot;FBA;;;;;;;;;;;;;
loverboy;loverboy;FBA;;;;;;;;;;;;;
lresort;lresort;FBA;;;;;;;;;;;;;
lvgirl94;lvgirl94;FBA;;;;;;;;;;;;;
lwings;lwings;FBA;;;;;;;;;;;;;
m660;m660;FBA;;;;;;;;;;;;;
macross;macross;FBA;;;;;;;;;;;;;
macross2;macross2;FBA;;;;;;;;;;;;;
madcrash;madcrash;FBA;;;;;;;;;;;;;
madgear;madgear;FBA;;;;;;;;;;;;;
madshark;madshark;FBA;;;;;;;;;;;;;
magdrop2;magdrop2;FBA;;;;;;;;;;;;;
magdrop3;magdrop3;FBA;;;;;;;;;;;;;
magicbub;magicbub;FBA;;;;;;;;;;;;;
maglord;maglord;FBA;;;;;;;;;;;;;
mahoudai;mahoudai;FBA;;;;;;;;;;;;;
mahretsu;mahretsu;FBA;;;;;;;;;;;;;
mainsnk;mainsnk;FBA;;;;;;;;;;;;;
majtitl2;majtitl2;FBA;;;;;;;;;;;;;
majtitle;majtitle;FBA;;;;;;;;;;;;;
mangchi;mangchi;FBA;;;;;;;;;;;;;
maniacsq;maniacsq;FBA;;;;;;;;;;;;;
manybloc;manybloc;FBA;;;;;;;;;;;;;
marineb;marineb;FBA;;;;;;;;;;;;;
mariner;mariner;FBA;;;;;;;;;;;;;
mario;mario;FBA;;;;;;;;;;;;;
markham;markham;FBA;;;;;;;;;;;;;
mars;mars;FBA;;;;;;;;;;;;;
martmast;martmast;FBA;;;;;;;;;;;;;
marukodq;marukodq;FBA;;;;;;;;;;;;;
marvins;marvins;FBA;;;;;;;;;;;;;
masterw;masterw;FBA;;;;;;;;;;;;;
matchit2;matchit2;FBA;;;;;;;;;;;;;
matrim;matrim;FBA;;;;;;;;;;;;;
mazinger;mazinger;FBA;;;;;;;;;;;;;
mbombrd;mbombrd;FBA;;;;;;;;;;;;;
mcatadv;mcatadv;FBA;;;;;;;;;;;;;
mchampdx;mchampdx;FBA;;;;;;;;;;;;;
mechatt;mechatt;FBA;;;;;;;;;;;;;
megablst;megablst;FBA;;;;;;;;;;;;;
megadon;megadon;FBA;;;;;;;;;;;;;
megaman;megaman;FBA;;;;;;;;;;;;;
megaman2;megaman2;FBA;;;;;;;;;;;;;
megazone;megazone;FBA;;;;;;;;;;;;;
meijinsn;meijinsn;FBA;;;;;;;;;;;;;
meikyuh;meikyuh;FBA;;;;;;;;;;;;;
mercs;mercs;FBA;;;;;;;;;;;;;
metafox;metafox;FBA;;;;;;;;;;;;;
metalb;metalb;FBA;;;;;;;;;;;;;
metamrph;metamrph;FBA;;;;;;;;;;;;;
metlsavr;metlsavr;FBA;;;;;;;;;;;;;
metmqstr;metmqstr;FBA;;;;;;;;;;;;;
metrocrs;metrocrs;FBA;;;;;;;;;;;;;
mgcrystl;mgcrystl;FBA;;;;;;;;;;;;;
mia;mia;FBA;;;;;;;;;;;;;
midres;midres;FBA;;;;;;;;;;;;;
miexchng;miexchng;FBA;;;;;;;;;;;;;
mikie;mikie;FBA;;;;;;;;;;;;;
mikiej;mikiej;FBA;;;;;;;;;;;;;
milliped;milliped;FBA;;;;;;;;;;;;;
mimonkey;mimonkey;FBA;;;;;;;;;;;;;
minasan;minasan;FBA;;;;;;;;;;;;;
minefld;minefld;FBA;;;;;;;;;;;;;
minivadr;minivadr;FBA;;;;;;;;;;;;;
mirax;mirax;FBA;;;;;;;;;;;;;
missw96;missw96;FBA;;;;;;;;;;;;;
mjgtaste;mjgtaste;FBA;;;;;;;;;;;;;
mjleague;mjleague;FBA;;;;;;;;;;;;;
mjnquest;mjnquest;FBA;;;;;;;;;;;;;
mk3;mk3;FBA;;;;;;;;;;;;;
mmatrix;mmatrix;FBA;;;;;;;;;;;;;
mmaulers;mmaulers;FBA;;;;;;;;;;;;;
mnchmobl;mnchmobl;FBA;;;;;;;;;;;;;
mnight;mnight;FBA;;;;;;;;;;;;;
mofflott;mofflott;FBA;;;;;;;;;;;;;
mogura;mogura;FBA;;;;;;;;;;;;;
mole;mole;FBA;;;;;;;;;;;;;
momoko;momoko;FBA;;;;;;;;;;;;;
moomesa;moomesa;FBA;;;;;;;;;;;;;
moonal2;moonal2;FBA;;;;;;;;;;;;;
mooncrstg;mooncrstg;FBA;;;;;;;;;;;;;
moonqsr;moonqsr;FBA;;;;;;;;;;;;;
moonwar;moonwar;FBA;;;;;;;;;;;;;
moremore;moremore;FBA;;;;;;;;;;;;;
moremorp;moremorp;FBA;;;;;;;;;;;;;
mouser;mouser;FBA;;;;;;;;;;;;;
mpang;mpang;FBA;;;;;;;;;;;;;
mplanets;mplanets;FBA;;;;;;;;;;;;;
mrdo;mrdo;FBA;;;;;;;;;;;;;
mrflea;mrflea;FBA;;;;;;;;;;;;;
mrgoemon;mrgoemon;FBA;;;;;;;;;;;;;
mrheli;mrheli;FBA;;;;;;;;;;;;;
mrjong;mrjong;FBA;;;;;;;;;;;;;
mrkougar;mrkougar;FBA;;;;;;;;;;;;;
mrtnt;mrtnt;FBA;;;;;;;;;;;;;
mrviking;mrviking;FBA;;;;;;;;;;;;;
ms4plus;ms4plus;FBA;;;;;;;;;;;;;
ms5pcb;ms5pcb;FBA;;;;;;;;;;;;;
msbingo;msbingo;FBA;;;;;;;;;;;;;
msgundam;msgundam;FBA;;;;;;;;;;;;;
msh;msh;FBA;;;;;;;;;;;;;
mshuttle;mshuttle;FBA;;;;;;;;;;;;;
mshvsf;mshvsf;FBA;;;;;;;;;;;;;
mslug;mslug;FBA;;;;;;;;;;;;;
mslug2;mslug2;FBA;;;;;;;;;;;;;
mslug3;mslug3;FBA;;;;;;;;;;;;;
mslugx;mslugx;FBA;;;;;;;;;;;;;
mspacman;mspacman;FBA;;;;;;;;;;;;;
mspuzzle;mspuzzle;FBA;;;;;;;;;;;;;
mstadium;mstadium;FBA;;;;;;;;;;;;;
mstworld;mstworld;FBA;;;;;;;;;;;;;
msword;msword;FBA;;;;;;;;;;;;;
mtwins;mtwins;FBA;;;;;;;;;;;;;
mugsmash;mugsmash;FBA;;;;;;;;;;;;;
multchmp;multchmp;FBA;;;;;;;;;;;;;
mustache;mustache;FBA;;;;;;;;;;;;;
mustang;mustang;FBA;;;;;;;;;;;;;
mutantf;mutantf;FBA;;;;;;;;;;;;;
mutnat;mutnat;FBA;;;;;;;;;;;;;
mvp;mvp;FBA;;;;;;;;;;;;;
mvsc;mvsc;FBA;;;;;;;;;;;;;
mwalk;mwalk;FBA;;;;;;;;;;;;;
mwarr;mwarr;FBA;;;;;;;;;;;;;
myangel;myangel;FBA;;;;;;;;;;;;;
myangel2;myangel2;FBA;;;;;;;;;;;;;
myhero;myhero;FBA;;;;;;;;;;;;;
mysticri;mysticri;FBA;;;;;;;;;;;;;
mystston;mystston;FBA;;;;;;;;;;;;;
mystwarr;mystwarr;FBA;;;;;;;;;;;;;
nam1975;nam1975;FBA;;;;;;;;;;;;;
naname;naname;FBA;;;;;;;;;;;;;
nastar;nastar;FBA;;;;;;;;;;;;;
navarone;navarone;FBA;;;;;;;;;;;;;
nbahangt;nbahangt;FBA;;;;;;;;;;;;;
nbbatman;nbbatman;FBA;;;;;;;;;;;;;
ncombat;ncombat;FBA;;;;;;;;;;;;;
ncommand;ncommand;FBA;;;;;;;;;;;;;
nemesis;nemesis;FBA;;;;;;;;;;;;;
nemo;nemo;FBA;;;;;;;;;;;;;
neobattl;neobattl;FBA;;;;;;;;;;;;;
neobombe;neobombe;FBA;;;;;;;;;;;;;
neocup98;neocup98;FBA;;;;;;;;;;;;;
neodrift;neodrift;FBA;;;;;;;;;;;;;
neomrdo;neomrdo;FBA;;;;;;;;;;;;;
newapunk;newapunk;FBA;;;;;;;;;;;;;
newfant;newfant;FBA;;;;;;;;;;;;;
news;news;FBA;;;;;;;;;;;;;
newsin7;newsin7;FBA;;;;;;;;;;;;;
nightstr;nightstr;FBA;;;;;;;;;;;;;
ninjak;ninjak;FBA;;;;;;;;;;;;;
ninjakd2;ninjakd2;FBA;;;;;;;;;;;;;
ninjakun;ninjakun;FBA;;;;;;;;;;;;;
ninjamas;ninjamas;FBA;;;;;;;;;;;;;
ninjaw;ninjaw;FBA;;;;;;;;;;;;;
nitd;nitd;FBA;;;;;;;;;;;;;
nitrobal;nitrobal;FBA;;;;;;;;;;;;;
nmg5;nmg5;FBA;;;;;;;;;;;;;
nmouse;nmouse;FBA;;;;;;;;;;;;;
nob;nob;FBA;;;;;;;;;;;;;
nost;nost;FBA;;;;;;;;;;;;;
nova2001;nova2001;FBA;;;;;;;;;;;;;
nrallyx;nrallyx;FBA;;;;;;;;;;;;;
nspirit;nspirit;FBA;;;;;;;;;;;;;
nunchaku;nunchaku;FBA;;;;;;;;;;;;;
nwarr;nwarr;FBA;;;;;;;;;;;;;
oedfight;oedfight;FBA;;;;;;;;;;;;;
ohmygod;ohmygod;FBA;;;;;;;;;;;;;
oisipuzl;oisipuzl;FBA;;;;;;;;;;;;;
olds;olds;FBA;;;;;;;;;;;;;
omega;omega;FBA;;;;;;;;;;;;;
onna34ro;onna34ro;FBA;;;;;;;;;;;;;
openice;openice;FBA;;;;;;;;;;;;;
opwolf;opwolf;FBA;;;;;;;;;;;;;
opwolf3;opwolf3;FBA;;;;;;;;;;;;;
orbitron;orbitron;FBA;;;;;;;;;;;;;
orbs;orbs;FBA;;;;;;;;;;;;;
orlegend;orlegend;FBA;;;;;;;;;;;;;
oscar;oscar;FBA;;;;;;;;;;;;;
osman;osman;FBA;;;;;;;;;;;;;
othunder;othunder;FBA;;;;;;;;;;;;;
outrun;outrun;FBA;;;;;;;;;;;;;
outzone;outzone;FBA;;;;;;;;;;;;;
overtop;overtop;FBA;;;;;;;;;;;;;
ozmawars;ozmawars;FBA;;;;;;;;;;;;;
ozon1;ozon1;FBA;;;;;;;;;;;;;
p47;p47;FBA;;;;;;;;;;;;;
pacgal;pacgal;FBA;;;;;;;;;;;;;
pacheart;pacheart;FBA;;;;;;;;;;;;;
pacland;pacland;FBA;;;;;;;;;;;;;
pacman;pacman;FBA;;;;;;;;;;;;;
pacplus;pacplus;FBA;;;;;;;;;;;;;
pairlove;pairlove;FBA;;;;;;;;;;;;;
pandoras;pandoras;FBA;;;;;;;;;;;;;
pang;pang;FBA;;;;;;;;;;;;;
pang3;pang3;FBA;;;;;;;;;;;;;
pangpang;pangpang;FBA;;;;;;;;;;;;;
panicbom;panicbom;FBA;;;;;;;;;;;;;
panicstr;panicstr;FBA;;;;;;;;;;;;;
paprazzi;paprazzi;FBA;;;;;;;;;;;;;
parodius;parodius;FBA;;;;;;;;;;;;;
pass;pass;FBA;;;;;;;;;;;;;
passsht;passsht;FBA;;;;;;;;;;;;;
pbobbl2n;pbobbl2n;FBA;;;;;;;;;;;;;
pbobble;pbobble;FBA;;;;;;;;;;;;;
pclubys;pclubys;FBA;;;;;;;;;;;;;
pdrift;pdrift;FBA;;;;;;;;;;;;;
peekaboo;peekaboo;FBA;;;;;;;;;;;;;
penbros;penbros;FBA;;;;;;;;;;;;;
pengo;pengo;FBA;;;;;;;;;;;;;
perfrman;perfrman;FBA;;;;;;;;;;;;;
pfghtj;pfghtj;FBA;;;;;;;;;;;;;
pgear;pgear;FBA;;;;;;;;;;;;;
pgoal;pgoal;FBA;;;;;;;;;;;;;
phantasm;phantasm;FBA;;;;;;;;;;;;;
phoenix;phoenix;FBA;;;;;;;;;;;;;
photoy2k;photoy2k;FBA;;;;;;;;;;;;;
pinbo;pinbo;FBA;;;;;;;;;;;;;
pipibibs;pipibibs;FBA;;;;;;;;;;;;;
piranha;piranha;FBA;;;;;;;;;;;;;
pirates;pirates;FBA;;;;;;;;;;;;;
piscesb;piscesb;FBA;;;;;;;;;;;;;
pitfall2;pitfall2;FBA;;;;;;;;;;;;;
pkladies;pkladies;FBA;;;;;;;;;;;;;
pktgaldx;pktgaldx;FBA;;;;;;;;;;;;;
pkunwar;pkunwar;FBA;;;;;;;;;;;;;
plegends;plegends;FBA;;;;;;;;;;;;;
plumppop;plumppop;FBA;;;;;;;;;;;;;
plusalph;plusalph;FBA;;;;;;;;;;;;;
pnickj;pnickj;FBA;;;;;;;;;;;;;
pnyaa;pnyaa;FBA;;;;;;;;;;;;;
pollux;pollux;FBA;;;;;;;;;;;;;
ponpoko;ponpoko;FBA;;;;;;;;;;;;;
pooyan;pooyan;FBA;;;;;;;;;;;;;
popbingo;popbingo;FBA;;;;;;;;;;;;;
popbounc;popbounc;FBA;;;;;;;;;;;;;
popeye;popeye;FBA;;;;;;;;;;;;;
popspops;popspops;FBA;;;;;;;;;;;;;
porky;porky;FBA;;;;;;;;;;;;;
porter;porter;FBA;;;;;;;;;;;;;
pow;pow;FBA;;;;;;;;;;;;;
powerins;powerins;FBA;;;;;;;;;;;;;
pprobe;pprobe;FBA;;;;;;;;;;;;;
prehisle;prehisle;FBA;;;;;;;;;;;;;
preisle2;preisle2;FBA;;;;;;;;;;;;;
progear;progear;FBA;;;;;;;;;;;;;
progress;progress;FBA;;;;;;;;;;;;;
prtytime;prtytime;FBA;;;;;;;;;;;;;
pspikes;pspikes;FBA;;;;;;;;;;;;;
pspikes2;pspikes2;FBA;;;;;;;;;;;;;
psurge;psurge;FBA;;;;;;;;;;;;;
psychic5;psychic5;FBA;;;;;;;;;;;;;
psychos;psychos;FBA;;;;;;;;;;;;;
puckman;puckman;FBA;;;;;;;;;;;;;
pulirula;pulirula;FBA;;;;;;;;;;;;;
pulstar;pulstar;FBA;;;;;;;;;;;;;
punchout;punchout;FBA;;;;;;;;;;;;;
punisher;punisher;FBA;;;;;;;;;;;;;
punkshot;punkshot;FBA;;;;;;;;;;;;;
pushman;pushman;FBA;;;;;;;;;;;;;
puzzldpr;puzzldpr;FBA;;;;;;;;;;;;;
puzzli2;puzzli2;FBA;;;;;;;;;;;;;
puzzloop;puzzloop;FBA;;;;;;;;;;;;;
pwrinst2;pwrinst2;FBA;;;;;;;;;;;;;
pzlbowl;pzlbowl;FBA;;;;;;;;;;;;;
pzlbreak;pzlbreak;FBA;;;;;;;;;;;;;
pzloop2;pzloop2;FBA;;;;;;;;;;;;;
qad;qad;FBA;;;;;;;;;;;;;
qbert;qbert;FBA;;;;;;;;;;;;;
qbertqub;qbertqub;FBA;;;;;;;;;;;;;
qcrayon;qcrayon;FBA;;;;;;;;;;;;;
qcrayon2;qcrayon2;FBA;;;;;;;;;;;;;
qjinsei;qjinsei;FBA;;;;;;;;;;;;;
qndream;qndream;FBA;;;;;;;;;;;;;
qsangoku;qsangoku;FBA;;;;;;;;;;;;;
qtono1;qtono1;FBA;;;;;;;;;;;;;
qtono2j;qtono2j;FBA;;;;;;;;;;;;;
quartet;quartet;FBA;;;;;;;;;;;;;
quarth;quarth;FBA;;;;;;;;;;;;;
quizdai2;quizdai2;FBA;;;;;;;;;;;;;
quizhq;quizhq;FBA;;;;;;;;;;;;;
qzkklgy2;qzkklgy2;FBA;;;;;;;;;;;;;
qzquest;qzquest;FBA;;;;;;;;;;;;;
qzshowby;qzshowby;FBA;;;;;;;;;;;;;
rabiolep;rabiolep;FBA;;;;;;;;;;;;;
rachero;rachero;FBA;;;;;;;;;;;;;
racingb;racingb;FBA;;;;;;;;;;;;;
rackemup;rackemup;FBA;;;;;;;;;;;;;
racknrol;racknrol;FBA;;;;;;;;;;;;;
radarscp;radarscp;FBA;;;;;;;;;;;;;
raflesia;raflesia;FBA;;;;;;;;;;;;;
ragnagrd;ragnagrd;FBA;;;;;;;;;;;;;
ragtime;ragtime;FBA;;;;;;;;;;;;;
raiden;raiden;FBA;;;;;;;;;;;;;
raiden2;raiden2;FBA;;;;;;;;;;;;;
raidendx;raidendx;FBA;;;;;;;;;;;;;
raiders5;raiders5;FBA;;;;;;;;;;;;;
rallybik;rallybik;FBA;;;;;;;;;;;;;
rallyx;rallyx;FBA;;;;;;;;;;;;;
rambo3;rambo3;FBA;;;;;;;;;;;;;
raphero;raphero;FBA;;;;;;;;;;;;;
rastan;rastan;FBA;;;;;;;;;;;;;
razmataz;razmataz;FBA;;;;;;;;;;;;;
rbff1;rbff1;FBA;;;;;;;;;;;;;
rbff2;rbff2;FBA;;;;;;;;;;;;;
rbffspec;rbffspec;FBA;;;;;;;;;;;;;
rbisland;rbisland;FBA;;;;;;;;;;;;;
rchase;rchase;FBA;;;;;;;;;;;;;
redearth;redearth;FBA;;;;;;;;;;;;;
redufo;redufo;FBA;;;;;;;;;;;;;
regulus;regulus;FBA;;;;;;;;;;;;;
renegade;renegade;FBA;;;;;;;;;;;;;
repulse;repulse;FBA;;;;;;;;;;;;;
rescue;rescue;FBA;;;;;;;;;;;;;
retofinv;retofinv;FBA;;;;;;;;;;;;;
rezon;rezon;FBA;;;;;;;;;;;;;
ridhero;ridhero;FBA;;;;;;;;;;;;;
ringdest;ringdest;FBA;;;;;;;;;;;;;
riot;riot;FBA;;;;;;;;;;;;;
riotcity;riotcity;FBA;;;;;;;;;;;;;
riskchal;riskchal;FBA;;;;;;;;;;;;;
rmpgwt;rmpgwt;FBA;;;;;;;;;;;;;
roboarmy;roboarmy;FBA;;;;;;;;;;;;;
robocop;robocop;FBA;;;;;;;;;;;;;
robocop2;robocop2;FBA;;;;;;;;;;;;;
robokid;robokid;FBA;;;;;;;;;;;;;
robowres;robowres;FBA;;;;;;;;;;;;;
rockclim;rockclim;FBA;;;;;;;;;;;;;
rockduck;rockduck;FBA;;;;;;;;;;;;;
rockn;rockn;FBA;;;;;;;;;;;;;
rockn2;rockn2;FBA;;;;;;;;;;;;;
rockn3;rockn3;FBA;;;;;;;;;;;;;
rockn4;rockn4;FBA;;;;;;;;;;;;;
rockrage;rockrage;FBA;;;;;;;;;;;;;
rocktrv2;rocktrv2;FBA;;;;;;;;;;;;;
rocnrope;rocnrope;FBA;;;;;;;;;;;;;
rodland;rodland;FBA;;;;;;;;;;;;;
rohga;rohga;FBA;;;;;;;;;;;;;
roishtar;roishtar;FBA;;;;;;;;;;;;;
rollerg;rollerg;FBA;;;;;;;;;;;;;
rotd;rotd;FBA;;;;;;;;;;;;;
route16;route16;FBA;;;;;;;;;;;;;
rshark;rshark;FBA;;;;;;;;;;;;;
