#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
007 - A View to a Kill;007 - A View to a Kill;Amstrad CPC;;;;;;;;;;;;;;
Dive-Dive-Dive (Europe);Dive-Dive-Dive (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dizzy - Amstrad Action Special Edition;Dizzy - Amstrad Action Special Edition;Amstrad CPC;;;Codemasters;;;;;;;;;;;
Dizzy - Down the Rapids (Europe);Dizzy - Down the Rapids (Europe);Amstrad CPC;;;Codemasters;;;;;;;;;;;
Dizzy - The Ultimate Cartoon Adventure (Europe);Dizzy - The Ultimate Cartoon Adventure (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dizzy Dice (Europe);Dizzy Dice (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dizzy II - Treasure Island Dizzy (Europe);Dizzy II - Treasure Island Dizzy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dizzy III - Fantasy World Dizzy (Europe);Dizzy III - Fantasy World Dizzy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dizzy IV - Magicland Dizzy (Europe);Dizzy IV - Magicland Dizzy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dizzy V - Spellbound Dizzy (Europe);Dizzy V - Spellbound Dizzy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dizzy VI - Prince of the Yolkfolk (Europe);Dizzy VI - Prince of the Yolkfolk (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dizzy VII - Crystal Kingdom Dizzy (Europe);Dizzy VII - Crystal Kingdom Dizzy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Doctor Who and the Mines of Terror (Europe);Doctor Who and the Mines of Terror (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dodgy Geezers (Europe);Dodgy Geezers (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dogfight 2187 (Europe);Dogfight 2187 (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dogsbody to the Rescue (Europe);Dogsbody to the Rescue (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dom Camillo (France);Dom Camillo (France);Amstrad CPC;;;;;;;;;;;;;;
Dominator (Europe);Dominator (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dominoes (Alligata) (Europe);Dominoes (Alligata) (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dominoes (Blue Ribbon) (Europe);Dominoes (Blue Ribbon) (Europe);Amstrad CPC;;;;;;;;;;;;;;
Don't Panic (Europe);Don't Panic (Europe);Amstrad CPC;;;;;;;;;;;;;;
Donald's Alphabet Chase (Europe);Donald's Alphabet Chase (Europe);Amstrad CPC;;;;;;;;;;;;;;
Donkey Kong (Europe);Donkey Kong (Europe);Amstrad CPC;;;;;;;;;;;;;;
Doodle Bug (Europe);Doodle Bug (Europe);Amstrad CPC;;;;;;;;;;;;;;
Doomlords (Europe);Doomlords (Europe);Amstrad CPC;;;;;;;;;;;;;;
Doomsdark's Revenge (Europe);Doomsdark's Revenge (Europe);Amstrad CPC;;;;;;;;;;;;;;
Doomsday Blues (Europe);Doomsday Blues (Europe);Amstrad CPC;;;;;;;;;;;;;;
Doors Of Doom + (Europe);Doors Of Doom + (Europe);Amstrad CPC;;;;;;;;;;;;;;
Doors of Doom (Europe);Doors of Doom (Europe);Amstrad CPC;;;;;;;;;;;;;;
Doppleganger (Europe);Doppleganger (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dossier Arkanoid, Le (France) (Unl);Dossier Arkanoid, Le (France) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Double Dare (Europe);Double Dare (Europe);Amstrad CPC;;;;;;;;;;;;;;
Double Dragon (Europe);Double Dragon (Europe);Amstrad CPC;;1988;;Action / Fighting;;;;;;;;;;
Double Dragon II - The Revenge;Double Dragon II - The Revenge;Amstrad CPC;;1989;Virgin Mastertronic;Action / Fighting;;;;;;;;;;
Double Dragon II - The Revenge (Europe);Double Dragon II - The Revenge (Europe);Amstrad CPC;;1989;Virgin Mastertronic;Action / Fighting;;;;;;;;;;
Double Dragon III - The Rosetta Stone (Europe);Double Dragon III - The Rosetta Stone (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dr Jekyll And Mr Hyde (Europe);Dr Jekyll And Mr Hyde (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dr. Doom's Revenge;Dr. Doom's Revenge;Amstrad CPC;;;;;;;;;;;;;;
Dr. Doom's Revenge (Europe) (Disk 1);Dr. Doom's Revenge (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Dr. Doom's Revenge (Europe) (Disk 2);Dr. Doom's Revenge (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Dr. Jackle and Mr. Wide (Europe);Dr. Jackle and Mr. Wide (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dr. Scrimes Spook School;Dr. Scrimes Spook School;Amstrad CPC;;;;;;;;;;;;;;
Dr. Scrimes Spook School (Europe);Dr. Scrimes Spook School (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dracula (Europe);Dracula (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dragon Breed (Europe);Dragon Breed (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dragon Ninja (Europe);Dragon Ninja (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dragon Spirit (Europe) (Disk 1);Dragon Spirit (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Dragon Spirit (Europe) (Disk 2);Dragon Spirit (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Dragon World;Dragon World;Amstrad CPC;;;;;;;;;;;;;;
Dragon World (Europe) (Side A);Dragon World (Europe) (Side A);Amstrad CPC;;;;;;;;;;;;;;
Dragon World (Europe) (Side B);Dragon World (Europe) (Side B);Amstrad CPC;;;;;;;;;;;;;;
Dragon's Gold (Europe);Dragon's Gold (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dragon's Lair;Dragon's Lair;Amstrad CPC;;;;;;;;;;;;;;
Dragon's Lair (Europe);Dragon's Lair (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dragon's Lair 2 - Escape from Singe's Castle (Europe);Dragon's Lair 2 - Escape from Singe's Castle (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dragon's Lair II - Escape from Singe's Castle;Dragon's Lair II - Escape from Singe's Castle;Amstrad CPC;;;;;;;;;;;;;;
Dragons of Flame (Europe);Dragons of Flame (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dragontorc;Dragontorc;Amstrad CPC;;;;;;;;;;;;;;
Dragontorc (Europe);Dragontorc (Europe);Amstrad CPC;;;;;;;;;;;;;;
Drakkar (Spain);Drakkar (Spain);Amstrad CPC;;;;;;;;;;;;;;
Draughts (Europe);Draughts (Europe);Amstrad CPC;;;;;;;;;;;;;;
Drazen Petrovic Basket (Spain);Drazen Petrovic Basket (Spain);Amstrad CPC;;;;;;;;;;;;;;
Dream Warrior (Europe);Dream Warrior (Europe);Amstrad CPC;;;;;;;;;;;;;;
Drigus Und Drolan (Germany) (Unl);Drigus Und Drolan (Germany) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Driller (Europe);Driller (Europe);Amstrad CPC;;;Incentive;;;;;;;;;;;
Dripzone (Europe) (Unl);Dripzone (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Druid;Druid;Amstrad CPC;;;;;;;;;;;;;;
Druid (Europe);Druid (Europe);Amstrad CPC;;;;;;;;;;;;;;
Druids Moon (Europe);Druids Moon (Europe);Amstrad CPC;;;;;;;;;;;;;;
Duct, The (Europe);Duct, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Duel 2000 (France);Duel 2000 (France);Amstrad CPC;;;;;;;;;;;;;;
Duel A Abilene (France) (Unl);Duel A Abilene (France) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Duet (Europe);Duet (Europe);Amstrad CPC;;;Elite;;;;;;;;;;;
Dun Darach;Dun Darach;Amstrad CPC;;;;Action / Adventure;;;;;;;;;;
Dun Darach (Europe);Dun Darach (Europe);Amstrad CPC;;;;Action / Adventure;;;;;;;;;;
Dungeon Adventure (Europe);Dungeon Adventure (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dungeons, Amethysts, Alchemists (Europe);Dungeons, Amethysts, Alchemists (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dustin;Dustin;Amstrad CPC;;;;;1;;;;;;;;;
Dustin (Spain);Dustin (Spain);Amstrad CPC;;;;;1;;;;;;;;;
Dwarf (France);Dwarf (France);Amstrad CPC;;;;;;;;;;;;;;
Dynamic Duo (Europe);Dynamic Duo (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dynamite Dan (Europe);Dynamite Dan (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dynamite Dan II - Dr. Blitzen and the Islands of Arcanum;Dynamite Dan II - Dr. Blitzen and the Islands of Arcanum;Amstrad CPC;;;;;;;;;;;;;;
Dynamite Dan II - Dr. Blitzen and the Islands of Arcanum (Europe);Dynamite Dan II - Dr. Blitzen and the Islands of Arcanum (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dynamite Dux (Europe) (Disk 1);Dynamite Dux (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Dynamite Dux (Europe) (Disk 2);Dynamite Dux (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Dynamix (Europe);Dynamix (Europe);Amstrad CPC;;;;;;;;;;;;;;
Dynasty Wars (Europe);Dynasty Wars (Europe);Amstrad CPC;;;;;;;;;;;;;;
E-Motion;E-Motion;Amstrad CPC;;;;;;;;;;;;;;
E-Motion (Europe);E-Motion (Europe);Amstrad CPC;;;;;;;;;;;;;;
E-SWAT (Europe) (Disk 1);E-SWAT (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
E-SWAT (Europe) (Disk 2);E-SWAT (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
E.M.U. - Electronic Music Utility (Europe);E.M.U. - Electronic Music Utility (Europe);Amstrad CPC;;;;;;;;;;;;;;
E.X.I.T. (France) (Side A);E.X.I.T. (France) (Side A);Amstrad CPC;;;;;;;;;;;;;;
E.X.I.T. (France) (Side B);E.X.I.T. (France) (Side B);Amstrad CPC;;;;;;;;;;;;;;
Eagle (Amstrad Video-Play) (Spain);Eagle (Amstrad Video-Play) (Spain);Amstrad CPC;;;;;;;;;;;;;;
Eagle (Dro Soft) (Spain);Eagle (Dro Soft) (Spain);Amstrad CPC;;;;;;;;;;;;;;
Eagle's Rider;Eagle's Rider;Amstrad CPC;;;;;;;;;;;;;;
Eagle's Rider (Europe);Eagle's Rider (Europe);Amstrad CPC;;;;;;;;;;;;;;
Echelon (Europe);Echelon (Europe);Amstrad CPC;;;;;;;;;;;;;;
Edd the Duck (Europe);Edd the Duck (Europe);Amstrad CPC;;;;;;;;;;;;;;
Edge Grinder (Europe) (Unl);Edge Grinder (Europe) (Unl);Amstrad CPC;;2011;;Shooter;;;;;;;;;;
Eidolon, The (Europe);Eidolon, The (Europe);Amstrad CPC;;;Activision;;;;;;;;;;;
El Caldero Magico (Spain) (Unl);El Caldero Magico (Spain) (Unl);Amstrad CPC;;;;;;;;;;;;;;
El Capitan Trueno (Spain);El Capitan Trueno (Spain);Amstrad CPC;;;;;;;;;;;;;;
El Cid (Europe);El Cid (Europe);Amstrad CPC;;;;;;;;;;;;;;
El Ladron Del Sol Purpura (Spain) (Unl);El Ladron Del Sol Purpura (Spain) (Unl);Amstrad CPC;;;;;;;;;;;;;;
El Paciente 106 (Europe) (Side A) (Unl);El Paciente 106 (Europe) (Side A) (Unl);Amstrad CPC;;;;;;;;;;;;;;
El Paciente 106 (Europe) (Side B) (Unl) (Boot);El Paciente 106 (Europe) (Side B) (Unl) (Boot);Amstrad CPC;;;;;;;;;;;;;;
El Secreto De La Tumba (Spain);El Secreto De La Tumba (Spain);Amstrad CPC;;;Proein Softline;Adventure;1;;;;;;;;;
Election (Europe);Election (Europe);Amstrad CPC;;;;;;;;;;;;;;
Electric Runner;Electric Runner;Amstrad CPC;;;;;;;;;;;;;;
Electric Wonderland (Europe);Electric Wonderland (Europe);Amstrad CPC;;;;;;;;;;;;;;
Electro Freddy;Electro Freddy;Amstrad CPC;;1984;Amsoft;Action;1;;;;;;;;;
Electro Freddy (Europe);Electro Freddy (Europe);Amstrad CPC;;1984;Amsoft;Action;1;;;;;;;;;
Elektra Glide (Europe);Elektra Glide (Europe);Amstrad CPC;;;;;;;;;;;;;;
Elevator Action;Elevator Action;Amstrad CPC;;;;;;;;;;;;;;
Elevator Action (Europe);Elevator Action (Europe);Amstrad CPC;;;;;;;;;;;;;;
Elidon (Europe);Elidon (Europe);Amstrad CPC;;;;;;;;;;;;;;
Eliminator (Europe);Eliminator (Europe);Amstrad CPC;;;;;;;;;;;;;;
Elite;Elite;Amstrad CPC;;;;Flight Simulator;;;;;;;;;;
Elite (Europe);Elite (Europe);Amstrad CPC;;;;Flight Simulator;;;;;;;;;;
Ellisnore Diamond, The (Europe);Ellisnore Diamond, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Elven Warrior;Elven Warrior;Amstrad CPC;;;;;;;;;;;;;;
Elven Warrior (Europe);Elven Warrior (Europe);Amstrad CPC;;;;;;;;;;;;;;
Emerald Isle (Europe);Emerald Isle (Europe);Amstrad CPC;;;Level 9;;;;;;;;;;;
Emeute Dans Le Vaisseau (France);Emeute Dans Le Vaisseau (France);Amstrad CPC;;;;;;;;;;;;;;
Emilio Butrageno Futbol (Spain);Emilio Butrageno Futbol (Spain);Amstrad CPC;;;;;;;;;;;;;;
Emilio Sanchez Vicario Grand Slam (Spain);Emilio Sanchez Vicario Grand Slam (Spain);Amstrad CPC;;;;;;;;;;;;;;
Emlyn Hughes Arcade Quiz. (Europe);Emlyn Hughes Arcade Quiz. (Europe);Amstrad CPC;;;;;;;;;;;;;;
Emlyn Hughes International Soccer;Emlyn Hughes International Soccer;Amstrad CPC;;;;;;;;;;;;;;
Emlyn Hughes International Soccer (Europe);Emlyn Hughes International Soccer (Europe);Amstrad CPC;;;;;;;;;;;;;;
Empire (Europe);Empire (Europe);Amstrad CPC;;;;;;;;;;;;;;
Empty Tummy (Europe);Empty Tummy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Enchanted (Spain);Enchanted (Spain);Amstrad CPC;;;;;;;;;;;;;;
Enchanter (Europe);Enchanter (Europe);Amstrad CPC;;;;;;;;;;;;;;
Encyclopaedia Of War - Ancient Battles (Europe);Encyclopaedia Of War - Ancient Battles (Europe);Amstrad CPC;;;;;;;;;;;;;;
End Zone (Europe);End Zone (Europe);Amstrad CPC;;;;;;;;;;;;;;
Endurance (Europe);Endurance (Europe);Amstrad CPC;;;;;;;;;;;;;;
Enduro Racer;Enduro Racer;Amstrad CPC;;;;Racing;;;;;;;;;;
Enduro Racer (Europe);Enduro Racer (Europe);Amstrad CPC;;;;Racing;;;;;;;;;;
Energy Warrior (Europe);Energy Warrior (Europe);Amstrad CPC;;;;;;;;;;;;;;
Enforcer, The (CPC+) (Europe);Enforcer, The (CPC+) (Europe);Amstrad CPC;;;;;;;;;;;;;;
Enlightment (Europe);Enlightment (Europe);Amstrad CPC;;;;;;;;;;;;;;
Enterprise (Europe);Enterprise (Europe);Amstrad CPC;;;;;;;;;;;;;;
Epyx World of Sports (CPC+) (Europe);Epyx World of Sports (CPC+) (Europe);Amstrad CPC;;;;;;;;;;;;;;
Equinox (Europe);Equinox (Europe);Amstrad CPC;;;;;;;;;;;;;;
Er-Bert (Europe);Er-Bert (Europe);Amstrad CPC;;;;;;;;;;;;;;
Erebus (France);Erebus (France);Amstrad CPC;;;;;;;;;;;;;;
Escape (Europe);Escape (Europe);Amstrad CPC;;;;;;;;;;;;;;
Escape (Spain);Escape (Spain);Amstrad CPC;;;;;;;;;;;;;;
Escape From Prison Planet (Europe);Escape From Prison Planet (Europe);Amstrad CPC;;;;;;;;;;;;;;
Escape from Koshima (Europe);Escape from Koshima (Europe);Amstrad CPC;;;;;;;;;;;;;;
Escape from Planet of Robot Monsters (Europe);Escape from Planet of Robot Monsters (Europe);Amstrad CPC;;;;;;;;;;;;;;
Escape from the Planet of Doom (Europe) (Unl);Escape from the Planet of Doom (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Espada Sagrada, La (Spain);Espada Sagrada, La (Spain);Amstrad CPC;;;;;;;;;;;;;;
Espionage (Europe);Espionage (Europe);Amstrad CPC;;;;;;;;;;;;;;
Espionage Island (Europe);Espionage Island (Europe);Amstrad CPC;;;;;;;;;;;;;;
Estimator Racer (Europe);Estimator Racer (Europe);Amstrad CPC;;;;;;;;;;;;;;
Eternal Light, The (Europe) (Unl);Eternal Light, The (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Euro Boss (Europe);Euro Boss (Europe);Amstrad CPC;;;;;;;;;;;;;;
European Champions (Europe);European Champions (Europe);Amstrad CPC;;;;;;;;;;;;;;
European II (Europe);European II (Europe);Amstrad CPC;;;;;;;;;;;;;;
European Soccer Challenge (Europe);European Soccer Challenge (Europe);Amstrad CPC;;;;;;;;;;;;;;
European Superleague (Europe);European Superleague (Europe);Amstrad CPC;;;;;;;;;;;;;;
Eve Of Shadows (Europe) (Unl);Eve Of Shadows (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Evening Star (Europe);Evening Star (Europe);Amstrad CPC;;;;;;;;;;;;;;
Every Second Counts (Europe);Every Second Counts (Europe);Amstrad CPC;;;;;;;;;;;;;;
Everyone's a Wally;Everyone's a Wally;Amstrad CPC;;;;;;;;;;;;;;
Everyone's a Wally (Europe);Everyone's a Wally (Europe);Amstrad CPC;;;;;;;;;;;;;;
Evil Donjon (Europe);Evil Donjon (Europe);Amstrad CPC;;;;;;;;;;;;;;
Excalibur Quest;Excalibur Quest;Amstrad CPC;;;;;;;;;;;;;;
Execution! (Europe);Execution! (Europe);Amstrad CPC;;;;;;;;;;;;;;
Exolon (Europe);Exolon (Europe);Amstrad CPC;;;;;;;;;;;;;;
Experience, The (Europe);Experience, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Exploding Wall (Europe);Exploding Wall (Europe);Amstrad CPC;;;;;;;;;;;;;;
Explorer (Europe);Explorer (Europe);Amstrad CPC;;;;;;;;;;;;;;
Exploring Adventures On The Amstrad (Europe);Exploring Adventures On The Amstrad (Europe);Amstrad CPC;;;;;;;;;;;;;;
Express Raider (Europe);Express Raider (Europe);Amstrad CPC;;;;;;;;;;;;;;
Exterminator (Europe);Exterminator (Europe);Amstrad CPC;;;;;;;;;;;;;;
Extreme (Europe);Extreme (Europe);Amstrad CPC;;;;;;;;;;;;;;
Eye (Europe);Eye (Europe);Amstrad CPC;;;;;;;;;;;;;;
Eye Spy (Europe);Eye Spy (Europe);Amstrad CPC;;;;;;;;;;;;;;
F-15 Strike Eagle (Europe);F-15 Strike Eagle (Europe);Amstrad CPC;;;;Flight Simulator;;;;;;;;;;
F-16 Combat Pilot (Europe);F-16 Combat Pilot (Europe);Amstrad CPC;;;;;;;;;;;;;;
F-16 Fighting Falcon (Europe);F-16 Fighting Falcon (Europe);Amstrad CPC;;;;;;;;;;;;;;
F.A. Cup '87 (Europe);F.A. Cup '87 (Europe);Amstrad CPC;;;;;;;;;;;;;;
F1 Tornado Simulator (Europe);F1 Tornado Simulator (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fairlight - A Prelude (Europe);Fairlight - A Prelude (Europe);Amstrad CPC;;;;Adventure;;;;;;;;;;
Fairlight - A Trail of Darkness (Europe);Fairlight - A Trail of Darkness (Europe);Amstrad CPC;;;;;;;;;;;;;;
Famous Five, The - Five on a Treasure Island (Europe);Famous Five, The - Five on a Treasure Island (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fantasia Diamond (Europe);Fantasia Diamond (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fantastic Voyage, The (Europe);Fantastic Voyage, The (Europe);Amstrad CPC;;;Amsoft;;;;;;;;;;;
Fantasy Centre (Europe);Fantasy Centre (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fantome City (France);Fantome City (France);Amstrad CPC;;;;;;;;;;;;;;
Fast Food Dizzy (Europe);Fast Food Dizzy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Federation (Europe);Federation (Europe);Amstrad CPC;;;;;;;;;;;;;;
Feliz Navidad (Spain);Feliz Navidad (Spain);Amstrad CPC;;;;;;;;;;;;;;
Fernandez Must Die (Europe);Fernandez Must Die (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fernando Martin Basket Master (Europe);Fernando Martin Basket Master (Europe);Amstrad CPC;;;;Sports;;;;;;;;;;
Feu (France);Feu (France);Amstrad CPC;;;;;;;;;;;;;;
Feud (Europe);Feud (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fiendish Freddy's Big Top O' Fun (Europe);Fiendish Freddy's Big Top O' Fun (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fifa World Cup (CPC+) (Europe) (Unl);Fifa World Cup (CPC+) (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Fighter Bomber (Europe);Fighter Bomber (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fighter Pilot (Europe);Fighter Pilot (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fighting Soccer (Europe);Fighting Soccer (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fighting Warrior (Europe);Fighting Warrior (Europe);Amstrad CPC;;;;Fighting;;;;;;;;;;
Final Demand (Europe);Final Demand (Europe);Amstrad CPC;;;;;;;;;;;;;;
Final Fight (Europe) (Disk 1);Final Fight (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Final Fight (Europe) (Disk 2);Final Fight (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Final Matrix, The (Europe);Final Matrix, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Finders Keepers (Europe);Finders Keepers (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fire & Forget (Europe);Fire & Forget (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fire & Forget II (CPC+) (Europe);Fire & Forget II (CPC+) (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fire & Forget II (Europe);Fire & Forget II (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fire Ant (Europe);Fire Ant (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fire Land (Europe);Fire Land (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fire! (Europe);Fire! (Europe);Amstrad CPC;;;;;;;;;;;;;;
FireTrap (Europe);FireTrap (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fireball (France);Fireball (France);Amstrad CPC;;;;;;;;;;;;;;
Firefox 2 (Europe);Firefox 2 (Europe);Amstrad CPC;;;;;;;;;;;;;;
Firelord (Europe);Firelord (Europe);Amstrad CPC;;;;Adventure;;;;;;;;;;
Fireman Sam (Europe);Fireman Sam (Europe);Amstrad CPC;;;;;;;;;;;;;;
Firezone (Europe);Firezone (Europe);Amstrad CPC;;;;;;;;;;;;;;
First Past The Post (Europe);First Past The Post (Europe);Amstrad CPC;;;;;;;;;;;;;;
First Steps With The Mr Men (Europe);First Steps With The Mr Men (Europe);Amstrad CPC;;;;;;;;;;;;;;
Five A Side Soccer (Europe);Five A Side Soccer (Europe);Amstrad CPC;;;;;;;;;;;;;;
Five-A-Side Footy (Europe);Five-A-Side Footy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flappy UFO (CPC+) (Europe);Flappy UFO (CPC+) (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flash (Europe);Flash (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flash Gordon (Europe);Flash Gordon (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fleche (Europe);Fleche (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flight Path 737 (Europe);Flight Path 737 (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flight Simulation (Europe);Flight Simulation (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flimbo's Quest (Europe);Flimbo's Quest (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flintstones, The (Europe);Flintstones, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flippit (Europe);Flippit (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flook Part One (Europe);Flook Part One (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flook Part Two (Europe);Flook Part Two (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fluff (CPC+) (Europe) (Unl);Fluff (CPC+) (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Flunky (Europe);Flunky (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fly (Spain);Fly (Spain);Amstrad CPC;;;;;;;;;;;;;;
Fly Spy (Europe);Fly Spy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Flying Shark (Europe);Flying Shark (Europe);Amstrad CPC;;;;;;;;;;;;;;
Foot (Europe);Foot (Europe);Amstrad CPC;;;;;;;;;;;;;;
Football Champions (Europe);Football Champions (Europe);Amstrad CPC;;;;;;;;;;;;;;
Football Director (Europe);Football Director (Europe);Amstrad CPC;;;;;;;;;;;;;;
Football Frenzy (Europe);Football Frenzy (Europe);Amstrad CPC;;;;;;;;;;;;;;
Football Manager (Europe);Football Manager (Europe);Amstrad CPC;;;;;;;;;;;;;;
Football Manager - World Cup Edition (Europe);Football Manager - World Cup Edition (Europe);Amstrad CPC;;;;;;;;;;;;;;
Football Manager 2 (Europe);Football Manager 2 (Europe);Amstrad CPC;;;;;;;;;;;;;;
Football Manager 2 - Expansion Kit (Europe);Football Manager 2 - Expansion Kit (Europe);Amstrad CPC;;;;;;;;;;;;;;
Football Manager 3 (Europe);Football Manager 3 (Europe);Amstrad CPC;;;;;;;;;;;;;;
Footballer of the Year (Europe);Footballer of the Year (Europe);Amstrad CPC;;;;;;;;;;;;;;
Footballer of the Year 2 (Europe);Footballer of the Year 2 (Europe);Amstrad CPC;;;;;;;;;;;;;;
Footballer, The (Europe);Footballer, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
For Gold or Glory (Europe);For Gold or Glory (Europe);Amstrad CPC;;;;;;;;;;;;;;
Forbidden Planet (Europe);Forbidden Planet (Europe);Amstrad CPC;;;;;;;;;;;;;;
Forest at World's End, The (Europe);Forest at World's End, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Forestland (Europe);Forestland (Europe);Amstrad CPC;;;;;;;;;;;;;;
Forgotten Worlds (Europe);Forgotten Worlds (Europe);Amstrad CPC;;;US Gold;Action / Shooter;1;;;;;;;;;
Formula 1 Simulator (Europe);Formula 1 Simulator (Europe);Amstrad CPC;;;;;;;;;;;;;;
Formula One (Europe);Formula One (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fourth Protocol, The (Europe);Fourth Protocol, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Fox Burglar (Spain) (Unl);Fox Burglar (Spain) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Frank (France) (Side A);Frank (France) (Side A);Amstrad CPC;;;;;;;;;;;;;;
Frank (France) (Side B);Frank (France) (Side B);Amstrad CPC;;;;;;;;;;;;;;
Frank Bruno's Boxing (Europe);Frank Bruno's Boxing (Europe);Amstrad CPC;;;;Sports;;;;;;;;;;
Frank N Stein (Europe);Frank N Stein (Europe);Amstrad CPC;;;;;;;;;;;;;;
Frankenstein (Europe);Frankenstein (Europe);Amstrad CPC;;;;;;;;;;;;;;
Frankenstein Jnr (Europe);Frankenstein Jnr (Europe);Amstrad CPC;;;;;;;;;;;;;;
