#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
007 - A View to a Kill;007 - A View to a Kill;Amstrad CPC;;;;;;;;;;;;;;
Kenny Dalglish Soccer Manager (Europe);Kenny Dalglish Soccer Manager (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kenny Dalglish Soccer Match (Europe);Kenny Dalglish Soccer Match (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kentilla (Europe);Kentilla (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kentucky Racing (Europe);Kentucky Racing (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kettle (Europe);Kettle (Europe);Amstrad CPC;;;;;;;;;;;;;;
Key Factor, The (Europe);Key Factor, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Key To Paradox, The (Europe);Key To Paradox, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kick Off (Europe);Kick Off (Europe);Amstrad CPC;;;;Sports;;;;;;;;;;
Kick Off 2;Kick Off 2;Amstrad CPC;;;;Sports;;;;;;;;;;
Kick Off 2 (Europe) (Side A);Kick Off 2 (Europe) (Side A);Amstrad CPC;;;;Sports;;;;;;;;;;
Kick Off 2 (Europe) (Side B);Kick Off 2 (Europe) (Side B);Amstrad CPC;;;;Sports;;;;;;;;;;
Kick Off World Cup Edition (Europe);Kick Off World Cup Edition (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kikstart II (Europe);Kikstart II (Europe);Amstrad CPC;;;;;;;;;;;;;;
Killapede (Europe);Killapede (Europe);Amstrad CPC;;;;;;;;;;;;;;
Killed Until Dead (Europe) (Disk 1);Killed Until Dead (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Killed Until Dead (Europe) (Disk 2);Killed Until Dead (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Killer Ball (Europe);Killer Ball (Europe);Amstrad CPC;;;;;;;;;;;;;;
Killer Cobra (Europe);Killer Cobra (Europe);Amstrad CPC;;;;;;;;;;;;;;
Killer Gorilla (Europe);Killer Gorilla (Europe);Amstrad CPC;;;;;;;;;;;;;;
Killer Ring (Europe);Killer Ring (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kiloroid (Europe) (Unl);Kiloroid (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Kinetic (Europe);Kinetic (Europe);Amstrad CPC;;;;;;;;;;;;;;
King Leonard (Spain);King Leonard (Spain);Amstrad CPC;;;;;;;;;;;;;;
King-Kong;King-Kong;Amstrad CPC;;;;;;;;;;;;;;
Kingdom Of Hamil (Europe);Kingdom Of Hamil (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kingdom Of Speldom, The (Europe);Kingdom Of Speldom, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Klax (CPC+) (Europe);Klax (CPC+) (Europe);Amstrad CPC;;;;Puzzle;;;;;;;;;;
Klax (Europe);Klax (Europe);Amstrad CPC;;;;Puzzle;;;;;;;;;;
Knight Force;Knight Force;Amstrad CPC;;;;;;;;;;;;;;
Knight Force (Europe) (Disk 1);Knight Force (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Knight Force (Europe) (Disk 2);Knight Force (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Knight Games (Europe) (Disk 1);Knight Games (Europe) (Disk 1);Amstrad CPC;;;;Fighting / Sports;;;;;;;;;;
Knight Games (Europe) (Disk 2);Knight Games (Europe) (Disk 2);Amstrad CPC;;;;Fighting / Sports;;;;;;;;;;
Knight Ghost (Spain);Knight Ghost (Spain);Amstrad CPC;;;Dro Soft;;;;;;;;;;;
Knight Lore (Europe);Knight Lore (Europe);Amstrad CPC;;;;;;;;;;;;;;
Knight Orc (Europe) (Disk 1);Knight Orc (Europe) (Disk 1);Amstrad CPC;;;Rainbird;;;;;;;;;;;
Knight Orc (Europe) (Disk 2);Knight Orc (Europe) (Disk 2);Amstrad CPC;;;Rainbird;;;;;;;;;;;
Knight Rider (Europe);Knight Rider (Europe);Amstrad CPC;;;;;;;;;;;;;;
Knight Tyme (Europe);Knight Tyme (Europe);Amstrad CPC;;;;;;;;;;;;;;
Knightmare (Europe);Knightmare (Europe);Amstrad CPC;;;Activision;;;;;;;;;;;
Knights & Demons (Europe) (Unl);Knights & Demons (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Kobyashi Naru (Europe);Kobyashi Naru (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kokotoni Wilf (Europe);Kokotoni Wilf (Europe);Amstrad CPC;;;;;;;;;;;;;;
Konami's Golf (Europe);Konami's Golf (Europe);Amstrad CPC;;;;;;;;;;;;;;
Konami's Ping Pong (Europe);Konami's Ping Pong (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kong Strikes Back (Europe);Kong Strikes Back (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kong's Revenge (Spain);Kong's Revenge (Spain);Amstrad CPC;;;;;;;;;;;;;;
Koronis Rift (Europe);Koronis Rift (Europe);Amstrad CPC;;;;;;;;;;;;;;
Krakout (Europe);Krakout (Europe);Amstrad CPC;;;Gremlin;;;;;;;;;;;
Kristal (Europe);Kristal (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kristax (Europe);Kristax (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kristmas Krimble (Europe);Kristmas Krimble (Europe);Amstrad CPC;;;;;;;;;;;;;;
Krypton Factor, The (Europe) (Disk 1);Krypton Factor, The (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Krypton Factor, The (Europe) (Disk 2);Krypton Factor, The (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Kubmic (France) (Unl);Kubmic (France) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Kung-Fu (Europe);Kung-Fu (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kung-Fu Master (Europe);Kung-Fu Master (Europe);Amstrad CPC;;1987;U.S Gold;Action / Fighting;2;;;;;;;;;
Kwah! (Europe);Kwah! (Europe);Amstrad CPC;;;;;;;;;;;;;;
Kwik Snax Dizzy (Europe);Kwik Snax Dizzy (Europe);Amstrad CPC;;;;;;;;;;;;;;
L'Aigle d'Or (France);L'Aigle d'Or (France);Amstrad CPC;;1986;Loriciels;Action / Adventure;1;;;;;;;;;
L'Hepiss (France);L'Hepiss (France);Amstrad CPC;;;;;;;;;;;;;;
L.E.D. Storm (Europe);L.E.D. Storm (Europe);Amstrad CPC;;;;;;;;;;;;;;
La Estrella De La Muerte (Spain) (Unl);La Estrella De La Muerte (Spain) (Unl);Amstrad CPC;;;;;;;;;;;;;;
La Guerra De Gamber (Spain) (Unl);La Guerra De Gamber (Spain) (Unl);Amstrad CPC;;;;;;;;;;;;;;
La Mansion Del Conde Dracula (Spain) (Unl);La Mansion Del Conde Dracula (Spain) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Labarinth (Europe);Labarinth (Europe);Amstrad CPC;;;;;;;;;;;;;;
Labyrinthe (France);Labyrinthe (France);Amstrad CPC;;;;;;;;;;;;;;
Lala Prologue (Europe) (Unl);Lala Prologue (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Lancelot (Europe) (Disk 1);Lancelot (Europe) (Disk 1);Amstrad CPC;;;Mandarin;;;;;;;;;;;
Lancelot (Europe) (Disk 2);Lancelot (Europe) (Disk 2);Amstrad CPC;;;Mandarin;;;;;;;;;;;
Larry The Lemming's Urge For Extinction (Europe);Larry The Lemming's Urge For Extinction (Europe);Amstrad CPC;;;;;;;;;;;;;;
Las Vegas Casino (Europe);Las Vegas Casino (Europe);Amstrad CPC;;;;;;;;;;;;;;
Las Vegas Video Poker (Europe);Las Vegas Video Poker (Europe);Amstrad CPC;;;;;;;;;;;;;;
Laser Base (Europe);Laser Base (Europe);Amstrad CPC;;;;;;;;;;;;;;
Laser Blast (Europe);Laser Blast (Europe);Amstrad CPC;;;;;;;;;;;;;;
Laser Squad (Europe);Laser Squad (Europe);Amstrad CPC;;1989;Target Games;Role-Playing / Strategy;1;;;;;;;;;
Laser Squad - Kit 1 (Europe);Laser Squad - Kit 1 (Europe);Amstrad CPC;;;;;;;;;;;;;;
Laserwarp (Europe);Laserwarp (Europe);Amstrad CPC;;;;;;;;;;;;;;
Last Believer, The (Europe);Last Believer, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Last Commando (Europe);Last Commando (Europe);Amstrad CPC;;;;;;;;;;;;;;
Last Duel (Europe) (Disk 1);Last Duel (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Last Duel (Europe) (Disk 2);Last Duel (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Last Mission, The (Spain);Last Mission, The (Spain);Amstrad CPC;;;;;;;;;;;;;;
Last Ninja 2 (Europe) (Disk 1);Last Ninja 2 (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Last Ninja 2 (Europe) (Disk 2);Last Ninja 2 (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Last Ninja 2 Remix (Europe) (Disk 1);Last Ninja 2 Remix (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Last Ninja 2 Remix (Europe) (Disk 2);Last Ninja 2 Remix (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Last Of The Smileys (Europe) (Unl);Last Of The Smileys (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Last Race, The (Europe) (Unl);Last Race, The (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Last Snowman, The (Europe);Last Snowman, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Last V8, The (Europe);Last V8, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lazer Tag (Europe);Lazer Tag (Europe);Amstrad CPC;;;;;;;;;;;;;;
Leader Board (Europe);Leader Board (Europe);Amstrad CPC;;;;;;;;;;;;;;
Leaderboard Tournament (Europe);Leaderboard Tournament (Europe);Amstrad CPC;;;;;;;;;;;;;;
League Challenge (Europe);League Challenge (Europe);Amstrad CPC;;;;;;;;;;;;;;
League Football (Europe);League Football (Europe);Amstrad CPC;;;;;;;;;;;;;;
Leather Goddesses of Phobos (Europe);Leather Goddesses of Phobos (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lee Enfield - An Amazon Adventure (Europe);Lee Enfield - An Amazon Adventure (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lee Enfield - Space  Ace (Europe);Lee Enfield - Space  Ace (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lee Enfield - Tournament of Death (Europe);Lee Enfield - Tournament of Death (Europe);Amstrad CPC;;;;;;;;;;;;;;
Legend of Apache Gold, The (Europe);Legend of Apache Gold, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Legend of Kage (Europe);Legend of Kage (Europe);Amstrad CPC;;;Imagine Software;;;;;;;;;;;
Legions of Death (Europe);Legions of Death (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lemmings (Europe) (Disk 1);Lemmings (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Lemmings (Europe) (Disk 2);Lemmings (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Leopold The Minstrel (Europe);Leopold The Minstrel (Europe);Amstrad CPC;;;;;;;;;;;;;;
Leviathan (Europe);Leviathan (Europe);Amstrad CPC;;;;;;;;;;;;;;
Liberator (Europe);Liberator (Europe);Amstrad CPC;;;;;;;;;;;;;;
Licence to Kill (Europe);Licence to Kill (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lickey Route (Europe);Lickey Route (Europe);Amstrad CPC;;;;;;;;;;;;;;
Life (Europe) (Unl);Life (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Life Expectancy Zero (Europe);Life Expectancy Zero (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lifeterm (Europe);Lifeterm (Europe);Amstrad CPC;;;;;;;;;;;;;;
Light Corridor, The (Europe);Light Corridor, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Light Force (Europe);Light Force (Europe);Amstrad CPC;;;;Shooter;;;;;;;;;;
Line of Fire (Europe);Line of Fire (Europe);Amstrad CPC;;;;;;;;;;;;;;
Little Computer People (Europe);Little Computer People (Europe);Amstrad CPC;;;Activision;;;;;;;;;;;
Little Puff in Dragonland (Europe);Little Puff in Dragonland (Europe);Amstrad CPC;;;;;;;;;;;;;;
Live and Let Die (Europe);Live and Let Die (Europe);Amstrad CPC;;;;;;;;;;;;;;
Liverpool (Europe);Liverpool (Europe);Amstrad CPC;;;;;;;;;;;;;;
Livingstone I Presume (Europe);Livingstone I Presume (Europe);Amstrad CPC;;1986;Opera Soft;Adventure;1;;;;;;;;;
Livingstone Supongo II (Europe);Livingstone Supongo II (Europe);Amstrad CPC;;;;;;;;;;;;;;
Locomotion (Europe);Locomotion (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lode Runner (France);Lode Runner (France);Amstrad CPC;;1989;;Action / Platform;;;;;;;;;;
Logical Head (France) (Unl);Logical Head (France) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Lone Wolf (Europe);Lone Wolf (Europe);Amstrad CPC;;;;;;;;;;;;;;
Loopz (Europe);Loopz (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lop Ears (Europe);Lop Ears (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lord Of The Rings - Game One (Europe);Lord Of The Rings - Game One (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lord of the Rings - Game Two - Shadows of Mordor (Europe);Lord of the Rings - Game Two - Shadows of Mordor (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lords (Europe);Lords (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lords Of Magic (Europe);Lords Of Magic (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lords of Chaos (Europe) (Disk 1);Lords of Chaos (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Lords of Chaos (Europe) (Disk 2);Lords of Chaos (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Lords of Chaos (Europe) (Disk 3) (Expansion Kit 1);Lords of Chaos (Europe) (Disk 3) (Expansion Kit 1);Amstrad CPC;;;;;;;;;;;;;;
Lords of Midnight, The (Europe);Lords of Midnight, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lorna (Spain);Lorna (Spain);Amstrad CPC;;;;;;;;;;;;;;
Los Angeles SWAT (Europe);Los Angeles SWAT (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lost Caves (Europe);Lost Caves (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lost Crown, The (Europe);Lost Crown, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lost Phirious, The - Falkrhanon (Europe);Lost Phirious, The - Falkrhanon (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lost Phirious, The - The Casiopia (Europe);Lost Phirious, The - The Casiopia (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lost Phirious, The - The Planets (Europe);Lost Phirious, The - The Planets (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lotus Esprit Turbo Challenge (Europe);Lotus Esprit Turbo Challenge (Europe);Amstrad CPC;;;;Racing;;;;;;;;;;
Lubix (Europe) (Unl);Lubix (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Lucky Fruits (Europe);Lucky Fruits (Europe);Amstrad CPC;;;;;;;;;;;;;;
Lucky Luke - Nitroglycerine (France) (Side A);Lucky Luke - Nitroglycerine (France) (Side A);Amstrad CPC;;;;;;;;;;;;;;
Lucky Luke - Nitroglycerine (France) (Side B);Lucky Luke - Nitroglycerine (France) (Side B);Amstrad CPC;;;;;;;;;;;;;;
Lurking Horror, The;Lurking Horror, The;Amstrad CPC;;;;;;;;;;;;;;
Lurking Horror, The (Europe);Lurking Horror, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
M'enfin - Gaston (France) (Disk 1);M'enfin - Gaston (France) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
M'enfin - Gaston (France) (Disk 2);M'enfin - Gaston (France) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
MGT - Magnetic Tank (France);MGT - Magnetic Tank (France);Amstrad CPC;;;;;;;;;;;;;;
MLM 3D - Evasion de la Lune (France);MLM 3D - Evasion de la Lune (France);Amstrad CPC;;;;;;;;;;;;;;
Macadam Bumper (Europe);Macadam Bumper (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mach 3 (Europe);Mach 3 (Europe);Amstrad CPC;;;;;;;;;;;;;;
Macrocosmica (Europe);Macrocosmica (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mad Miner (Germany) (Unl);Mad Miner (Germany) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Mad Mix 2 - En el Castillo de los Fantasmas (Spain);Mad Mix 2 - En el Castillo de los Fantasmas (Spain);Amstrad CPC;;;;;;;;;;;;;;
Mad Mix Game (Europe);Mad Mix Game (Europe);Amstrad CPC;;1988;Topo Soft;Action;1;;;;;;;;;
Madballs (Europe);Madballs (Europe);Amstrad CPC;;;;;;;;;;;;;;
Maddog (Europe);Maddog (Europe);Amstrad CPC;;;;;;;;;;;;;;
Maffia (France);Maffia (France);Amstrad CPC;;;;;;;;;;;;;;
Mag Max - Robo Centurion (Europe);Mag Max - Robo Centurion (Europe);Amstrad CPC;;;;;;;;;;;;;;
Magic (Europe);Magic (Europe);Amstrad CPC;;;;;;;;;;;;;;
Magic Clock (Europe);Magic Clock (Europe);Amstrad CPC;;;;;;;;;;;;;;
Magic Johnson's Basketball (Spain);Magic Johnson's Basketball (Spain);Amstrad CPC;;;;;;;;;;;;;;
Magic Sword, The (Europe);Magic Sword, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Magical Drop CPC (Europe) (Unl);Magical Drop CPC (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Magician's Apprentice, A (Europe);Magician's Apprentice, A (Europe);Amstrad CPC;;;;;;;;;;;;;;
Magnetic Moon (Europe) (Side A);Magnetic Moon (Europe) (Side A);Amstrad CPC;;;;;;;;;;;;;;
Magnetic Moon (Europe) (Side B);Magnetic Moon (Europe) (Side B);Amstrad CPC;;;;;;;;;;;;;;
Mahjong (Europe);Mahjong (Europe);Amstrad CPC;;;;;;;;;;;;;;
Maitre Absolu, Le (France) (Disk 1);Maitre Absolu, Le (France) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Maitre Absolu, Le (France) (Disk 2);Maitre Absolu, Le (France) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Maitre des Ames, Le (France) (Disk 1);Maitre des Ames, Le (France) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Maitre des Ames, Le (France) (Disk 2);Maitre des Ames, Le (France) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Malefice des Atlantes, Le (France);Malefice des Atlantes, Le (France);Amstrad CPC;;;;;;;;;;;;;;
Maltese Joe's Pool Challenge (Europe);Maltese Joe's Pool Challenge (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mambo (Spain);Mambo (Spain);Amstrad CPC;;;;;;;;;;;;;;
Manager, The (Europe);Manager, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Manchester United (Europe);Manchester United (Europe);Amstrad CPC;;;;;;;;;;;;;;
Manchester United Europe (Europe);Manchester United Europe (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mandragore (Europe);Mandragore (Europe);Amstrad CPC;;;Infogrames;Role-Playing;1;;;;;;;;;
Mange Cailloux (France);Mange Cailloux (France);Amstrad CPC;;;;;;;;;;;;;;
Manhattan 95 (Europe);Manhattan 95 (Europe);Amstrad CPC;;;;;;;;;;;;;;
Manic Miner (Europe);Manic Miner (Europe);Amstrad CPC;;1983;Software Projects;Platform;1;;;;;;;;;
Manic Miner 2 (Europe) (Unl);Manic Miner 2 (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Mansion (Europe);Mansion (Europe);Amstrad CPC;;;;;;;;;;;;;;
Map Rally (Europe);Map Rally (Europe);Amstrad CPC;;;;;;;;;;;;;;
Maracaibo (France);Maracaibo (France);Amstrad CPC;;;;;;;;;;;;;;
Marauder (Europe);Marauder (Europe);Amstrad CPC;;;;;;;;;;;;;;
Marble Madness Construction Set (Europe);Marble Madness Construction Set (Europe);Amstrad CPC;;;;;;;;;;;;;;
Marble Madness Deluxe Edition (Europe);Marble Madness Deluxe Edition (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mariano the Dragon  - Capers in Cityland (Europe) (Unl);Mariano the Dragon  - Capers in Cityland (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Mario Bros (Europe);Mario Bros (Europe);Amstrad CPC;;;;;;;;;;;;;;
Marsport (Europe);Marsport (Europe);Amstrad CPC;;;;;;;;;;;;;;
Martianoids (Europe);Martianoids (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mask (Europe);Mask (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mask II (Europe);Mask II (Europe);Amstrad CPC;;;Gremlin;;;;;;;;;;;
Mask III - Venom Strikes Back (Europe);Mask III - Venom Strikes Back (Europe);Amstrad CPC;;;;;;;;;;;;;;
Masque (France) (Disk 1);Masque (France) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Masque (France) (Disk 2);Masque (France) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Master Chess (Europe);Master Chess (Europe);Amstrad CPC;;;;;;;;;;;;;;
Master Rubik's Cube (France) (Unl);Master Rubik's Cube (France) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Master of the Lamps (Europe);Master of the Lamps (Europe);Amstrad CPC;;;;;;;;;;;;;;
Masterchess (Amsoft) (Europe);Masterchess (Amsoft) (Europe);Amstrad CPC;;;;;;;;;;;;;;
Masterchess (Mastertronic) (Europe);Masterchess (Mastertronic) (Europe);Amstrad CPC;;;;;;;;;;;;;;
Masters Of Space, The (Europe);Masters Of Space, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Masters Of Space, The - The X Levels (Europe);Masters Of Space, The - The X Levels (Europe);Amstrad CPC;;;;;;;;;;;;;;
Masters of the Universe (Europe);Masters of the Universe (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mata Hari (France);Mata Hari (France);Amstrad CPC;;;;;;;;;;;;;;
Match Day (Europe);Match Day (Europe);Amstrad CPC;;;Ocean;Sports;;;;;;;;;;
Match Day II (Europe);Match Day II (Europe);Amstrad CPC;;;Ocean;Sports;;;;;;;;;;
Match Point (Europe);Match Point (Europe);Amstrad CPC;;;;Sports;2;;;;;;;;;
Match, The (Europe);Match, The (Europe);Amstrad CPC;;;;;;;;;;;;;;
Max (Spain);Max (Spain);Amstrad CPC;;;;;;;;;;;;;;
Max Headroom (Europe);Max Headroom (Europe);Amstrad CPC;;;;;;;;;;;;;;
Maze Mania (Europe);Maze Mania (Europe);Amstrad CPC;;;;;;;;;;;;;;
Maziacs (Europe) (Unl);Maziacs (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Mazie (Europe);Mazie (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mega Phoenix (Europe);Mega Phoenix (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mega-Apocalypse (Europe);Mega-Apocalypse (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mega-Bucks (Europe);Mega-Bucks (Europe);Amstrad CPC;;;;;;;;;;;;;;
Megablasters (Europe) (Disk 1);Megablasters (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Megablasters (Europe) (Disk 2);Megablasters (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Megablasters (Europe) (Disk 3);Megablasters (Europe) (Disk 3);Amstrad CPC;;;;;;;;;;;;;;
Megablasters (Europe) (Disk 4);Megablasters (Europe) (Disk 4);Amstrad CPC;;;;;;;;;;;;;;
Megablasters - Escape From Castle In The Clouds (Europe) (Unl);Megablasters - Escape From Castle In The Clouds (Europe) (Unl);Amstrad CPC;;2015;;Action;;;;;;;;;;
Meganova The Weapon (Europe);Meganova The Weapon (Europe);Amstrad CPC;;;;;;;;;;;;;;
Megawar (Europe) (Unl);Megawar (Europe) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Meltdown (Europe) (Disk 1);Meltdown (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Meltdown (Europe) (Disk 2);Meltdown (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Memorise (France);Memorise (France);Amstrad CPC;;;;;;;;;;;;;;
Menace Sur LArctique (France);Menace Sur LArctique (France);Amstrad CPC;;;;;;;;;;;;;;
Mercator (Germany) (Unl);Mercator (Germany) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Mercenaire (France);Mercenaire (France);Amstrad CPC;;;;;;;;;;;;;;
Mercenary (Europe);Mercenary (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mercs (Europe) (Side A);Mercs (Europe) (Side A);Amstrad CPC;;;;;;;;;;;;;;
Mercs (Europe) (Side B);Mercs (Europe) (Side B);Amstrad CPC;;;;;;;;;;;;;;
Merlin (France) (Unl);Merlin (France) (Unl);Amstrad CPC;;;;;;;;;;;;;;
Mermaid Madness (Europe);Mermaid Madness (Europe);Amstrad CPC;;;Electric Dreams;;;;;;;;;;;
Message from Andromeda (Europe);Message from Andromeda (Europe);Amstrad CPC;;;;;;;;;;;;;;
Metal Army (Europe);Metal Army (Europe);Amstrad CPC;;;;;;;;;;;;;;
Metalyx (Europe);Metalyx (Europe);Amstrad CPC;;;;;;;;;;;;;;
Metaplex (Europe);Metaplex (Europe);Amstrad CPC;;;;;;;;;;;;;;
Metro-Cross (Europe);Metro-Cross (Europe);Amstrad CPC;;;;;;;;;;;;;;
Metropolis (Europe);Metropolis (Europe);Amstrad CPC;;;;;;;;;;;;;;
Metropolis (Spain);Metropolis (Spain);Amstrad CPC;;;;;;;;;;;;;;
Mexico '86 A World Cup Management Simulation (Europe);Mexico '86 A World Cup Management Simulation (Europe);Amstrad CPC;;;;;;;;;;;;;;
Miami Cobra GT (Europe);Miami Cobra GT (Europe);Amstrad CPC;;;;;;;;;;;;;;
Miami Dice (Europe);Miami Dice (Europe);Amstrad CPC;;;;;;;;;;;;;;
Miami Vice (Europe);Miami Vice (Europe);Amstrad CPC;;;;;;;;;;;;;;
Michel Futbol Master - Super Skills (Spain);Michel Futbol Master - Super Skills (Spain);Amstrad CPC;;;;;;;;;;;;;;
Mickey Mouse (Europe);Mickey Mouse (Europe);Amstrad CPC;;;;;;;;;;;;;;
Micro Mouse (Europe);Micro Mouse (Europe);Amstrad CPC;;;;;;;;;;;;;;
Micro Sapiens (France);Micro Sapiens (France);Amstrad CPC;;;;;;;;;;;;;;
Microball (Europe);Microball (Europe);Amstrad CPC;;;;;;;;;;;;;;
Microprose Soccer (Europe);Microprose Soccer (Europe);Amstrad CPC;;;;;;;;;;;;;;
Midnight Resistance (Europe) (Disk 1);Midnight Resistance (Europe) (Disk 1);Amstrad CPC;;;;;;;;;;;;;;
Midnight Resistance (Europe) (Disk 2);Midnight Resistance (Europe) (Disk 2);Amstrad CPC;;;;;;;;;;;;;;
Mig 29 Fighter (Europe);Mig 29 Fighter (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mig Busters (Europe);Mig Busters (Europe);Amstrad CPC;;;;;;;;;;;;;;
Mike Gunner (Spain);Mike Gunner (Spain);Amstrad CPC;;;;;;;;;;;;;;
Mike Read's Pop Quiz (Europe);Mike Read's Pop Quiz (Europe);Amstrad CPC;;;;;;;;;;;;;;
