#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
New Tetris, The (USA);New Tetris, The (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Nightmare Creatures (USA);Nightmare Creatures (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Nuclear Strike 64 (USA);Nuclear Strike 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Off Road Challenge (Europe);Off Road Challenge (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Off Road Challenge (USA);Off Road Challenge (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Ogre Battle 64 - Person of Lordly Caliber (USA) (Rev A);Ogre Battle 64 - Person of Lordly Caliber (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Olympic Hockey 98 (USA);Olympic Hockey 98 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
PGA European Tour (USA);PGA European Tour (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Paper Mario (Europe) (En,Fr,De,Es);Paper Mario (Europe) (En,Fr,De,Es);Nintendo 64;;;;;;;;;;;;;;;;;;
Paper Mario (USA);Paper Mario (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Paperboy (USA);Paperboy (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Penny Racers (USA);Penny Racers (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Perfect Dark (USA) (Rev A);Perfect Dark (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Pilotwings 64 (Europe) (En,Fr,De);Pilotwings 64 (Europe) (En,Fr,De);Nintendo 64;;;;;;;;;;;;;;;;;;
Pilotwings 64 (USA);Pilotwings 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Pokemon Puzzle League (USA);Pokemon Puzzle League (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Pokemon Snap (USA);Pokemon Snap (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Pokemon Stadium (France);Pokemon Stadium (France);Nintendo 64;;;;;;;;;;;;;;;;;;
Pokemon Stadium (USA) (Rev A);Pokemon Stadium (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Pokemon Stadium 2 (France);Pokemon Stadium 2 (France);Nintendo 64;;;;;;;;;;;;;;;;;;
Pokemon Stadium 2 (USA);Pokemon Stadium 2 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Polaris SnoCross (USA);Polaris SnoCross (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Power Rangers - Lightspeed Rescue (USA);Power Rangers - Lightspeed Rescue (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Powerpuff Girls, The - Chemical X-Traction (USA);Powerpuff Girls, The - Chemical X-Traction (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Premier Manager 64 (Europe);Premier Manager 64 (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Quake 64 (Europe);Quake 64 (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Quake 64 (USA);Quake 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Quake II (Europe);Quake II (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Quake II (USA);Quake II (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Quest 64 (USA);Quest 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
RR64 - Ridge Racer 64 (Europe);RR64 - Ridge Racer 64 (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
RR64 - Ridge Racer 64 (USA);RR64 - Ridge Racer 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Rakuga Kids (Europe);Rakuga Kids (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Rally Challenge 2000 (USA);Rally Challenge 2000 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Rampage - World Tour (Europe);Rampage - World Tour (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Rampage - World Tour (USA);Rampage - World Tour (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Rampage 2 - Universal Tour (Europe);Rampage 2 - Universal Tour (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Rampage 2 - Universal Tour (USA);Rampage 2 - Universal Tour (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Rat Attack! (USA) (En,Fr,De,Es,It,Nl);Rat Attack! (USA) (En,Fr,De,Es,It,Nl);Nintendo 64;;;;;;;;;;;;;;;;;;
Rayman 2 - The Great Escape (Europe) (En,Fr,De,Es,It);Rayman 2 - The Great Escape (Europe) (En,Fr,De,Es,It);Nintendo 64;;;;;;;;;;;;;;;;;;
Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It);Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It);Nintendo 64;;;;;;;;;;;;;;;;;;
Razor Freestyle Scooter (USA);Razor Freestyle Scooter (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Re-Volt (Europe) (En,Fr,De,Es);Re-Volt (Europe) (En,Fr,De,Es);Nintendo 64;;;;;;;;;;;;;;;;;;
Re-Volt (USA);Re-Volt (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Ready 2 Rumble Boxing (USA);Ready 2 Rumble Boxing (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Ready 2 Rumble Boxing - Round 2 (USA);Ready 2 Rumble Boxing - Round 2 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Resident Evil 2 (Europe) (En,Fr);Resident Evil 2 (Europe) (En,Fr);Nintendo 64;;;;;;;;;;;;;;;;;;
Resident Evil 2 (USA) (Rev A);Resident Evil 2 (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Road Rash 64 (Europe);Road Rash 64 (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Road Rash 64 (USA);Road Rash 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Roadsters Trophy (USA) (En,Fr,Es);Roadsters Trophy (USA) (En,Fr,Es);Nintendo 64;;;;;;;;;;;;;;;;;;
Robotron 64 (USA);Robotron 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Rocket - Robot on Wheels (USA);Rocket - Robot on Wheels (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Rugrats - Scavenger Hunt (USA);Rugrats - Scavenger Hunt (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Rugrats in Paris - The Movie (USA);Rugrats in Paris - The Movie (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Rush 2 - Extreme Racing USA (Europe) (En,Fr,De,Es,It,Nl);Rush 2 - Extreme Racing USA (Europe) (En,Fr,De,Es,It,Nl);Nintendo 64;;;;;;;;;;;;;;;;;;
Rush 2 - Extreme Racing USA (USA);Rush 2 - Extreme Racing USA (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
S.C.A.R.S. (Europe) (En,Fr,De);S.C.A.R.S. (Europe) (En,Fr,De);Nintendo 64;;;;;;;;;;;;;;;;;;
S.C.A.R.S. (USA);S.C.A.R.S. (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
San Francisco Rush - Extreme Racing (Europe) (En,Fr,De);San Francisco Rush - Extreme Racing (Europe) (En,Fr,De);Nintendo 64;;;;;;;;;;;;;;;;;;
San Francisco Rush - Extreme Racing (USA) (En,Fr,De);San Francisco Rush - Extreme Racing (USA) (En,Fr,De);Nintendo 64;;;;;;;;;;;;;;;;;;
San Francisco Rush 2049 (USA);San Francisco Rush 2049 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Scooby-Doo! - Classic Creep Capers (USA);Scooby-Doo! - Classic Creep Capers (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Shadow Man (USA);Shadow Man (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Shadowgate 64 - Trials of the Four Towers (USA) (En,Es);Shadowgate 64 - Trials of the Four Towers (USA) (En,Es);Nintendo 64;;;;;;;;;;;;;;;;;;
Snowboard Kids (Europe);Snowboard Kids (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Snowboard Kids (USA);Snowboard Kids (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Snowboard Kids 2 (USA);Snowboard Kids 2 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
South Park (USA);South Park (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
South Park - Chef's Luv Shack (USA);South Park - Chef's Luv Shack (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
South Park Rally (USA);South Park Rally (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Space Invaders (USA);Space Invaders (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
SpaceStation Silicon Valley (USA);SpaceStation Silicon Valley (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Spider-Man (USA);Spider-Man (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Star Fox 64 (USA) (Rev A);Star Fox 64 (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Star Soldier - Vanishing Earth (USA);Star Soldier - Vanishing Earth (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Star Wars - Rogue Squadron (USA) (Rev A);Star Wars - Rogue Squadron (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Star Wars - Shadows of the Empire (USA) (Rev B);Star Wars - Shadows of the Empire (USA) (Rev B);Nintendo 64;;;;;;;;;;;;;;;;;;
Star Wars Episode I - Battle for Naboo (USA);Star Wars Episode I - Battle for Naboo (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Star Wars Episode I - Racer (USA);Star Wars Episode I - Racer (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
StarCraft 64 (USA);StarCraft 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Starshot - Space Circus Fever (USA) (En,Fr,Es);Starshot - Space Circus Fever (USA) (En,Fr,Es);Nintendo 64;;;;;;;;;;;;;;;;;;
Stunt Racer 64 (USA);Stunt Racer 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Super Bowling (USA);Super Bowling (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Super Mario 64 (USA);Super Mario 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Super Mario Odyssey 64;Super Mario Odyssey 64;Nintendo 64;;;;;;;;;;;;;;;;;;
Super Smash Bros. (Europe) (En,Fr,De);Super Smash Bros. (Europe) (En,Fr,De);Nintendo 64;;;;;;;;;;;;;;;;;;
Super Smash Bros. (USA);Super Smash Bros. (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Supercross 2000 (USA);Supercross 2000 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Superman (USA) (En,Fr,Es);Superman (USA) (En,Fr,Es);Nintendo 64;;;;;;;;;;;;;;;;;;
Tarzan (USA);Tarzan (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Taz Express (Europe) (En,Fr,De,Es,It,Nl);Taz Express (Europe) (En,Fr,De,Es,It,Nl);Nintendo 64;;;;;;;;;;;;;;;;;;
Tetrisphere (USA);Tetrisphere (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Tigger's Honey Hunt (USA);Tigger's Honey Hunt (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Tom Clancy's Rainbow Six (USA);Tom Clancy's Rainbow Six (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Tom and Jerry in Fists of Furry (USA);Tom and Jerry in Fists of Furry (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Tonic Trouble (USA) (Rev A);Tonic Trouble (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater (USA) (Rev A);Tony Hawk's Pro Skater (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 2 (USA);Tony Hawk's Pro Skater 2 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Tony Hawk's Pro Skater 3 (USA);Tony Hawk's Pro Skater 3 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Top Gear Hyper-Bike (USA);Top Gear Hyper-Bike (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Top Gear Overdrive (USA);Top Gear Overdrive (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Top Gear Rally (Europe);Top Gear Rally (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Top Gear Rally (USA);Top Gear Rally (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Top Gear Rally 2 (USA);Top Gear Rally 2 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Toy Story 2 (USA);Toy Story 2 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Transformers - Beast Wars Transmetals (USA);Transformers - Beast Wars Transmetals (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Triple Play 2000 (USA);Triple Play 2000 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Turok - Dinosaur Hunter (Europe) (Rev B);Turok - Dinosaur Hunter (Europe) (Rev B);Nintendo 64;;;;;;;;;;;;;;;;;;
Turok - Dinosaur Hunter (USA) (Rev B);Turok - Dinosaur Hunter (USA) (Rev B);Nintendo 64;;;;;;;;;;;;;;;;;;
Turok - Rage Wars (Europe) (En,Fr,It);Turok - Rage Wars (Europe) (En,Fr,It);Nintendo 64;;;;;;;;;;;;;;;;;;
Turok - Rage Wars (USA);Turok - Rage Wars (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Turok 2 - Seeds of Evil (Europe) (En,Fr,Es,It);Turok 2 - Seeds of Evil (Europe) (En,Fr,Es,It);Nintendo 64;;;;;;;;;;;;;;;;;;
Turok 2 - Seeds of Evil (USA) (Rev A);Turok 2 - Seeds of Evil (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Turok 3 - Shadow of Oblivion (USA);Turok 3 - Shadow of Oblivion (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Twisted Edge - Extreme Snowboarding (USA);Twisted Edge - Extreme Snowboarding (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
V-Rally Edition 99 (USA);V-Rally Edition 99 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Vigilante 8 (USA);Vigilante 8 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Vigilante 8 - 2nd Offense (USA);Vigilante 8 - 2nd Offense (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Virtual Chess 64 (USA) (En,Fr,Es);Virtual Chess 64 (USA) (En,Fr,Es);Nintendo 64;;;;;;;;;;;;;;;;;;
Virtual Pool 64 (USA);Virtual Pool 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
WCW Backstage Assault (USA);WCW Backstage Assault (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
WCW Mayhem (USA);WCW Mayhem (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
WCW Nitro (USA);WCW Nitro (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
WCW vs. nWo - World Tour (USA) (Rev A);WCW vs. nWo - World Tour (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
WCW-nWo Revenge (USA);WCW-nWo Revenge (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
WWF Attitude (USA);WWF Attitude (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
WWF No Mercy (USA) (Rev A);WWF No Mercy (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
WWF War Zone (USA);WWF War Zone (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
WWF WrestleMania 2000 (USA);WWF WrestleMania 2000 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Waialae Country Club - True Golf Classics (USA) (Rev A);Waialae Country Club - True Golf Classics (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
War Gods (USA);War Gods (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Wave Race 64 (USA) (Rev A);Wave Race 64 (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Wayne Gretzky's 3D Hockey '98 (USA);Wayne Gretzky's 3D Hockey '98 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Wayne Gretzky's 3D Hockey (USA) (Rev A);Wayne Gretzky's 3D Hockey (USA) (Rev A);Nintendo 64;;;;;;;;;;;;;;;;;;
Wetrix (USA) (En,Fr,De,Es,It,Nl);Wetrix (USA) (En,Fr,De,Es,It,Nl);Nintendo 64;;;;;;;;;;;;;;;;;;
Wheel of Fortune (USA);Wheel of Fortune (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
WinBack - Covert Operations (USA);WinBack - Covert Operations (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Wipeout 64 (Europe);Wipeout 64 (Europe);Nintendo 64;;;;;;;;;;;;;;;;;;
Wipeout 64 (USA);Wipeout 64 (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da);World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da);Nintendo 64;;;;;;;;;;;;;;;;;;
World Driver Championship (USA);World Driver Championship (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Worms Armageddon (USA) (En,Fr,Es);Worms Armageddon (USA) (En,Fr,Es);Nintendo 64;;;;;;;;;;;;;;;;;;
Xena - Warrior Princess - The Talisman of Fate (USA);Xena - Warrior Princess - The Talisman of Fate (USA);Nintendo 64;;;;;;;;;;;;;;;;;;
Yoshi's Story (Europe) (En,Fr,De);Yoshi's Story (Europe) (En,Fr,De);Nintendo 64;;;;;;;;;;;;;;;;;;
Yoshi's Story (USA) (En,Ja);Yoshi's Story (USA) (En,Ja);Nintendo 64;;;;;;;;;;;;;;;;;;
