#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Wizardry I-II-III - Story of Llylgamyn (Japan) (Translated En);Wizardry I-II-III - Story of Llylgamyn (Japan) (Translated En);Nintendo Super Famicom;;1999;Gung-Ho!;Role-Playing;;;;;0;;;;;
Wizardry VI - Bane of the Cosmic Forge (Japan) (Translated En);Wizardry VI - Bane of the Cosmic Forge (Japan) (Translated En);Nintendo Super Famicom;;1995;Game Studio;Role-Playing;;;;;0;;;;;
Wonder Project J - Kikai no Shounen Pino (Japan) (Translated En);Wonder Project J - Kikai no Shounen Pino (Japan) (Translated En);Nintendo Super Famicom;;1994;Enix;Role-Playing;;;;;0;;;;;
World Class Rugby 2 - Kokunai Gekitou Hen '93 (Japan);World Class Rugby 2 - Kokunai Gekitou Hen '93 (Japan);Nintendo Super Famicom;;1994;Denton Designs;Sports/Rugby;;;;;0;;;;;
Wrecking Crew '98 (Japan);Wrecking Crew '98 (Japan);Nintendo Super Famicom;;1998;Pax Softonica;Puzzle;;;;;0;;;;;
Yoshi no Cookie - Kuruppon Oven de Cookie (Japan);Yoshi no Cookie - Kuruppon Oven de Cookie (Japan);Nintendo Super Famicom;;1993;Bullet Proof Software;Puzzle;;;;;0;;;;;
Ys IV - Mask of the Sun (Japan) (Translated En);Ys IV - Mask of the Sun (Japan) (Translated En);Nintendo Super Famicom;;1993;American Sammy;Role-Playing;;;;;0;;;;;
Ys V - Ushinawareta Suna no Miyako Kefin (Japan) (Translated En);Ys V - Ushinawareta Suna no Miyako Kefin (Japan) (Translated En);Nintendo Super Famicom;;1995;Falcom;Role-Playing;;;;;0;;;;;
Yu Yu Hakusho (Japan);Yu Yu Hakusho (Japan);Nintendo Super Famicom;;1993;Namco;Action;;;;;0;;;;;
Yu Yu Hakusho - Tokubetsu Hen (Japan);Yu Yu Hakusho - Tokubetsu Hen (Japan);Nintendo Super Famicom;;1994;Namco;Action;;;;;0;;;;;
Yu Yu Hakusho 2 - Kakutou no Shou (Japan);Yu Yu Hakusho 2 - Kakutou no Shou (Japan);Nintendo Super Famicom;;1994;TOSE;Fighter;;;;;0;;;;;
Yu Yu Hakusho Final - Makai Saikyou Retsuden (Japan);Yu Yu Hakusho Final - Makai Saikyou Retsuden (Japan);Nintendo Super Famicom;;1995;TOSE;Fighter;;;;;0;;;;;
Yume Meikyuu - Kigurumi Daibouken (Japan) (Translated En);Yume Meikyuu - Kigurumi Daibouken (Japan) (Translated En);Nintendo Super Famicom;;1994;Axes Art Amuse;Role-Playing;;;;;0;;;;;
Zen-Nihon GT Senshuken (Japan);Zen-Nihon GT Senshuken (Japan);Nintendo Super Famicom;;1995;C.P. Brain;Driving;;;;;0;;;;;
Zen-Nihon Pro Wres (Japan);Zen-Nihon Pro Wres (Japan);Nintendo Super Famicom;;1993;Natsume;Sports/Wrestling;;;;;0;;;;;
Zen-Nihon Pro Wres 2 - 3-4 Budoukan (Japan);Zen-Nihon Pro Wres 2 - 3-4 Budoukan (Japan);Nintendo Super Famicom;;1995;Natsume;Sports/Wrestling;;;;;0;;;;;
Zen-Nihon Pro Wres' - Sekai Saikyou Tag (Japan);Zen-Nihon Pro Wres' - Sekai Saikyou Tag (Japan);Nintendo Super Famicom;;1993;Natsume;Sports/Wrestling;;;;;0;;;;;
Zenkoku Koukou Soccer (Japan);Zenkoku Koukou Soccer (Japan);Nintendo Super Famicom;;1994;Affect;Sports/Soccer;;;;;0;;;;;
Zenkoku Koukou Soccer 2 (Japan);Zenkoku Koukou Soccer 2 (Japan);Nintendo Super Famicom;;1995;Syscom;Sports/Soccer;;;;;0;;;;;
Zero 4 Champ RR (Japan);Zero 4 Champ RR (Japan);Nintendo Super Famicom;;1994;Media Rings;Driving;;;;;0;;;;;
Zero 4 Champ RR-Z (Japan);Zero 4 Champ RR-Z (Japan);Nintendo Super Famicom;;1995;Media Rings;Driving;;;;;0;;;;;
Zico Soccer (Japan);Zico Soccer (Japan);Nintendo Super Famicom;;1994;Electronic Arts Victor;Sports/Soccer;;;;;0;;;;;
