#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Great Battle IV, The (Japan);Great Battle IV, The (Japan);Nintendo Super Famicom;;1994;Sun L;Action;;;;;0;;;;;
Great Battle V, The (Japan);Great Battle V, The (Japan);Nintendo Super Famicom;;1995;Sun L;Action;;;;;0;;;;;
Hakunetsu Pro Yakyuu '93 - Ganba League (Japan);Hakunetsu Pro Yakyuu '93 - Ganba League (Japan);Nintendo Super Famicom;;1992;Sting;Sports/Basketball;;;;;0;;;;;
Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan);Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan);Nintendo Super Famicom;;1993;Epic Sony Record;Sports/Baseball;;;;;0;;;;;
Hameln no Violin Hiki (Japan) (Translated En);Hameln no Violin Hiki (Japan) (Translated En);Nintendo Super Famicom;;1995;Enix;Platform;;;;;0;;;;;
Harukanaru Augusta (Japan);Harukanaru Augusta (Japan);Nintendo Super Famicom;;1991;T&E Soft;Sports/Golf;;;;;0;;;;;
Hashire Hebereke (Japan);Hashire Hebereke (Japan);Nintendo Super Famicom;;1994;SunSoft;Sports;;;;;0;;;;;
Hat Trick Hero 2 (Japan);Hat Trick Hero 2 (Japan);Nintendo Super Famicom;;1994;Neverland;Sports/Soccer;;;;;0;;;;;
Hatayama Hatch no Pro Yakyuu News! - Jitsumei Ban (Japan);Hatayama Hatch no Pro Yakyuu News! - Jitsumei Ban (Japan);Nintendo Super Famicom;;1993;Agenda;Sports/Baseball;;;;;0;;;;;
Heisei Inu Monogatari Bow - Pop'n Smash!! (Japan);Heisei Inu Monogatari Bow - Pop'n Smash!! (Japan);Nintendo Super Famicom;;1994;Takara;Sports;;;;;0;;;;;
Heracles no Eikou III - Kamigami no Chinmoku (Japan) (Translated En);Heracles no Eikou III - Kamigami no Chinmoku (Japan) (Translated En);Nintendo Super Famicom;;1992;Data East;Role-Playing;;;;;0;;;;;
Hiouden - Mamono-tachi to no Chikai (Japan) (Translated En);Hiouden - Mamono-tachi to no Chikai (Japan) (Translated En);Nintendo Super Famicom;;1994;Taito;Role-Playing;;;;;0;;;;;
Hiryuu no Ken S - Golden Fighter (Japan);Hiryuu no Ken S - Golden Fighter (Japan);Nintendo Super Famicom;;1992;Culture Brain;Fighter;;;;;0;;;;;
Hiryuu no Ken S - Hyper Version (Japan);Hiryuu no Ken S - Hyper Version (Japan);Nintendo Super Famicom;;1992;Culture Brain;Fighter;;;;;0;;;;;
Hokuto no Ken 6 - Gekitou Denshouken Haou e no Michi (Japan);Hokuto no Ken 6 - Gekitou Denshouken Haou e no Michi (Japan);Nintendo Super Famicom;;1992;Shouei;Fighter;;;;;0;;;;;
Hokuto no Ken 7 - Seiken Retsuden Denshousha e no Michi (Japan);Hokuto no Ken 7 - Seiken Retsuden Denshousha e no Michi (Japan);Nintendo Super Famicom;;1993;Shouei;Fighter;;;;;0;;;;;
Holy Umbrella - Dondera no Mubou!! (Japan) (Translated En);Holy Umbrella - Dondera no Mubou!! (Japan) (Translated En);Nintendo Super Famicom;;1995;Earthly Soft;Action;;;;;0;;;;;
Honoo no Toukyuuji - Dodge Danpei (Japan);Honoo no Toukyuuji - Dodge Danpei (Japan);Nintendo Super Famicom;;1992;SunSoft;Sports;;;;;0;;;;;
Hourai Gakuen no Bouken! (Japan) (Translated En);Hourai Gakuen no Bouken! (Japan) (Translated En);Nintendo Super Famicom;;1996;Dynamite;Role-Playing;;;;;0;;;;;
Human Baseball (Japan);Human Baseball (Japan);Nintendo Super Famicom;;1993;Field;Sports/Baseball;;;;;0;;;;;
Human Grand Prix III - F1 Triple Battle (Japan);Human Grand Prix III - F1 Triple Battle (Japan);Nintendo Super Famicom;;1994;Human Entertainment;Driving;;;;;0;;;;;
Human Grand Prix IV - F1 Dream Battle (Japan);Human Grand Prix IV - F1 Dream Battle (Japan);Nintendo Super Famicom;;1995;Human Entertainment;Driving;;;;;0;;;;;
Hyper Iria (Japan);Hyper Iria (Japan);Nintendo Super Famicom;;1995;TamTam;Action;;;;;0;;;;;
Inazuma Serve da! Super Beach Volley (Japan);Inazuma Serve da! Super Beach Volley (Japan);Nintendo Super Famicom;;1995;Virgin Interactive;Sports/Volleyball;;;;;0;;;;;
Iron Commando - Koutetsu no Senshi (Japan);Iron Commando - Koutetsu no Senshi (Japan);Nintendo Super Famicom;;1995;Arcade Zone LTD;Beat-'Em-Up;;;;;0;;;;;
Isozuri - Ritou Hen (Japan);Isozuri - Ritou Hen (Japan);Nintendo Super Famicom;;1996;Pack-In-Video;Sports/Fishing;;;;;0;;;;;
Itadaki Street 2 (Japan) (Proto);Itadaki Street 2 (Japan) (Proto);Nintendo Super Famicom;;1994;Tomcat System;Board Games;;;;;0;;;;;
J.League '96 Dream Stadium (Japan);J.League '96 Dream Stadium (Japan);Nintendo Super Famicom;;1996;AI;Sports/Soccer;;;;;0;;;;;
J.League Excite Stage '94 (Japan);J.League Excite Stage '94 (Japan);Nintendo Super Famicom;;1994;A-Max;Sports/Soccer;;;;;0;;;;;
J.League Excite Stage '95 (Japan);J.League Excite Stage '95 (Japan);Nintendo Super Famicom;;1995;A-Max;Sports/Soccer;;;;;0;;;;;
J.League Excite Stage '96 (Japan);J.League Excite Stage '96 (Japan);Nintendo Super Famicom;;1996;A-Max;Sports/Soccer;;;;;0;;;;;
J.League Soccer Prime Goal (Japan);J.League Soccer Prime Goal (Japan);Nintendo Super Famicom;;1993;Namco;Sports/Soccer;;;;;0;;;;;
J.League Soccer Prime Goal 2 (Japan);J.League Soccer Prime Goal 2 (Japan);Nintendo Super Famicom;;1994;Namco;Sports/Soccer;;;;;0;;;;;
J.League Soccer Prime Goal 3 (Japan);J.League Soccer Prime Goal 3 (Japan);Nintendo Super Famicom;;1995;Namco;Sports/Soccer;;;;;0;;;;;
J.League Super Soccer '95 - Jikkyou Stadium (Japan);J.League Super Soccer '95 - Jikkyou Stadium (Japan);Nintendo Super Famicom;;1995;AI;Sports/Soccer;;;;;0;;;;;
J.League Super Soccer (Japan);J.League Super Soccer (Japan);Nintendo Super Famicom;;1994;Probe Entertainment Limited;Sports/Soccer;;;;;0;;;;;
JWP Joshi Pro Wres - Pure Wrestle Queens (Japan);JWP Joshi Pro Wres - Pure Wrestle Queens (Japan);Nintendo Super Famicom;;1994;Jaleco Entertainment;Sports/Wrestling;;;;;0;;;;;
Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan);Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan);Nintendo Super Famicom;;1991;Jaleco Entertainment;Driving;;;;;0;;;;;
Jammes (Japan);Jammes (Japan);Nintendo Super Famicom;;1995;Mighty Craft;Puzzle;;;;;0;;;;;
Jelly Boy 2 (Japan) (Proto) (Translated En);Jelly Boy 2 (Japan) (Proto) (Translated En);Nintendo Super Famicom;;1994;Game Freak;Platform;;;;;0;;;;;
Jerry Boy (Japan) (Translated En);Jerry Boy (Japan) (Translated En);Nintendo Super Famicom;;1991;System Sacom;Platform;;;;;0;;;;;
Jikkyou Oshaberi Parodius (Japan);Jikkyou Oshaberi Parodius (Japan);Nintendo Super Famicom;;1995;KCEO;Shoot-'Em-Up;;;;;0;;;;;
Jikkyou Power Pro Wrestling '96 - Max Voltage (Japan) (Translated En);Jikkyou Power Pro Wrestling '96 - Max Voltage (Japan) (Translated En);Nintendo Super Famicom;;1996;Diamond Head;Sports/Wrestling;;;;;0;;;;;
Jikkyou Powerful Pro Yakyuu '94 (Japan);Jikkyou Powerful Pro Yakyuu '94 (Japan);Nintendo Super Famicom;;1994;Konami;Sports/Baseball;;;;;0;;;;;
Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban (Japan);Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban (Japan);Nintendo Super Famicom;;1996;Diamond Head;Sports/Baseball;;;;;0;;;;;
Jikkyou Powerful Pro Yakyuu - Basic Ban '98 (Japan);Jikkyou Powerful Pro Yakyuu - Basic Ban '98 (Japan);Nintendo Super Famicom;;1998;Diamond Head;Sports/Baseball;;;;;0;;;;;
Jikkyou Powerful Pro Yakyuu 2 (Japan);Jikkyou Powerful Pro Yakyuu 2 (Japan);Nintendo Super Famicom;;1995;Konami;Sports/Baseball;;;;;0;;;;;
Jikkyou Powerful Pro Yakyuu 3 (Japan);Jikkyou Powerful Pro Yakyuu 3 (Japan);Nintendo Super Famicom;;1996;Diamond Head;Sports/Baseball;;;;;0;;;;;
Jikkyou Powerful Pro Yakyuu 3 - '97 Haru (Japan);Jikkyou Powerful Pro Yakyuu 3 - '97 Haru (Japan);Nintendo Super Famicom;;1997;Diamond Head;Sports/Baseball;;;;;0;;;;;
JoJo no Kimyou na Bouken (Japan) (Translated En);JoJo no Kimyou na Bouken (Japan) (Translated En);Nintendo Super Famicom;;1993;WinkySoft;Role-Playing;;;;;0;;;;;
Jungle no Ouja Tar-chan - Sekaimanyuu Daikakutou no Maki (Japan);Jungle no Ouja Tar-chan - Sekaimanyuu Daikakutou no Maki (Japan);Nintendo Super Famicom;;1994;Kuusou Kagaku;Action;;;;;0;;;;;
Jutei Senki (Japan) (Translated En);Jutei Senki (Japan) (Translated En);Nintendo Super Famicom;;1993;Enix;Strategy;;;;;0;;;;;
Kaite Tsukutte Asoberu Dezaemon (Japan) (Translated En);Kaite Tsukutte Asoberu Dezaemon (Japan) (Translated En);Nintendo Super Famicom;;1994;Athena;Shoot-'Em-Up;;;;;0;;;;;
Kamen Rider (Japan);Kamen Rider (Japan);Nintendo Super Famicom;;1993;Sun L;Beat-'Em-Up;;;;;0;;;;;
Kamen Rider SD - Shutsugeki!! Rider Machine (Japan);Kamen Rider SD - Shutsugeki!! Rider Machine (Japan);Nintendo Super Famicom;;1993;Yutaka;Driving;;;;;0;;;;;
Kat's Run - Zen-Nihon K-Car Senshuken (Japan);Kat's Run - Zen-Nihon K-Car Senshuken (Japan);Nintendo Super Famicom;;1995;ATLUS;Driving;;;;;0;;;;;
Keeper (Japan);Keeper (Japan);Nintendo Super Famicom;;1994;Fupac;Puzzle;;;;;0;;;;;
Kidou Butouden G Gundam (Japan) (Translated En);Kidou Butouden G Gundam (Japan) (Translated En);Nintendo Super Famicom;;1994;Pandora Box;Fighter;;;;;0;;;;;
Kidou Senshi Gundam - Cross Dimension 0079 (Japan) (Translated En);Kidou Senshi Gundam - Cross Dimension 0079 (Japan) (Translated En);Nintendo Super Famicom;;1995;Bandai;Strategy;;;;;0;;;;;
Kidou Senshi Gundam F91 - Formula Senki 0122 (Japan) (Translated En);Kidou Senshi Gundam F91 - Formula Senki 0122 (Japan) (Translated En);Nintendo Super Famicom;;1991;Nova Games Ltd.;Strategy;;;;;0;;;;;
Kidou Senshi V Gundam (Japan) (Translated En);Kidou Senshi V Gundam (Japan) (Translated En);Nintendo Super Famicom;;1994;TOSE;Action;;;;;0;;;;;
Kikou Keisatsu Metal Jack (Japan);Kikou Keisatsu Metal Jack (Japan);Nintendo Super Famicom;;1992;ATLUS;Beat-'Em-Up;;;;;0;;;;;
King of Rally, The (Japan);King of Rally, The (Japan);Nintendo Super Famicom;;1992;Kaze;Driving;;;;;0;;;;;
Kingyo Chuuihou! - Tobidase! Game Gakuen (Japan);Kingyo Chuuihou! - Tobidase! Game Gakuen (Japan);Nintendo Super Famicom;;1994;Jaleco Entertainment;Action;;;;;0;;;;;
Kinnikuman - Dirty Challenger (Japan);Kinnikuman - Dirty Challenger (Japan);Nintendo Super Famicom;;1992;Yutaka;Sports/Wrestling;;;;;0;;;;;
Kirby no Kirakira Kids (Japan);Kirby no Kirakira Kids (Japan);Nintendo Super Famicom;;1998;HAL Labs;Puzzle;;;;;0;;;;;
Kishin Douji Zenki - Battle Raiden (Japan);Kishin Douji Zenki - Battle Raiden (Japan);Nintendo Super Famicom;;1995;CAProduction;Action;;;;;0;;;;;
Kishin Douji Zenki - Denei Raibu (Japan);Kishin Douji Zenki - Denei Raibu (Japan);Nintendo Super Famicom;;1995;Hudson;Action;;;;;0;;;;;
Kishin Douji Zenki - Tenchi Meidou (Japan);Kishin Douji Zenki - Tenchi Meidou (Japan);Nintendo Super Famicom;;1996;Hudson;Board Games;;;;;0;;;;;
Koryu no Mimi (Japan) (Translated En);Koryu no Mimi (Japan) (Translated En);Nintendo Super Famicom;;1995;Vap;Beat-'Em-Up;;;;;0;;;;;
Kouryuu Densetsu Villgust - Kieta Shoujo (Japan) (Translated En);Kouryuu Densetsu Villgust - Kieta Shoujo (Japan) (Translated En);Nintendo Super Famicom;;1992;WinkySoft/Bandai;Role-Playing;;;;;0;;;;;
Koushien 2 (Japan);Koushien 2 (Japan);Nintendo Super Famicom;;1992;Affect;Sports/Baseball;;;;;0;;;;;
Koushien 3 (Japan);Koushien 3 (Japan);Nintendo Super Famicom;;1994;Magical Company (Mahou);Sports/Baseball;;;;;0;;;;;
Koushien 4 (Japan);Koushien 4 (Japan);Nintendo Super Famicom;;1995;Magical Company (Mahou);Sports/Baseball;;;;;0;;;;;
Kunio no Oden (Japan);Kunio no Oden (Japan);Nintendo Super Famicom;;1994;Technos Japan;Puzzle;;;;;0;;;;;
Kunio-kun no Dodge Ball Da yo Zenin Shuugou! (Japan) (Translated En);Kunio-kun no Dodge Ball Da yo Zenin Shuugou! (Japan) (Translated En);Nintendo Super Famicom;;1993;Technos Japan;Sports;;;;;0;;;;;
Kuusou Kagaku Sekai Gulliver Boy (Japan) (Translated En);Kuusou Kagaku Sekai Gulliver Boy (Japan) (Translated En);Nintendo Super Famicom;;1996;BanDai;Role-Playing;;;;;0;;;;;
Kyuuyaku Megami Tensei (Japan) (Translated En);Kyuuyaku Megami Tensei (Japan) (Translated En);Nintendo Super Famicom;;1995;Atlus;Role-Playing;;;;;0;;;;;
Lennus II - Fuuin no Shito (Japan) (Translated En);Lennus II - Fuuin no Shito (Japan) (Translated En);Nintendo Super Famicom;;1996;Copya Systems;Role-Playing;;;;;0;;;;;
Libble Rabble (Japan);Libble Rabble (Japan);Nintendo Super Famicom;;1994;Namco;Action;;;;;0;;;;;
Little Magic (Japan) (Translated En);Little Magic (Japan) (Translated En);Nintendo Super Famicom;;1993;Altron;Puzzle;;;;;0;;;;;
Live A Live (Japan) (Translated En);Live A Live (Japan) (Translated En);Nintendo Super Famicom;;1996;Square;Role-Playing;;;;;0;;;;;
Lode Runner Twin - Justy to Liberty no Daibouken (Japan);Lode Runner Twin - Justy to Liberty no Daibouken (Japan);Nintendo Super Famicom;;1994;T&E Soft;Puzzle;;;;;0;;;;;
Lodoss-tou Senki (Japan) (Translated En);Lodoss-tou Senki (Japan) (Translated En);Nintendo Super Famicom;;1995;Hummingbird Soft;Role-Playing;;;;;0;;;;;
Lupin Sansei - Densetsu no Hihou o Oe! (Japan);Lupin Sansei - Densetsu no Hihou o Oe! (Japan);Nintendo Super Famicom;;1994;SAS Sakata;Action;;;;;0;;;;;
Madou Monogatari - Hanamaru Daiyouchienji (Japan) (Translated En);Madou Monogatari - Hanamaru Daiyouchienji (Japan) (Translated En);Nintendo Super Famicom;;1996;Compile/Tokuma Shoten;Role-Playing;;;;;0;;;;;
Maerchen Adventure Cotton 100 Percent (Japan);Maerchen Adventure Cotton 100 Percent (Japan);Nintendo Super Famicom;;1994;Success;Shoot-'Em-Up;;;;;0;;;;;
Magical Drop (Japan) (Translated En);Magical Drop (Japan) (Translated En);Nintendo Super Famicom;;1995;Data East;Puzzle;;;;;0;;;;;
Magical Drop 2 (Japan);Magical Drop 2 (Japan);Nintendo Super Famicom;;1996;Data East;Puzzle;;;;;0;;;;;
Magical Pop'n (Japan) (Translated En);Magical Pop'n (Japan) (Translated En);Nintendo Super Famicom;;1995;Polestar/Pack-In-Video;Platform;;;;;0;;;;;
Magna Braban - Henreki no Yuusha (Japan) (Translated En);Magna Braban - Henreki no Yuusha (Japan) (Translated En);Nintendo Super Famicom;;1994;Lenar/ASK;Role-Playing;;;;;0;;;;;
Mahjong Gokuu Tenjiku (Japan);Mahjong Gokuu Tenjiku (Japan);Nintendo Super Famicom;;1994;Chat Noir;Mahjong;;;;;0;;;;;
Mahou Kishi Rayearth (Japan) (Translated En);Mahou Kishi Rayearth (Japan) (Translated En);Nintendo Super Famicom;;1995;Pandora Box/Tomy Corporation;Role-Playing;;;;;0;;;;;
Mahou Poi Poi Poitto! (Japan) (Translated En);Mahou Poi Poi Poitto! (Japan) (Translated En);Nintendo Super Famicom;;1994;Metro;Puzzle;;;;;0;;;;;
Majuu Ou (Japan) (Translated En);Majuu Ou (Japan) (Translated En);Nintendo Super Famicom;;1995;KSS;Action;;;;;0;;;;;
Makeruna! Makendou 2 - Kimero! Youkai Souridaijin (Japan);Makeruna! Makendou 2 - Kimero! Youkai Souridaijin (Japan);Nintendo Super Famicom;;1995;Success;Fighter;;;;;0;;;;;
Mario no Super Picross (Japan);Mario no Super Picross (Japan);Nintendo Super Famicom;;1995;Jupiter Corporation;Puzzle;;;;;0;;;;;
Mario to Wario (Japan);Mario to Wario (Japan);Nintendo Super Famicom;;1993;Game Freak;Puzzle;;;;;0;;;;;
Marvelous - Mouhitotsu no Takarajima (Japan) (Translated En);Marvelous - Mouhitotsu no Takarajima (Japan) (Translated En);Nintendo Super Famicom;;1996;Nintendo;Adventure;;;;;0;;;;;
Masters - Harukanaru Augusta 2 (Japan);Masters - Harukanaru Augusta 2 (Japan);Nintendo Super Famicom;;1993;T&E Soft;Sports/Golf;;;;;0;;;;;
Masters New - Harukanaru Augusta 3 (Japan);Masters New - Harukanaru Augusta 3 (Japan);Nintendo Super Famicom;;1995;T&E Soft;Sports/Golf;;;;;0;;;;;
Matsumura Kunihiro Den - Saikyou no Rekishi o Nurikaero! (Japan);Matsumura Kunihiro Den - Saikyou no Rekishi o Nurikaero! (Japan);Nintendo Super Famicom;;1994;Office Koukan;Fighter;;;;;0;;;;;
Mazinger Z (Japan);Mazinger Z (Japan);Nintendo Super Famicom;;1993;WinkySoft;Action;;;;;0;;;;;
Melfand Stories (Japan);Melfand Stories (Japan);Nintendo Super Famicom;;1994;Sting;Action;;;;;0;;;;;
Metal Max Returns (Japan) (Translated En);Metal Max Returns (Japan) (Translated En);Nintendo Super Famicom;;1995;Crea-Tech/Data East;Role-Playing;;;;;0;;;;;
Mickey no Tokyo Disneyland Daibouken (Japan);Mickey no Tokyo Disneyland Daibouken (Japan);Nintendo Super Famicom;;1994;Graphic Research;Action;;;;;0;;;;;
Mickey to Donald - Magical Adventure 3 (Japan) (Translated En);Mickey to Donald - Magical Adventure 3 (Japan) (Translated En);Nintendo Super Famicom;;1995;Capcom;Platform;;;;;0;;;;;
Miracle Girls (Japan) (Translated En);Miracle Girls (Japan) (Translated En);Nintendo Super Famicom;;1993;Now Production;Action;;;;;0;;;;;
Monstania (Japan) (Translated En);Monstania (Japan) (Translated En);Nintendo Super Famicom;;1996;Bits Laboratory/Pack-In-Video;Role-Playing;;;;;0;;;;;
Multi Play Volleyball (Japan);Multi Play Volleyball (Japan);Nintendo Super Famicom;;1994;Mebio Software;Sports/Volleyball;;;;;0;;;;;
Mystery Circle (Japan);Mystery Circle (Japan);Nintendo Super Famicom;;1992;Wave;Puzzle;;;;;0;;;;;
Mystic Ark (Japan) (Translated En);Mystic Ark (Japan) (Translated En);Nintendo Super Famicom;;1995;Produce/Enix America, Inc.;Role-Playing;;;;;0;;;;;
Nakajima Satoru Kanshuu - F-1 Hero '94 (Japan);Nakajima Satoru Kanshuu - F-1 Hero '94 (Japan);Nintendo Super Famicom;;1994;Varie;Driving;;;;;0;;;;;
Nakajima Satoru Kanshuu - Super F-1 Hero (Japan);Nakajima Satoru Kanshuu - Super F-1 Hero (Japan);Nintendo Super Famicom;;1992;Aprinet;Driving;;;;;0;;;;;
Nangoku Shounen Papuwa-kun (Japan) (Translated En);Nangoku Shounen Papuwa-kun (Japan) (Translated En);Nintendo Super Famicom;;1994;Enix/Daft;Action;;;;;0;;;;;
Natsuki Crisis Battle (Japan);Natsuki Crisis Battle (Japan);Nintendo Super Famicom;;1995;TOSE;Fighter;;;;;0;;;;;
Naxat Super Pinball - Jaki Hakai (Japan);Naxat Super Pinball - Jaki Hakai (Japan);Nintendo Super Famicom;;1992;Compile;Pinball;;;;;0;;;;;
Nekketsu Tairiku Burning Heroes (Japan) (Translated En);Nekketsu Tairiku Burning Heroes (Japan) (Translated En);Nintendo Super Famicom;;1995;J-Force/Enix America, Inc.;Role-Playing;;;;;0;;;;;
Neugier - Umi to Kaze no Kodou (Japan) (Translated En);Neugier - Umi to Kaze no Kodou (Japan) (Translated En);Nintendo Super Famicom;;1993;Wolf Team/Telenet Japan;Role-Playing;;;;;0;;;;;
New Yatterman - Nandai Kandai Yajirobee (Japan);New Yatterman - Nandai Kandai Yajirobee (Japan);Nintendo Super Famicom;;1996;Tom Create;Action;;;;;0;;;;;
Nice de Shot (Japan);Nice de Shot (Japan);Nintendo Super Famicom;;1994;Magical Company (Mahou);Sports/Golf;;;;;0;;;;;
Nichibutsu Arcade Classics (Japan);Nichibutsu Arcade Classics (Japan);Nintendo Super Famicom;;1995;Syscom;Compilation;;;;;0;;;;;
Nichibutsu Arcade Classics 2 - Heiankyou Alien (Japan);Nichibutsu Arcade Classics 2 - Heiankyou Alien (Japan);Nintendo Super Famicom;;1995;Syscom;Action;;;;;0;;;;;
Nintama Rantarou (Japan);Nintama Rantarou (Japan);Nintendo Super Famicom;;1995;Culture Brain;Action;;;;;0;;;;;
Nintama Rantarou 2 (Japan);Nintama Rantarou 2 (Japan);Nintendo Super Famicom;;1996;Culture Brain;Action;;;;;0;;;;;
Nintama Rantarou 3 (Japan);Nintama Rantarou 3 (Japan);Nintendo Super Famicom;;1997;Culture Brain;Action;;;;;0;;;;;
Nintama Rantarou Special (Japan);Nintama Rantarou Special (Japan);Nintendo Super Famicom;;1996;Culture Brain;Action;;;;;0;;;;;
Nontan to Issho - Kurukuru Puzzle (Japan);Nontan to Issho - Kurukuru Puzzle (Japan);Nintendo Super Famicom;;1994;Game Freak;Puzzle;;;;;0;;;;;
Ochan no Oekaki Logic (Japan);Ochan no Oekaki Logic (Japan);Nintendo Super Famicom;;1995;Game Studio;Puzzle;;;;;0;;;;;
Oekaki Logic (Japan);Oekaki Logic (Japan);Nintendo Super Famicom;;1999;Sekaibunka Publishing, Inc.;Puzzle;;;;;0;;;;;
Oekaki Logic 2 (Japan);Oekaki Logic 2 (Japan);Nintendo Super Famicom;;1999;Sekaibunka Publishing, Inc.;Puzzle;;;;;0;;;;;
Okamoto Ayako to Match Play Golf (Japan) (Translated En);Okamoto Ayako to Match Play Golf (Japan) (Translated En);Nintendo Super Famicom;;1994;C.P. Brain;Sports/Golf;;;;;0;;;;;
Olivia no Mystery (Japan);Olivia no Mystery (Japan);Nintendo Super Famicom;;1994;Altron;Puzzle;;;;;0;;;;;
Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu (Japan);Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu (Japan);Nintendo Super Famicom;;1993;Sting;Sports/Boxing;;;;;0;;;;;
Oonita Atsushi FMW (Japan);Oonita Atsushi FMW (Japan);Nintendo Super Famicom;;1993;Marionette;Sports/Wrestling;;;;;0;;;;;
Oozumou Spirits (Japan);Oozumou Spirits (Japan);Nintendo Super Famicom;;1992;Sun L;Sports/Wrestling;;;;;0;;;;;
Oraga Land Shusai - Best Farmer Shuukakusai (Japan);Oraga Land Shusai - Best Farmer Shuukakusai (Japan);Nintendo Super Famicom;;1995;Graphic Research;Action;;;;;0;;;;;
Ossu!! Karate-bu (Japan);Ossu!! Karate-bu (Japan);Nintendo Super Famicom;;1994;Culture Brain;Fighter;;;;;0;;;;;
Othello World (Japan);Othello World (Japan);Nintendo Super Famicom;;1992;Dice;Board Games;;;;;0;;;;;
Otoboke Ninja Colosseum (Japan);Otoboke Ninja Colosseum (Japan);Nintendo Super Famicom;;1995;Mint;Action;;;;;0;;;;;
Panel de Pon (Japan) (Translated En);Panel de Pon (Japan) (Translated En);Nintendo Super Famicom;;1995;Intelligent Systems;Puzzle;;;;;0;;;;;
Panic in Nakayoshi World (Japan) (Translated En);Panic in Nakayoshi World (Japan) (Translated En);Nintendo Super Famicom;;1994;Tom Create;Action;;;;;0;;;;;
Pebble Beach no Hatou New - Tournament Edition (Japan);Pebble Beach no Hatou New - Tournament Edition (Japan);Nintendo Super Famicom;;1996;T&E Soft;Sports/Golf;;;;;0;;;;;
Picross NP Vol. 1 (Japan);Picross NP Vol. 1 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 2 (Japan);Picross NP Vol. 2 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 3 (Japan);Picross NP Vol. 3 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 4 (Japan);Picross NP Vol. 4 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 5 (Japan);Picross NP Vol. 5 (Japan);Nintendo Super Famicom;;1999;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 6 (Japan);Picross NP Vol. 6 (Japan);Nintendo Super Famicom;;2000;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 7 (Japan);Picross NP Vol. 7 (Japan);Nintendo Super Famicom;;2000;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Picross NP Vol. 8 (Japan);Picross NP Vol. 8 (Japan);Nintendo Super Famicom;;2000;Jupiter Multimedia;Puzzle;;;;;0;;;;;
Pikiinya! (Japan);Pikiinya! (Japan);Nintendo Super Famicom;;1997;Crea-Tech;Puzzle;;;;;0;;;;;
Pipe Dream (Japan);Pipe Dream (Japan);Nintendo Super Famicom;;1992;TOSE;Puzzle;;;;;0;;;;;
Pokonyan! - Henpokorin Adventure (Japan);Pokonyan! - Henpokorin Adventure (Japan);Nintendo Super Famicom;;1994;Toho;Platform;;;;;0;;;;;
Popeye - Ijiwaru Majo Sea Hag no Maki (Japan) (Translated En);Popeye - Ijiwaru Majo Sea Hag no Maki (Japan) (Translated En);Nintendo Super Famicom;;1994;Technos Japan;Platform;;;;;0;;;;;
Popful Mail (Japan);Popful Mail (Japan);Nintendo Super Famicom;;1994;Falcom;Role-Playing;;;;;0;;;;;
Power Lode Runner (Japan);Power Lode Runner (Japan);Nintendo Super Famicom;;1999;Atelier Double;Puzzle;;;;;0;;;;;
Power Soukoban (Japan);Power Soukoban (Japan);Nintendo Super Famicom;;1999;Atelier Double;Puzzle;;;;;0;;;;;
Pro Mahjong Kiwame (Japan);Pro Mahjong Kiwame (Japan);Nintendo Super Famicom;;1993;Athena;Mahjong;;;;;0;;;;;
Pro Mahjong Kiwame II (Japan);Pro Mahjong Kiwame II (Japan);Nintendo Super Famicom;;1994;Athena;Mahjong;;;;;0;;;;;
Pro Mahjong Kiwame III (Japan);Pro Mahjong Kiwame III (Japan);Nintendo Super Famicom;;1995;Athena;Mahjong;;;;;0;;;;;
Pro Yakyuu Nettou Puzzle Stadium (Japan);Pro Yakyuu Nettou Puzzle Stadium (Japan);Nintendo Super Famicom;;1997;Coconuts Japan;Puzzle;;;;;0;;;;;
Pro Yakyuu Star (Japan);Pro Yakyuu Star (Japan);Nintendo Super Famicom;;1997;Culture Brain;Sports/Baseball;;;;;0;;;;;
Psycho Dream (Japan);Psycho Dream (Japan);Nintendo Super Famicom;;1992;Riot;Platform;;;;;0;;;;;
