#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Vs. (USA);Vs. (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney's The Lion King II - Simba's Mighty Adventure (USA);Disney's The Lion King II - Simba's Mighty Adventure (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney's The Little Mermaid II (USA);Disney's The Little Mermaid II (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney's Treasure Planet (USA);Disney's Treasure Planet (USA);Sony PlayStation;;2002;SCEA;Action / Platform;1;;;;;;;;;
Disney's Winnie the Pooh - Kindergarten (USA);Disney's Winnie the Pooh - Kindergarten (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney's Winnie the Pooh - Preschool (USA);Disney's Winnie the Pooh - Preschool (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney-Pixar A Bug's Life (USA) (v1.1);Disney-Pixar A Bug's Life (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
Disney-Pixar Buzz Lightyear of Star Command (USA);Disney-Pixar Buzz Lightyear of Star Command (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney-Pixar Monsters, Inc. - Scream Team (USA);Disney-Pixar Monsters, Inc. - Scream Team (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (USA);Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (USA);Sony PlayStation;;;;;;;;;;;;;;
Disney-Pixar Toy Story Racer (USA);Disney-Pixar Toy Story Racer (USA);Sony PlayStation;;2000;Activision;Racing;2;;;;;;;;;
Disruptor (USA);Disruptor (USA);Sony PlayStation;;2006;Interplay;Action;1;;;;;;;;;
Diver's Dream (Europe) (En,Fr,De);Diver's Dream (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Divide, The - Enemies Within (USA);Divide, The - Enemies Within (USA);Sony PlayStation;;1996;Viacom New Media;Action / Shooter;1;;;;;;;;;
Do Don Pachi (Japan);Do Don Pachi (Japan);Sony PlayStation;;;;;;;;;;;;;;
Dodgem Arena (Europe);Dodgem Arena (Europe);Sony PlayStation;;;;;;;;;;;;;;
DonPachi (Japan);DonPachi (Japan);Sony PlayStation;;1996;Atlus;Shooter;2;;;;;;;;;
Doom (USA);Doom (USA);Sony PlayStation;;1995;Williams;Shooter;1;;;;;;;;;
Dora the Explorer - Barnyard Buddies (USA);Dora the Explorer - Barnyard Buddies (USA);Sony PlayStation;;;;Platform;;;;;;;;;;
Dracula - The Last Sanctuary (USA);Dracula - The Last Sanctuary (USA);Sony PlayStation;;2002;The Adventure Company;Adventure;;;;;;;;;;
Dracula - The Resurrection (USA);Dracula - The Resurrection (USA);Sony PlayStation;;2001;France Multimedia;Adventure;;;;;;;;;;
Dragon Ball GT - Final Bout (USA);Dragon Ball GT - Final Bout (USA);Sony PlayStation;;1997;Bandai;Fighting;2;;;;;;;;;
Dragon Ball Z - Ultimate Battle 22 (USA);Dragon Ball Z - Ultimate Battle 22 (USA);Sony PlayStation;;2003;Infogrames;Fighting;2;;;;;;;;;
Dragon Seeds (USA);Dragon Seeds (USA);Sony PlayStation;;1998;Jaleco;Strategy;1;;;;;;;;;
Dragon Tales - Dragonseek (USA);Dragon Tales - Dragonseek (USA);Sony PlayStation;;2000;NewKidCo;;;;;;;;;;;
Dragon Valor (USA);Dragon Valor (USA);Sony PlayStation;;2000;Namco;Action / Role-Playing;;;;;;;;;;
Dragon Warrior VII (USA);Dragon Warrior VII (USA);Sony PlayStation;;2001;Enix;Role-Playing;1;;;;;;;;;
DragonHeart - Fire & Steel (USA);DragonHeart - Fire & Steel (USA);Sony PlayStation;;1996;Acclaim;;;;;;;;;;;
Dragstars (Europe);Dragstars (Europe);Sony PlayStation;;;;;;;;;;;;;;
Dreams (Europe) (En,Fr,De,Es,It);Dreams (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Driver - You Are the Wheelman (USA) (v1.1);Driver - You Are the Wheelman (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
Driver 2 (USA) (v1.1);Driver 2 (USA) (v1.1);Sony PlayStation;;2000;Infogrames;Action / Racing;2;;;;;;;;;
Ducati World - Racing Challenge (USA);Ducati World - Racing Challenge (USA);Sony PlayStation;;2001;Acclaim;Racing;;;;;;;;;;
Duke Nukem - Land of the Babes (USA);Duke Nukem - Land of the Babes (USA);Sony PlayStation;;2000;GT Interactive;Action / Shooter;2;;;;;;;;;
Duke Nukem - Time to Kill (USA);Duke Nukem - Time to Kill (USA);Sony PlayStation;;1998;GT Interactive;Action / Adventure;2;;;;;;;;;
Duke Nukem - Total Meltdown (USA);Duke Nukem - Total Meltdown (USA);Sony PlayStation;;1997;GT interactive;Shooter;1;;;;;;;;;
Dukes of Hazzard II, The - Daisy Dukes It Out (USA);Dukes of Hazzard II, The - Daisy Dukes It Out (USA);Sony PlayStation;;2000;SouthPeak;Racing;2;;;;;;;;;
Dukes of Hazzard, The - Racing for Home (USA);Dukes of Hazzard, The - Racing for Home (USA);Sony PlayStation;;1999;SouthPeak;Racing;;;;;;;;;;
Dune 2000 (USA);Dune 2000 (USA);Sony PlayStation;;1999;Electronic Arts;Strategy;1;;;;;;;;;
Dynasty Warriors (USA);Dynasty Warriors (USA);Sony PlayStation;;1997;Koei;Fighting;2;;;;;;;;;
E.T. the Extra-Terrestrial - Interplanetary Mission (USA);E.T. the Extra-Terrestrial - Interplanetary Mission (USA);Sony PlayStation;;2002;NewKidCo;Action / Adventure;;;;;;;;;;
EA Sports Superbike 2000 (USA);EA Sports Superbike 2000 (USA);Sony PlayStation;;;;;;;;;;;;;;
EA Sports Supercross (USA);EA Sports Supercross (USA);Sony PlayStation;;;;;;;;;;;;;;
EA Sports Supercross 2000 (USA);EA Sports Supercross 2000 (USA);Sony PlayStation;;;;;;;;;;;;;;
ECW Anarchy Rulz (USA);ECW Anarchy Rulz (USA);Sony PlayStation;;;;Sports;2;;;;;;;;;
ECW Hardcore Revolution (USA);ECW Hardcore Revolution (USA);Sony PlayStation;;;;Sports;2;;;;;;;;;
ESPN Extreme Games (USA);ESPN Extreme Games (USA);Sony PlayStation;;1995;SCEA;Fighting / Racing / Sports;2;;;;;;;;;
ESPN MLS Gamenight (USA);ESPN MLS Gamenight (USA);Sony PlayStation;;2000;Konami;Sports;4+;;;;;;;;;
Eagle One - Harrier Attack (USA) (En,Fr,Es);Eagle One - Harrier Attack (USA) (En,Fr,Es);Sony PlayStation;;2000;Infogrames;Flight Simulator;2;;;;;;;;;
Earthworm Jim 2 (Europe);Earthworm Jim 2 (Europe);Sony PlayStation;;1996;Virgin Interactive;Platform;1;;;;;;;;;
Easter Bunny's Big Day (USA);Easter Bunny's Big Day (USA);Sony PlayStation;;2003;Mastiff;Action;2;;;;;;;;;
Echo Night (USA);Echo Night (USA);Sony PlayStation;;1999;Agetec;;;;;;;;;;;
Eggs of Steel - Charlie's Eggcellent Adventure (USA);Eggs of Steel - Charlie's Eggcellent Adventure (USA);Sony PlayStation;;;;;;;;;;;;;;
Egypt 1156 B.C. - Tomb of the Pharaoh (Europe) (En,Es,Nl,Sv);Egypt 1156 B.C. - Tomb of the Pharaoh (Europe) (En,Es,Nl,Sv);Sony PlayStation;;1999;Canal+ Multimedia;Adventure;1;;;;;;;;;
Egypt II - The Heliopolis Prophecy (Europe);Egypt II - The Heliopolis Prophecy (Europe);Sony PlayStation;;2001;DreamCatcher Interactive;Adventure;1;;;;;;;;;
Ehrgeiz - God Bless the Ring (USA);Ehrgeiz - God Bless the Ring (USA);Sony PlayStation;;;;;;;;;;;;;;
Einhander (USA);Einhander (USA);Sony PlayStation;;1998;Sony Computer Entertainment;Shooter;1;;;;;;;;;
Elemental Gearbolt (USA);Elemental Gearbolt (USA);Sony PlayStation;;1998;Working Designs;Shooter;;;;;;;;;;
Elemental Pinball (Europe);Elemental Pinball (Europe);Sony PlayStation;;;;;;;;;;;;;;
Eliminator (USA);Eliminator (USA);Sony PlayStation;;;;;;;;;;;;;;
Epidemic (USA);Epidemic (USA);Sony PlayStation;;1996;Sony;Shooter;1;;;;;;;;;
Equestrian Showcase (USA);Equestrian Showcase (USA);Sony PlayStation;;2003;Mud Duck;Racing;;;;;;;;;;
Eternal Eyes (USA);Eternal Eyes (USA);Sony PlayStation;;2001;Crave;;;;;;;;;;;
Europe Racer (Europe) (En,Fr,De,Es,It,Nl);Europe Racer (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;
European Super League (Europe) (En,Fr,De,Es,It,Pt);European Super League (Europe) (En,Fr,De,Es,It,Pt);Sony PlayStation;;2001;;Sports;1;;;;;;;;;
Evil Dead - Hail to the King (USA);Evil Dead - Hail to the King (USA);Sony PlayStation;;2000;THQ;Horror;;;;;;;;;;
Evil Zone (USA);Evil Zone (USA);Sony PlayStation;;1999;Titus Software;Fighting;1;;;;;;;;;
Evo's Space Adventures (Europe) (En,Fr,De,Es,It);Evo's Space Adventures (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Excalibur 2555 A.D. (USA);Excalibur 2555 A.D. (USA);Sony PlayStation;;1997;Telstar;Action / Adventure;1;;;;;;;;;
Expendable (USA);Expendable (USA);Sony PlayStation;;2000;Infogrames;;;;;;;;;;;
Explosive Racing (Europe);Explosive Racing (Europe);Sony PlayStation;;1997;Funsoft;Racing;2;;;;;;;;;
Extreme 500 (Europe) (En,De);Extreme 500 (Europe) (En,De);Sony PlayStation;;;;;;;;;;;;;;
Extreme Ghostbusters - The Ultimate Invasion (Europe) (En,Fr,De,Es,It,Nl);Extreme Ghostbusters - The Ultimate Invasion (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;2004;LSP;Shooter;2;;;;;;;;;
Extreme Go-Kart Racing (USA);Extreme Go-Kart Racing (USA);Sony PlayStation;;2003;A1 Games;Racing;;;;;;;;;;
Extreme Pinball (USA);Extreme Pinball (USA);Sony PlayStation;;1996;EA, electronic arts;Puzzle / Strategy;4+;;;;;;;;;
Extreme Snow Break (Europe);Extreme Snow Break (Europe);Sony PlayStation;;1998;Microids;Sports;1;;;;;;;;;
F.A. Manager (Europe);F.A. Manager (Europe);Sony PlayStation;;2010;Eidos Interactive;Life Simulation / Sports;1;;;;;;;;;
F.A. Premier League Football Manager 2000, The (Europe);F.A. Premier League Football Manager 2000, The (Europe);Sony PlayStation;;;;;;;;;;;;;;
F.A. Premier League Football Manager 2001, The (Europe);F.A. Premier League Football Manager 2001, The (Europe);Sony PlayStation;;;;;;;;;;;;;;
F.A. Premier League Stars 2001, The (Europe);F.A. Premier League Stars 2001, The (Europe);Sony PlayStation;;2000;Electronic Arts;Sports;1;;;;;;;;;
F1 2000 (USA);F1 2000 (USA);Sony PlayStation;;2000;Electronic Arts;Racing;;;;;;;;;;
F1 Championship Season 2000 (USA);F1 Championship Season 2000 (USA);Sony PlayStation;;2000;Electronic Arts;Racing;;;;;;;;;;
F1 Racing Championship (USA) (En,Fr);F1 Racing Championship (USA) (En,Fr);Sony PlayStation;;2000;Ubi Soft;Racing;;;;;;;;;;
F1 World Grand Prix (USA);F1 World Grand Prix (USA);Sony PlayStation;;;;;;;;;;;;;;
F1 World Grand Prix - 1999 Season (USA) (En,Fr,De,Es,It);F1 World Grand Prix - 1999 Season (USA) (En,Fr,De,Es,It);Sony PlayStation;;1999;Eidos;Racing;;;;;;;;;;
FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,Nl,Sv);FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,Nl,Sv);Sony PlayStation;;1997;EA Sports;Sports;1;;;;;;;;;
FIFA 2000 - Major League Soccer (USA) (En,De,Es,Nl,Sv);FIFA 2000 - Major League Soccer (USA) (En,De,Es,Nl,Sv);Sony PlayStation;;;;;;;;;;;;;;
FIFA 2001 (USA);FIFA 2001 (USA);Sony PlayStation;;2014;Electronic Arts;Sports;;;;;;;;;;
FIFA 99 (USA);FIFA 99 (USA);Sony PlayStation;;1998;Electronic Arts;Sports;2;;;;;;;;;
FIFA Soccer 2002 (USA) (En,Es);FIFA Soccer 2002 (USA) (En,Es);Sony PlayStation;;;;;;;;;;;;;;
FIFA Soccer 2003 (USA);FIFA Soccer 2003 (USA);Sony PlayStation;;2002;Electronic Arts;Sports;;;;;;;;;;
FIFA Soccer 2004 (USA) (En,Es);FIFA Soccer 2004 (USA) (En,Es);Sony PlayStation;;2003;Electronic Arts;Sports;;;;;;;;;;
FIFA Soccer 2005 (USA) (En,Es);FIFA Soccer 2005 (USA) (En,Es);Sony PlayStation;;;;;;;;;;;;;;
FIFA Soccer 96 (USA);FIFA Soccer 96 (USA);Sony PlayStation;;1995;Electronic Arts;Sports;2;;;;;;;;;
FIFA Soccer 97 (USA);FIFA Soccer 97 (USA);Sony PlayStation;;;;;;;;;;;;;;
FOX Sports Golf '99 (USA);FOX Sports Golf '99 (USA);Sony PlayStation;;1998;Fox Interactive;Sports;;;;;;;;;;
FOX Sports Soccer '99 (USA) (En,Es);FOX Sports Soccer '99 (USA) (En,Es);Sony PlayStation;;;;;;;;;;;;;;
Fade to Black (USA) (En,Fr,De,Es,It);Fade to Black (USA) (En,Fr,De,Es,It);Sony PlayStation;;1996;Electronic Arts;Action;1;;;;;;;;;
Family Card Games Fun Pack (USA);Family Card Games Fun Pack (USA);Sony PlayStation;;;;;;;;;;;;;;
Family Feud (USA);Family Feud (USA);Sony PlayStation;;2000;Hasbro;Puzzle;;;;;;;;;;
Family Game Pack (USA);Family Game Pack (USA);Sony PlayStation;;2000;3do;Puzzle;4+;;;;;;;;;
Family Games Compendium (Europe) (En,Fr,De,It);Family Games Compendium (Europe) (En,Fr,De,It);Sony PlayStation;;;;;;;;;;;;;;
Fantastic Four (USA);Fantastic Four (USA);Sony PlayStation;;1997;Acclaim;Fighting;4+;;;;;;;;;
Fatal Fury - Wild Ambition (USA);Fatal Fury - Wild Ambition (USA);Sony PlayStation;;1999;SNK;Fighting;2;;;;;;;;;
Fear Effect (USA);Fear Effect (USA);Sony PlayStation;;2000;Eidos;Adventure / Horror;1;;;;;;;;;
Fear Effect 2 - Retro Helix (USA) (v1.1);Fear Effect 2 - Retro Helix (USA) (v1.1);Sony PlayStation;;2001;Eidos;Adventure / Horror;1;;;;;;;;;
Felony 11-79 (USA);Felony 11-79 (USA);Sony PlayStation;;1997;ASCII;Racing;2;;;;;;;;;
Fifth Element, The (USA);Fifth Element, The (USA);Sony PlayStation;;1998;Activision;;;;;;;;;;;
Fighter Maker (USA);Fighter Maker (USA);Sony PlayStation;;1999;Agetec;Fighting;2;;;;;;;;;
Fighting Force (USA) (v1.2);Fighting Force (USA) (v1.2);Sony PlayStation;;1997;Eidos;Action / Fighting;2;;;;;;;;;
Fighting Force 2 (USA);Fighting Force 2 (USA);Sony PlayStation;;1999;Eidos;Action / Fighting;1;;;;;;;;;
Final Doom (USA);Final Doom (USA);Sony PlayStation;;1996;Midway Home Entertainment;Action / Shooter;;;;;;;;;;
Final Fantasy Anthology - Final Fantasy V (USA) (v1.1);Final Fantasy Anthology - Final Fantasy V (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
Final Fantasy Anthology - Final Fantasy VI (USA) (v1.1);Final Fantasy Anthology - Final Fantasy VI (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
Final Fantasy Chronicles - Chrono Trigger (USA) (v1.1);Final Fantasy Chronicles - Chrono Trigger (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
Final Fantasy Chronicles - Final Fantasy IV (USA) (v1.1);Final Fantasy Chronicles - Final Fantasy IV (USA) (v1.1);Sony PlayStation;;;;;;;;;;;;;;
Final Fantasy IX (USA) (v1.1);Final Fantasy IX (USA) (v1.1);Sony PlayStation;;2000;Squaresoft;Role-Playing;1;;;;;;;;;
Final Fantasy Origins (USA) (v1.1);Final Fantasy Origins (USA) (v1.1);Sony PlayStation;;2003;Square Enix;Role-Playing;1;;;;;;;;;
Final Fantasy Tactics (USA);Final Fantasy Tactics (USA);Sony PlayStation;;1998;Square;Role-Playing / Strategy;1;;;;;;;;;
Final Fantasy VII (USA);Final Fantasy VII (USA);Sony PlayStation;;1997;Square;Role-Playing;1;;;;;;;;;
Final Fantasy VIII (USA);Final Fantasy VIII (USA);Sony PlayStation;;1999;Square;Role-Playing;1;;;;;;;;;
Final Round, The (USA);Final Round, The (USA);Sony PlayStation;;1996;Konami;Sports;;;;;;;;;;
Firebugs (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi);Firebugs (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi);Sony PlayStation;;2002;Sony;Racing;2;;;;;;;;;
Firo & Klawd (Europe);Firo & Klawd (Europe);Sony PlayStation;;;;;;;;;;;;;;
Fisherman's Bait - A Bass Challenge (USA);Fisherman's Bait - A Bass Challenge (USA);Sony PlayStation;;1999;Konami;Sports;2;;;;;;;;;
Fisherman's Bait 2 - Big Ol' Bass (USA);Fisherman's Bait 2 - Big Ol' Bass (USA);Sony PlayStation;;1999;Konami;Sports;;;;;;;;;;
Flintstones, The - Bedrock Bowling (USA);Flintstones, The - Bedrock Bowling (USA);Sony PlayStation;;2000;SouthPeak;;;;;;;;;;;
Floating Runner - Quest for the 7 Crystals (USA);Floating Runner - Quest for the 7 Crystals (USA);Sony PlayStation;;1996;THQ;;;;;;;;;;;
Fluid (Europe);Fluid (Europe);Sony PlayStation;;;;;;;;;;;;;;
Flying Squadron (Europe);Flying Squadron (Europe);Sony PlayStation;;;Phoenix Games;Flight Simulator / Shooter;1;;;;;;;;;
Football Madness (Europe);Football Madness (Europe);Sony PlayStation;;2003;Phoenix Games;Sports;1;;;;;;;;;
Ford Racing (USA);Ford Racing (USA);Sony PlayStation;;2001;Empire Interactive;Racing;2;;;;;;;;;
Ford Truck Mania (USA);Ford Truck Mania (USA);Sony PlayStation;;2003;Gotham Games;Racing;;;;;;;;;;
Formula 1 (USA) (v1.1);Formula 1 (USA) (v1.1);Sony PlayStation;;1996;Psygnosis;Racing;;;;;;;;;;
Formula 1 98 (USA) (En,Fr,De,Es,It,Fi);Formula 1 98 (USA) (En,Fr,De,Es,It,Fi);Sony PlayStation;;1998;Psygnosis;Racing;;;;;;;;;;
Formula 1 Championship Edition (USA) (En,Fr,De,Es,It);Formula 1 Championship Edition (USA) (En,Fr,De,Es,It);Sony PlayStation;;1997;Psygnosis;Racing;;;;;;;;;;
Formula Karts - Special Edition (Europe) (En,De,Es,It);Formula Karts - Special Edition (Europe) (En,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Formula Nippon (Europe) (En,Es,It);Formula Nippon (Europe) (En,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Formula One 2000 (USA);Formula One 2000 (USA);Sony PlayStation;;2000;Midway;Racing;;;;;;;;;;
Formula One 2001 (Europe) (En,Fi);Formula One 2001 (Europe) (En,Fi);Sony PlayStation;;;;Racing;2;;;;;;;;;
Formula One 99 (USA) (En,Fr,Es);Formula One 99 (USA) (En,Fr,Es);Sony PlayStation;;1999;Psygnosis;Racing;;;;;;;;;;
Forsaken (USA);Forsaken (USA);Sony PlayStation;;1998;Acclaim;Action / Shooter;2;;;;;;;;;
Fox Hunt (USA);Fox Hunt (USA);Sony PlayStation;;1996;Capcom;;;;;;;;;;;
FoxKids.com - Micro Maniacs Racing (USA);FoxKids.com - Micro Maniacs Racing (USA);Sony PlayStation;;;;;;;;;;;;;;
Frank Thomas Big Hurt Baseball (USA);Frank Thomas Big Hurt Baseball (USA);Sony PlayStation;;;;;;;;;;;;;;
Freestyle Boardin' '99 (USA);Freestyle Boardin' '99 (USA);Sony PlayStation;;1999;Capcom;Sports;;;;;;;;;;
Freestyle Motocross - McGrath vs. Pastrana (USA);Freestyle Motocross - McGrath vs. Pastrana (USA);Sony PlayStation;;2000;Acclaim;Racing / Sports;;;;;;;;;;
Frenzy! (Europe);Frenzy! (Europe);Sony PlayStation;;;;;;;;;;;;;;
Frogger (USA);Frogger (USA);Sony PlayStation;;1997;Hasbro;Action;1;;;;;;;;;
Frogger 2 - Swampy's Revenge (USA);Frogger 2 - Swampy's Revenge (USA);Sony PlayStation;;2000;Hasbro;Action;2;;;;;;;;;
Front Mission 3 (USA);Front Mission 3 (USA);Sony PlayStation;;2000;Square EA;Role-Playing / Strategy;1;;;;;;;;;
Future Cop - L.A.P.D. (USA);Future Cop - L.A.P.D. (USA);Sony PlayStation;;1998;Electronic Arts;Action;2;;;;;;;;;
Future Racer (Europe);Future Racer (Europe);Sony PlayStation;;2002;Midas;Racing;1;;;;;;;;;
G-Police (USA);G-Police (USA);Sony PlayStation;;1997;Sony;Flight Simulator / Shooter;1;;;;;;;;;
G-Police - Weapons of Justice (USA);G-Police - Weapons of Justice (USA);Sony PlayStation;;1999;Psygnosis;;;;;;;;;;;
G. Darius (USA);G. Darius (USA);Sony PlayStation;;1998;THQ;Shooter;1;;;;;;;;;
GP Challenge (Europe) (En,Fr,De,It);GP Challenge (Europe) (En,Fr,De,It);Sony PlayStation;;;;;;;;;;;;;;
Gaia Seed (Japan);Gaia Seed (Japan);Sony PlayStation;;;;;;;;;;;;;;
Galaga - Destination Earth (USA);Galaga - Destination Earth (USA);Sony PlayStation;;2000;Hasbro;Shooter;2;;;;;;;;;
Galaxian^3 (Europe);Galaxian^3 (Europe);Sony PlayStation;;1996;Namco;Shooter;1;;;;;;;;;
Galaxy Fight (Europe);Galaxy Fight (Europe);Sony PlayStation;;;;;;;;;;;;;;
Galerians (USA);Galerians (USA);Sony PlayStation;;2000;Crave;;;;;;;;;;;
Gallop Racer (USA);Gallop Racer (USA);Sony PlayStation;;1999;Tecmo;Racing;1;;;;;;;;;
Game of Life, The (USA);Game of Life, The (USA);Sony PlayStation;;1998;Hasbro;;;;;;;;;;;
Gauntlet Legends (USA);Gauntlet Legends (USA);Sony PlayStation;;2000;Midway;Action;2;;;;;;;;;
Gekido - Urban Fighters (USA);Gekido - Urban Fighters (USA);Sony PlayStation;;2000;Infogrames;Fighting;4+;;;;;;;;;
Gekioh - Shooting King (USA);Gekioh - Shooting King (USA);Sony PlayStation;;2002;Natsume;Shooter;2;;;;;;;;;
Geom Cube (USA);Geom Cube (USA);Sony PlayStation;;1995;Technos;Puzzle;2;;;;;;;;;
Gex (USA);Gex (USA);Sony PlayStation;;;;;;;;;;;;;;
Gex - Enter the Gecko (USA);Gex - Enter the Gecko (USA);Sony PlayStation;;1998;Midway;Action / Platform;1;;;;;;;;;
Gex 3 - Deep Cover Gecko (USA);Gex 3 - Deep Cover Gecko (USA);Sony PlayStation;;1999;Eidos Interactive;Platform;1;;;;;;;;;
Ghost in the Shell (USA);Ghost in the Shell (USA);Sony PlayStation;;1997;THQ;Action / Shooter;;;;;;;;;;
Ghoul Panic (Europe) (En,Fr,De,Es,It);Ghoul Panic (Europe) (En,Fr,De,Es,It);Sony PlayStation;;2000;SCEE;Action / Shooter;1;;;;;;;;;
Global Domination (Europe);Global Domination (Europe);Sony PlayStation;;;;;;;;;;;;;;
Glover (USA);Glover (USA);Sony PlayStation;;1999;Hasbro;;;;;;;;;;;
Goal Storm '97 (USA);Goal Storm '97 (USA);Sony PlayStation;;1997;Konami;Sports;;;;;;;;;;
Goal Storm (USA);Goal Storm (USA);Sony PlayStation;;1996;Konami;Sports;;;;;;;;;;
Gold and Glory - The Road to El Dorado (USA);Gold and Glory - The Road to El Dorado (USA);Sony PlayStation;;2000;Ubi Soft;Adventure;;;;;;;;;;
Golden Nugget (USA);Golden Nugget (USA);Sony PlayStation;;;;;;;;;;;;;;
Goldie (Europe) (En,Fr,De,Nl);Goldie (Europe) (En,Fr,De,Nl);Sony PlayStation;;;;;;;;;;;;;;
Gradius Deluxe Pack (Japan);Gradius Deluxe Pack (Japan);Sony PlayStation;;1996;Konami;Shooter;2;;;;;;;;;
Gradius Gaiden (Japan);Gradius Gaiden (Japan);Sony PlayStation;;1997;Konami;Shooter;;;;;;;;;;
Gran Turismo (USA) (v1.1);Gran Turismo (USA) (v1.1);Sony PlayStation;;1997;Sony Computer Entertainment;Racing;2;;;;;;;;;
Gran Turismo 2 (USA) (Arcade Mode) (v1.1);Gran Turismo 2 (USA) (Arcade Mode) (v1.1);Sony PlayStation;;1999;Sony Computer Entertainment;Racing;2;;;;;;;;;
Gran Turismo 2 (USA) (Simulation Mode) (v1.2);Gran Turismo 2 (USA) (Simulation Mode) (v1.2);Sony PlayStation;;1999;Sony Computer Entertainment;Racing;2;;;;;;;;;
Grand Slam (USA);Grand Slam (USA);Sony PlayStation;;;;;;;;;;;;;;
Grand Theft Auto (USA);Grand Theft Auto (USA);Sony PlayStation;;1997;Take-Two Interactive;Action;1;;;;;;;;;
Grand Theft Auto - London 1969 (Europe) (En,Fr,De,It);Grand Theft Auto - London 1969 (Europe) (En,Fr,De,It);Sony PlayStation;;1999;Rockstar Games;Action / Racing;1;;;;;;;;;
Grand Theft Auto 2 (USA);Grand Theft Auto 2 (USA);Sony PlayStation;;1999;Rockstar;Action;1;;;;;;;;;
Grandia (USA);Grandia (USA);Sony PlayStation;;1999;Sony Computer Entertainment;Role-Playing;1;;;;;;;;;
Granstream Saga, The (USA);Granstream Saga, The (USA);Sony PlayStation;;1998;THQ;Action / Role-Playing;1;;;;;;;;;
Grid Runner (USA);Grid Runner (USA);Sony PlayStation;;1996;Virgin Interactive;;;;;;;;;;;
Grinch, The (USA) (En,Fr,Es);Grinch, The (USA) (En,Fr,Es);Sony PlayStation;;2000;Konami;;;;;;;;;;;
Grind Session (USA);Grind Session (USA);Sony PlayStation;;2000;Sony;Sports;;;;;;;;;;
Grudge Warriors (USA);Grudge Warriors (USA);Sony PlayStation;;2000;Take 2 Interactive;;;;;;;;;;;
Guardian of Darkness, The (Europe) (En,Fr,De,Es,It);Guardian of Darkness, The (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Guardian's Crusade (USA);Guardian's Crusade (USA);Sony PlayStation;;1999;Activision;Role-Playing;1;;;;;;;;;
Gubble (USA);Gubble (USA);Sony PlayStation;;2002;Mud Duck;;;;;;;;;;;
Guilty Gear (USA) (v1.0);Guilty Gear (USA) (v1.0);Sony PlayStation;;1998;Atlus;Action / Fighting;2;;;;;;;;;
Gunbare! The Game Paradise 2 (Japan);Gunbare! The Game Paradise 2 (Japan);Sony PlayStation;;;;;;;;;;;;;;
Gunbird (Japan);Gunbird (Japan);Sony PlayStation;;;;;;;;;;;;;;
Gundam Battle Assault (USA);Gundam Battle Assault (USA);Sony PlayStation;;2000;Bandai;Fighting;2;;;;;;;;;
Gundam Battle Assault 2 (USA);Gundam Battle Assault 2 (USA);Sony PlayStation;;2002;Bandai;Fighting;2;;;;;;;;;
Gunfighter - The Legend of Jesse James (USA);Gunfighter - The Legend of Jesse James (USA);Sony PlayStation;;2001;Ubi Soft;Shooter;;;;;;;;;;
Gungage (Europe);Gungage (Europe);Sony PlayStation;;1999;Konami Co., Ltd.;Shooter;1;;;;;;;;;
Gunship (USA);Gunship (USA);Sony PlayStation;;1996;MicroProse;Action / Flight Simulator;;;;;;;;;;
HBO Boxing (USA);HBO Boxing (USA);Sony PlayStation;;2000;Acclaim;Fighting / Sports;;;;;;;;;;
Hard Boiled (Europe);Hard Boiled (Europe);Sony PlayStation;;;;;;;;;;;;;;
HardBall '99 (USA);HardBall '99 (USA);Sony PlayStation;;1998;Accolade;Sports;;;;;;;;;;
HardBall 5 (USA);HardBall 5 (USA);Sony PlayStation;;;Accolade;Sports;;;;;;;;;;
