#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Vs. (USA);Vs. (USA);Sony PlayStation;;;;;;;;;;;;;;
Sampras Extreme Tennis (Europe) (En,Fr,De,Es,It);Sampras Extreme Tennis (Europe) (En,Fr,De,Es,It);Sony PlayStation;;1996;Sportsmaster World Class Player;Sports;4+;;;;;;;;;
Samurai Shodown - Warriors Rage (USA);Samurai Shodown - Warriors Rage (USA);Sony PlayStation;;2000;SNK;Fighting;2;;;;;;;;;
Samurai Shodown III - Blades of Blood (USA);Samurai Shodown III - Blades of Blood (USA);Sony PlayStation;;1996;Sony;Fighting;2;;;;;;;;;
San Francisco Rush - Extreme Racing (USA);San Francisco Rush - Extreme Racing (USA);Sony PlayStation;;1998;Midway;Racing;;;;;;;;;;
Santa Claus Saves the Earth (Europe);Santa Claus Saves the Earth (Europe);Sony PlayStation;;;;;;;;;;;;;;
Scooby-Doo and the Cyber Chase (USA);Scooby-Doo and the Cyber Chase (USA);Sony PlayStation;;2001;THQ;Adventure;1;;;;;;;;;
Scrabble (USA);Scrabble (USA);Sony PlayStation;;;;;;;;;;;;;;
Sea-Doo Hydro Cross (USA);Sea-Doo Hydro Cross (USA);Sony PlayStation;;;;;;;;;;;;;;
Sentient (USA);Sentient (USA);Sony PlayStation;;1997;Psygnosis;Adventure;1;;;;;;;;;
Sentinel Returns (USA);Sentinel Returns (USA);Sony PlayStation;;1998;Psygnosis;Action / Strategy;;;;;;;;;;
Sesame Street - Elmo's Letter Adventure (USA);Sesame Street - Elmo's Letter Adventure (USA);Sony PlayStation;;;;;;;;;;;;;;
Sesame Street - Elmo's Number Journey (USA);Sesame Street - Elmo's Number Journey (USA);Sony PlayStation;;;;;;;;;;;;;;
Sesame Street Sports (USA);Sesame Street Sports (USA);Sony PlayStation;;2001;NewKidCo;Sports;;;;;;;;;;
Sexy Parodius (Japan);Sexy Parodius (Japan);Sony PlayStation;;1996;Konami;Adventure / Shooter;2;;;;;;;;;
Shadow Madness (USA);Shadow Madness (USA);Sony PlayStation;;1999;Crave;;;;;;;;;;;
Shadow Man (USA);Shadow Man (USA);Sony PlayStation;;1999;Acclaim;;;;;;;;;;;
Shadow Master (USA);Shadow Master (USA);Sony PlayStation;;1997;Psygnosis;;;;;;;;;;;
Shadow Tower (USA);Shadow Tower (USA);Sony PlayStation;;1999;Agetec;Adventure / Role-Playing;1;;;;;;;;;
Shanghai - True Valor (USA);Shanghai - True Valor (USA);Sony PlayStation;;1999;SunSoft;Puzzle;;;;;;;;;;
Shaolin (Europe);Shaolin (Europe);Sony PlayStation;;2000;THQ;Adventure / Fighting;4+;;;;;;;;;
Sheep (USA);Sheep (USA);Sony PlayStation;;2000;Empire Interactive;Puzzle / Strategy;;;;;;;;;;
Shellshock (USA);Shellshock (USA);Sony PlayStation;;1996;U.S. Gold;;;;;;;;;;;
Shipwreckers! (USA);Shipwreckers! (USA);Sony PlayStation;;1997;Psygnosis;Action;2;;;;;;;;;
Shockwave - Operation JumpGate (USA);Shockwave - Operation JumpGate (USA);Sony PlayStation;;1996;EA, electronic arts;Action / Shooter;;;;;;;;;;
Shockwave Assault (USA);Shockwave Assault (USA);Sony PlayStation;;1995;Electronic Arts;;;;;;;;;;;
Shrek Treasure Hunt (USA);Shrek Treasure Hunt (USA);Sony PlayStation;;2002;TDK;;;;;;;;;;;
Silent Bomber (USA);Silent Bomber (USA);Sony PlayStation;;2000;Bandai America;Action;1;;;;;;;;;
Silent Hill (USA);Silent Hill (USA);Sony PlayStation;;1999;Konami Digital Entertainment;Action / Horror;1;;;;;;;;;
Silhouette Mirage (USA);Silhouette Mirage (USA);Sony PlayStation;;1999;Spaz (Working Designs);Action / Shooter;1;;;;;;;;;
Silverload (USA);Silverload (USA);Sony PlayStation;;1996;Vic Tokai;Adventure;;;;;;;;;;
Sim Theme Park (USA);Sim Theme Park (USA);Sony PlayStation;;1999;EA, electronic arts;Construction and Management Simulation;;;;;;;;;;
SimCity 2000 (USA);SimCity 2000 (USA);Sony PlayStation;;1996;Maxis;Construction and Management Simulation;1;;;;;;;;;
Simpsons, The - Wrestling (USA);Simpsons, The - Wrestling (USA);Sony PlayStation;;2001;Activision;Fighting;2;;;;;;;;;
Sitting Ducks (Europe) (En,Fr,De,Es,It,Nl);Sitting Ducks (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;
Skeleton Warriors (USA);Skeleton Warriors (USA);Sony PlayStation;;1996;Playmates Interactive;Action;1;;;;;;;;;
Ski Air Mix (Europe);Ski Air Mix (Europe);Sony PlayStation;;;;;;;;;;;;;;
Skullmonkeys (USA);Skullmonkeys (USA);Sony PlayStation;;1998;Electronic Arts;Platform;1;;;;;;;;;
Sky Sports Football Quiz (Europe);Sky Sports Football Quiz (Europe);Sony PlayStation;;;;;;;;;;;;;;
Sky Sports Football Quiz - Season 02 (Europe);Sky Sports Football Quiz - Season 02 (Europe);Sony PlayStation;;;;;;;;;;;;;;
Skydiving Extreme (USA);Skydiving Extreme (USA);Sony PlayStation;;2001;Natsume;Sports;2;;;;;;;;;
Slam 'n Jam '96 featuring Magic & Kareem (USA);Slam 'n Jam '96 featuring Magic & Kareem (USA);Sony PlayStation;;1996;Crystal Dynamics;Sports;;;;;;;;;;
Slamscape (USA);Slamscape (USA);Sony PlayStation;;1996;Viacom New Media;Action / Shooter;;;;;;;;;;
Sled Storm (USA);Sled Storm (USA);Sony PlayStation;;1999;Electronic Arts;Racing;2;;;;;;;;;
Slots (USA);Slots (USA);Sony PlayStation;;2003;Activision;;;;;;;;;;;
Small Soldiers (USA);Small Soldiers (USA);Sony PlayStation;;1998;Electronic Arts;Action;;;;;;;;;;
Smurf Racer! (USA) (En,Fr,Es);Smurf Racer! (USA) (En,Fr,Es);Sony PlayStation;;2001;Infogrames;Racing;;;;;;;;;;
Smurfs, The (USA) (En,Fr,Es);Smurfs, The (USA) (En,Fr,Es);Sony PlayStation;;1999;Infogrames;;;;;;;;;;;
SnoCross Championship Racing (USA);SnoCross Championship Racing (USA);Sony PlayStation;;2000;Crave;Racing;2;;;;;;;;;
Snow Racer 98 (Europe) (En,Fr,De);Snow Racer 98 (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Snowboarding (USA);Snowboarding (USA);Sony PlayStation;;2000;Agetec;Sports;;;;;;;;;;
Soccer '97 (Europe) (En,Fr,De,Es,It);Soccer '97 (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Soccer Kid (Europe);Soccer Kid (Europe);Sony PlayStation;;;;;;;;;;;;;;
Sol Divide (USA);Sol Divide (USA);Sony PlayStation;;2003;XS Games;Fighting;2;;;;;;;;;
Sonic Wings Special (Europe);Sonic Wings Special (Europe);Sony PlayStation;;1996;MediaQuest;Shooter;2;;;;;;;;;
Sorcerer's Maze (USA);Sorcerer's Maze (USA);Sony PlayStation;;2003;XS Games;;;;;;;;;;;
Soukyuu Gurentai - Oubushutsugeki (Japan);Soukyuu Gurentai - Oubushutsugeki (Japan);Sony PlayStation;;;;;;;;;;;;;;
Soul Blade (USA) (v1.1);Soul Blade (USA) (v1.1);Sony PlayStation;;1997;Namco;Fighting;2;;;;;;;;;
Soul of the Samurai (USA);Soul of the Samurai (USA);Sony PlayStation;;1999;Konami;Action / Fighting;1;;;;;;;;;
South Park (USA);South Park (USA);Sony PlayStation;;1999;Acclaim;Action;;;;;;;;;;
South Park - Chef's Luv Shack (USA);South Park - Chef's Luv Shack (USA);Sony PlayStation;;1999;Acclaim;Puzzle;;;;;;;;;;
South Park Rally (USA);South Park Rally (USA);Sony PlayStation;;2000;Acclaim;Racing;;;;;;;;;;
Soviet Strike (USA);Soviet Strike (USA);Sony PlayStation;;1996;Electronic Arts;Flight Simulator / Shooter;1;;;;;;;;;
Space Debris (Europe);Space Debris (Europe);Sony PlayStation;;2000;SCEE;Action;1;;;;;;;;;
Space Griffon VF-9 (USA);Space Griffon VF-9 (USA);Sony PlayStation;;1995;Panther;;;;;;;;;;;
Space Hulk - Vengeance of the Blood Angels (USA);Space Hulk - Vengeance of the Blood Angels (USA);Sony PlayStation;;1996;Electronic Arts;Shooter / Strategy;;;;;;;;;;
Space Invaders (USA);Space Invaders (USA);Sony PlayStation;;1999;Activision;Action;;;;;;;;;;
Space Jam (USA);Space Jam (USA);Sony PlayStation;;1995;Acclaim;Action / Sports;1;;;;;;;;;
Space Rider (Europe);Space Rider (Europe);Sony PlayStation;;;;;;;;;;;;;;
Space Shot (USA);Space Shot (USA);Sony PlayStation;;2001;A1 Games;;;;;;;;;;;
Spawn - The Eternal (USA);Spawn - The Eternal (USA);Sony PlayStation;;1997;Sony;Action / Fighting;;;;;;;;;;
Spec Ops - Airborne Commando (USA);Spec Ops - Airborne Commando (USA);Sony PlayStation;;2002;Gotham Games;Action / Shooter;;;;;;;;;;
Spec Ops - Covert Assault (USA);Spec Ops - Covert Assault (USA);Sony PlayStation;;2001;Take 2 Interactive;Action / Shooter;;;;;;;;;;
Spec Ops - Ranger Elite (USA);Spec Ops - Ranger Elite (USA);Sony PlayStation;;2001;Take 2 Interactive;Action / Shooter;;;;;;;;;;
Spec Ops - Stealth Patrol (USA);Spec Ops - Stealth Patrol (USA);Sony PlayStation;;2000;Take 2 Interactive;Action / Shooter;2;;;;;;;;;
Speed Machines (Europe);Speed Machines (Europe);Sony PlayStation;;;;;;;;;;;;;;
Speed Punks (USA);Speed Punks (USA);Sony PlayStation;;2000;Sony;Racing;;;;;;;;;;
Speed Racer (USA);Speed Racer (USA);Sony PlayStation;;1998;Jaleco;Racing;1;;;;;;;;;
Speedball 2100 (USA);Speedball 2100 (USA);Sony PlayStation;;2000;Empire Interactive;Sports;;;;;;;;;;
Spice World (USA);Spice World (USA);Sony PlayStation;;1998;Sony;Music;1;;;;;;;;;
Spider - The Video Game (USA);Spider - The Video Game (USA);Sony PlayStation;;1997;Take 2 Interactive;Platform;;;;;;;;;;
Spider-Man (USA);Spider-Man (USA);Sony PlayStation;;2001;Activision;Action;1;;;;;;;;;
Spider-Man 2 - Enter - Electro (USA);Spider-Man 2 - Enter - Electro (USA);Sony PlayStation;;2001;Activision;Action / Adventure;1;;;;;;;;;
Spin Jam (USA);Spin Jam (USA);Sony PlayStation;;2000;Empire Interactive;Puzzle;;;;;;;;;;
Sports Car GT (USA);Sports Car GT (USA);Sony PlayStation;;1999;Electronic Arts;Racing / Sports;;;;;;;;;;
Sports Superbike (Europe) (En,Fr,De,It);Sports Superbike (Europe) (En,Fr,De,It);Sony PlayStation;;2000;Midas Interactive Entertainment;Racing;1;;;;;;;;;
Sports Superbike 2 (USA);Sports Superbike 2 (USA);Sony PlayStation;;2002;Mud Duck;Racing;;;;;;;;;;
Spot Goes to Hollywood (USA);Spot Goes to Hollywood (USA);Sony PlayStation;;1996;Virgin;Platform;;;;;;;;;;
Spyro - Year of the Dragon (USA) (v1.1);Spyro - Year of the Dragon (USA) (v1.1);Sony PlayStation;;2000;Sony;Platform;1;;;;;;;;;
Spyro 2 - Ripto's Rage! (USA);Spyro 2 - Ripto's Rage! (USA);Sony PlayStation;;1999;Sony;Platform;1;;;;;;;;;
Spyro the Dragon (USA);Spyro the Dragon (USA);Sony PlayStation;;1998;Sony;Platform;1;;;;;;;;;
Stahlfeder (Japan);Stahlfeder (Japan);Sony PlayStation;;;;;;;;;;;;;;
Star Fighter (USA);Star Fighter (USA);Sony PlayStation;;1996;Acclaim;;;;;;;;;;;
Star Gladiator - Episode 1 - Final Crusade (USA);Star Gladiator - Episode 1 - Final Crusade (USA);Sony PlayStation;;1996;Capcom;Fighting;;;;;;;;;;
Star Ixiom (Europe);Star Ixiom (Europe);Sony PlayStation;;;;;;;;;;;;;;
Star Ocean - The Second Story (USA);Star Ocean - The Second Story (USA);Sony PlayStation;;1999;Enix;Role-Playing;1;;;;;;;;;
Star Trek - Invasion (USA);Star Trek - Invasion (USA);Sony PlayStation;;2000;Activision;Shooter;;;;;;;;;;
Star Wars - Dark Forces (USA);Star Wars - Dark Forces (USA);Sony PlayStation;;2006;LucasArts;Shooter;1;;;;;;;;;
Star Wars - Demolition (USA);Star Wars - Demolition (USA);Sony PlayStation;;2000;LucasArts;Sports;;;;;;;;;;
Star Wars - Episode I - Jedi Power Battles (USA);Star Wars - Episode I - Jedi Power Battles (USA);Sony PlayStation;;2000;LucasArts;Action / Fighting / Platform;2;;;;;;;;;
Star Wars - Episode I - The Phantom Menace (USA);Star Wars - Episode I - The Phantom Menace (USA);Sony PlayStation;;1999;LucasArts;Action / Adventure / Role-Playing;1;;;;;;;;;
Star Wars - Masters of Teras Kasi (USA);Star Wars - Masters of Teras Kasi (USA);Sony PlayStation;;;;;;;;;;;;;;
Star Wars - Rebel Assault II - The Hidden Empire (USA);Star Wars - Rebel Assault II - The Hidden Empire (USA);Sony PlayStation;;1996;LucasArts;Action / Shooter;;;;;;;;;;
Starblade Alpha (USA);Starblade Alpha (USA);Sony PlayStation;;1996;Namco;Shooter;;;;;;;;;;
Starfighter Sanvein (USA);Starfighter Sanvein (USA);Sony PlayStation;;;;;;;;;;;;;;
Starwinder - The Ultimate Space Race (USA);Starwinder - The Ultimate Space Race (USA);Sony PlayStation;;;;;;;;;;;;;;
Steel Harbinger (USA);Steel Harbinger (USA);Sony PlayStation;;1996;Mindscape;Action;1;;;;;;;;;
Steel Reign (USA);Steel Reign (USA);Sony PlayStation;;1997;Sony;Action;;;;;;;;;;
Stock Car Racer (Europe);Stock Car Racer (Europe);Sony PlayStation;;;;;;;;;;;;;;
Streak Hoverboard Racing (USA);Streak Hoverboard Racing (USA);Sony PlayStation;;1998;GT Interactive;Action;;;;;;;;;;
Street Fighter - The Movie (USA);Street Fighter - The Movie (USA);Sony PlayStation;;1995;Acclaim;Fighting;2;;;;;;;;;
Street Fighter Alpha - Warriors' Dreams (USA);Street Fighter Alpha - Warriors' Dreams (USA);Sony PlayStation;;1995;Capcom;Fighting;;;;;;;;;;
Street Fighter Alpha 2 (USA);Street Fighter Alpha 2 (USA);Sony PlayStation;;1996;Capcom;Fighting;2;;;;;;;;;
Street Fighter Alpha 3 (USA);Street Fighter Alpha 3 (USA);Sony PlayStation;;1999;Capcom;Fighting;2;;;;;;;;;
Street Fighter Collection (USA);Street Fighter Collection (USA);Sony PlayStation;;1997;Capcom;Fighting;2;;;;;;;;;
Street Fighter Collection 2 (USA);Street Fighter Collection 2 (USA);Sony PlayStation;;1998;Capcom;Fighting;2;;;;;;;;;
Street Fighter EX Plus Alpha (USA);Street Fighter EX Plus Alpha (USA);Sony PlayStation;;1997;Capcom;Fighting;2;;;;;;;;;
Street Fighter EX2 Plus (USA);Street Fighter EX2 Plus (USA);Sony PlayStation;;1999;Capcom;Fighting;2;;;;;;;;;
Street Racer (USA);Street Racer (USA);Sony PlayStation;;1996;Ubi Soft;Racing;4+;;;;;;;;;
Street Racquetball (USA);Street Racquetball (USA);Sony PlayStation;;2003;Agetec;Sports;2;;;;;;;;;
Street Scooters (Europe) (En,Fr,De,Es,It);Street Scooters (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Street Sk8er (USA);Street Sk8er (USA);Sony PlayStation;;1999;Electronic Arts;Racing / Sports;;;;;;;;;;
Street Sk8er 2 (USA);Street Sk8er 2 (USA);Sony PlayStation;;2000;Electronic Arts;Sports;;;;;;;;;;
Strider (USA);Strider (USA);Sony PlayStation;;2000;Capcom;Action / Platform;;;;;;;;;;
Strider 2 (USA);Strider 2 (USA);Sony PlayStation;;2000;Capcom;Action;2;;;;;;;;;
Strike Force Hydra (Europe);Strike Force Hydra (Europe);Sony PlayStation;;;;;;;;;;;;;;
Strike Point (USA);Strike Point (USA);Sony PlayStation;;1996;American Technos;;2;;;;;;;;;
Striker 96 (USA);Striker 96 (USA);Sony PlayStation;;1996;Acclaim;Sports;;;;;;;;;;
Striker Pro 2000 (USA);Striker Pro 2000 (USA);Sony PlayStation;;;Infogrames;Sports;;;;;;;;;;
Strikers 1945 (USA);Strikers 1945 (USA);Sony PlayStation;;2001;Agetec;Action;2;;;;;;;;;
Strikers 1945 II (Japan);Strikers 1945 II (Japan);Sony PlayStation;;;Psikyo;Action / Shooter;1;;;;;;;;;
Stuart Little 2 (USA);Stuart Little 2 (USA);Sony PlayStation;;2002;SCE;;;;;;;;;;;
Submarine Commander (Europe);Submarine Commander (Europe);Sony PlayStation;;;;;;;;;;;;;;
Suikoden (USA) (v1.1);Suikoden (USA) (v1.1);Sony PlayStation;;1995;Konami;Role-Playing;1;;;;;;;;;
Suikoden II (USA);Suikoden II (USA);Sony PlayStation;;1999;Konami;Role-Playing;1;;;;;;;;;
Super Bubble Pop (USA);Super Bubble Pop (USA);Sony PlayStation;;2002;Jaleco;Puzzle;;;;;;;;;;
Super Dropzone - Intergalactic Rescue Mission (Europe);Super Dropzone - Intergalactic Rescue Mission (Europe);Sony PlayStation;;;;;;;;;;;;;;
Super Football Champ (Europe);Super Football Champ (Europe);Sony PlayStation;;;;;;;;;;;;;;
Super Match Soccer (Europe) (En,Fr,De,Es,It);Super Match Soccer (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Super Puzzle Fighter II Turbo (USA);Super Puzzle Fighter II Turbo (USA);Sony PlayStation;;1996;Capcom;Puzzle;2;;;;;;;;;
Super Shot Soccer (USA);Super Shot Soccer (USA);Sony PlayStation;;2002;Tecmo;Sports;;;;;;;;;;
SuperCross Circuit (USA);SuperCross Circuit (USA);Sony PlayStation;;;Sony;Racing / Sports;;;;;;;;;;
Superbike Masters (Europe);Superbike Masters (Europe);Sony PlayStation;;;Phoenix Games;Racing;1;;;;;;;;;
Superstar Dance Club - #1 Hits!!! (USA);Superstar Dance Club - #1 Hits!!! (USA);Sony PlayStation;;;;;;;;;;;;;;
Surf Riders (USA);Surf Riders (USA);Sony PlayStation;;2000;Ubi Soft;Sports;;;;;;;;;;
Sven-Goran Eriksson's World Challenge (Europe);Sven-Goran Eriksson's World Challenge (Europe);Sony PlayStation;;;;;;;;;;;;;;
Sven-Goran Eriksson's World Manager (Europe);Sven-Goran Eriksson's World Manager (Europe);Sony PlayStation;;;;;;;;;;;;;;
Swagman (USA);Swagman (USA);Sony PlayStation;;;Eidos;Adventure / Puzzle;;;;;;;;;;
Sword of Camelot, The (Europe) (En,Fr,De,Nl);Sword of Camelot, The (Europe) (En,Fr,De,Nl);Sony PlayStation;;;;;;;;;;;;;;
Sydney 2000 (USA);Sydney 2000 (USA);Sony PlayStation;;2000;Eidos;Sports;;;;;;;;;;
Syndicate Wars (USA);Syndicate Wars (USA);Sony PlayStation;;1997;Eidos;;;;;;;;;;;
Syphon Filter (USA) (v1.1);Syphon Filter (USA) (v1.1);Sony PlayStation;;1999;989;Action / Stealth;1;;;;;;;;;
Syphon Filter 2 (USA);Syphon Filter 2 (USA);Sony PlayStation;;2000;989;Shooter / Stealth;2;;;;;;;;;
Syphon Filter 3 (USA);Syphon Filter 3 (USA);Sony PlayStation;;2001;Sony Computer Entertainment;Shooter / Stealth;1;;;;;;;;;
T'ai Fu - Wrath of the Tiger (USA);T'ai Fu - Wrath of the Tiger (USA);Sony PlayStation;;1999;Activision;Action;2;;;;;;;;;
T.R.A.G. - Mission of Mercy (USA);T.R.A.G. - Mission of Mercy (USA);Sony PlayStation;;;;;;;;;;;;;;
TNN Motor Sports HardCore 4X4 (USA);TNN Motor Sports HardCore 4X4 (USA);Sony PlayStation;;1996;ASC;Racing;;;;;;;;;;
TOCA 2 Touring Car Challenge (USA) (En,Fr,Es);TOCA 2 Touring Car Challenge (USA) (En,Fr,Es);Sony PlayStation;;1999;Codemasters;Racing;2;;;;;;;;;
TOCA Championship Racing (USA) (En,Es);TOCA Championship Racing (USA) (En,Es);Sony PlayStation;;;;;;;;;;;;;;
Tactics Ogre (USA);Tactics Ogre (USA);Sony PlayStation;;;;;;;;;;;;;;
Tail Concerto (USA);Tail Concerto (USA);Sony PlayStation;;1998;Atlus Co.;Action / Platform;1;;;;;;;;;
Tail of the Sun (USA);Tail of the Sun (USA);Sony PlayStation;;1997;ArtDink;;;;;;;;;;;
Tales of Destiny (USA);Tales of Destiny (USA);Sony PlayStation;;1998;Namco;Role-Playing;1;;;;;;;;;
Tales of Destiny II (USA);Tales of Destiny II (USA);Sony PlayStation;;2001;Namco;Role-Playing;1;;;;;;;;;
Tall - Infinity (USA);Tall - Infinity (USA);Sony PlayStation;;2003;Agetec;Puzzle;;;;;;;;;;
Tank Racer (Europe) (En,Fr,De,Es,It);Tank Racer (Europe) (En,Fr,De,Es,It);Sony PlayStation;;1999;Grolier Interactive;Action / Racing;1;;;;;;;;;
Team Buddies (USA);Team Buddies (USA);Sony PlayStation;;2000;Midway Games;Action / Puzzle;4+;;;;;;;;;
Team Losi RC Racer (USA);Team Losi RC Racer (USA);Sony PlayStation;;1998;Fox Interactive;Racing;2;;;;;;;;;
TechnoMage - Return of Eternity (Europe);TechnoMage - Return of Eternity (Europe);Sony PlayStation;;2001;Sunflowers;Role-Playing;1;;;;;;;;;
Tecmo Stackers (USA);Tecmo Stackers (USA);Sony PlayStation;;1997;Tecmo;Puzzle;2;;;;;;;;;
Tecmo Super Bowl (USA);Tecmo Super Bowl (USA);Sony PlayStation;;1996;Tecmo;Sports;;;;;;;;;;
Tecmo World Golf - Japan (USA);Tecmo World Golf - Japan (USA);Sony PlayStation;;;;;;;;;;;;;;
Tecmo's Deception - Invitation to Darkness (USA);Tecmo's Deception - Invitation to Darkness (USA);Sony PlayStation;;1996;Tecmo;Horror / Role-Playing / Strategy;1;;;;;;;;;
Tekken (USA);Tekken (USA);Sony PlayStation;;1995;Namco;Fighting;2;;;;;;;;;
Tekken 2 (USA) (v1.1);Tekken 2 (USA) (v1.1);Sony PlayStation;;1996;Namco;Fighting;2;;;;;;;;;
Tekken 3 (USA);Tekken 3 (USA);Sony PlayStation;;1997;Namco;Fighting;2;;;;;;;;;
Tempest X3 (USA);Tempest X3 (USA);Sony PlayStation;;1996;Interplay;Action;;;;;;;;;;
Ten Pin Alley (USA);Ten Pin Alley (USA);Sony PlayStation;;1996;ASC;Sports;;;;;;;;;;
Tenchu - Stealth Assassins (USA) (v1.1);Tenchu - Stealth Assassins (USA) (v1.1);Sony PlayStation;;1998;Activision;Action / Adventure;1;;;;;;;;;
Tenchu 2 - Birth of the Stealth Assassins (USA);Tenchu 2 - Birth of the Stealth Assassins (USA);Sony PlayStation;;2000;Activision;Action / Stealth;1;;;;;;;;;
Tennis (USA);Tennis (USA);Sony PlayStation;;2001;A1 Games;Sports;4+;;;;;;;;;
Tennis Arena (USA);Tennis Arena (USA);Sony PlayStation;;1998;Ubi Soft;Sports;;;;;;;;;;
Terracon (Europe) (En,Fr,De,Es,It);Terracon (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Terry Pratchett's Discworld (USA);Terry Pratchett's Discworld (USA);Sony PlayStation;;;;;;;;;;;;;;
Test Drive 4 (USA);Test Drive 4 (USA);Sony PlayStation;;1997;Accolade;Racing;;;;;;;;;;
Test Drive 5 (USA);Test Drive 5 (USA);Sony PlayStation;;1998;Accolade;Racing;2;;;;;;;;;
Test Drive 6 (USA);Test Drive 6 (USA);Sony PlayStation;;1999;Infogrames;Racing;2;;;;;;;;;
Test Drive Le Mans (USA) (En,Fr,Es);Test Drive Le Mans (USA) (En,Fr,Es);Sony PlayStation;;2000;Infogrames;Racing;;;;;;;;;;
Test Drive Off-Road (USA);Test Drive Off-Road (USA);Sony PlayStation;;1997;Accolade;Racing;2;;;;;;;;;
Test Drive Off-Road 2 (USA);Test Drive Off-Road 2 (USA);Sony PlayStation;;1998;Accolade;Racing;;;;;;;;;;
Test Drive Off-Road 3 (USA);Test Drive Off-Road 3 (USA);Sony PlayStation;;1999;Infogrames;Racing;2;;;;;;;;;
Tetris Plus (USA);Tetris Plus (USA);Sony PlayStation;;1996;Jaleco;Puzzle;2;;;;;;;;;
Theme Hospital (USA);Theme Hospital (USA);Sony PlayStation;;1998;Electronic Arts;Strategy;1;;;;;;;;;
Theme Park (USA);Theme Park (USA);Sony PlayStation;;1995;Electronic Arts;Strategy;1;;;;;;;;;
This Is Football (Europe);This Is Football (Europe);Sony PlayStation;;;;;;;;;;;;;;
This Is Football 2 (Europe);This Is Football 2 (Europe);Sony PlayStation;;;Sony;Sports;;;;;;;;;;
Thousand Arms (USA);Thousand Arms (USA);Sony PlayStation;;1999;Atlus;Role-Playing;1;;;;;;;;;
Thrasher - Skate and Destroy (USA);Thrasher - Skate and Destroy (USA);Sony PlayStation;;;;;;;;;;;;;;
Threads of Fate (USA);Threads of Fate (USA);Sony PlayStation;;2000;Squaresoft;Platform / Role-Playing;1;;;;;;;;;
Three Stooges, The (USA);Three Stooges, The (USA);Sony PlayStation;;2004;Metro3d;Action / Adventure;;;;;;;;;;
Thunder Force V - Perfect System (USA);Thunder Force V - Perfect System (USA);Sony PlayStation;;1998;Working Designs;Shooter;1;;;;;;;;;
Thunder Truck Rally (USA);Thunder Truck Rally (USA);Sony PlayStation;;1997;Psygnosis;Racing;2;;;;;;;;;
ThunderStrike 2 (USA);ThunderStrike 2 (USA);Sony PlayStation;;1995;Eidos;Action / Flight Simulator;1;;;;;;;;;
Tiger Woods 99 PGA Tour Golf (USA) (v1.1);Tiger Woods 99 PGA Tour Golf (USA) (v1.1);Sony PlayStation;;1998;Electronic Arts;Sports;;;;;;;;;;
Tiger Woods PGA Tour 2000 (USA);Tiger Woods PGA Tour 2000 (USA);Sony PlayStation;;1999;Electronic Arts;Sports;;;;;;;;;;
Tiger Woods PGA Tour Golf (USA);Tiger Woods PGA Tour Golf (USA);Sony PlayStation;;2000;Electronic Arts;Sports;;;;;;;;;;
Tigershark (USA);Tigershark (USA);Sony PlayStation;;1997;GT Interactive;;;;;;;;;;;
Tilt! (Europe) (En,Fr,De);Tilt! (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Time Bokan - Yattaman (Japan);Time Bokan - Yattaman (Japan);Sony PlayStation;;;;;;;;;;;;;;
Time Commando (USA);Time Commando (USA);Sony PlayStation;;1996;Activision;Adventure;1;;;;;;;;;
Time Crisis (USA);Time Crisis (USA);Sony PlayStation;;1997;Namco;Shooter;1;;;;;;;;;
Time Crisis - Project Titan (USA);Time Crisis - Project Titan (USA);Sony PlayStation;;2001;Namco;Shooter;1;;;;;;;;;
Tintin - Destination Adventure (Europe) (En,Fr,De,Es,It,Nl,Pt);Tintin - Destination Adventure (Europe) (En,Fr,De,Es,It,Nl,Pt);Sony PlayStation;;2001;Infogrames;Adventure;1;;;;;;;;;
Tiny Tank (USA);Tiny Tank (USA);Sony PlayStation;;1999;Sony;;;;;;;;;;;
Tiny Toon Adventures - Plucky's Big Adventure (USA);Tiny Toon Adventures - Plucky's Big Adventure (USA);Sony PlayStation;;2001;Conspiracy Entertainment Corporation.;;;;;;;;;;;
Tiny Toon Adventures - The Great Beanstalk (USA);Tiny Toon Adventures - The Great Beanstalk (USA);Sony PlayStation;;1998;NewKidCo;Platform;2;;;;;;;;;
Tiny Toon Adventures - Toonenstein - Dare to Scare! (USA);Tiny Toon Adventures - Toonenstein - Dare to Scare! (USA);Sony PlayStation;;1999;Vatical;;;;;;;;;;;
Titan Wars (Europe);Titan Wars (Europe);Sony PlayStation;;;;;;;;;;;;;;
Toaplan Shooting Battle 1 (Japan);Toaplan Shooting Battle 1 (Japan);Sony PlayStation;;;;;;;;;;;;;;
Tobal No.1 (USA);Tobal No.1 (USA);Sony PlayStation;;1996;Sony;Fighting;2;;;;;;;;;
