#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Pachinko Kuunyan (Japan);Pachinko Kuunyan (Japan);Sega Mega Drive Japan;;;Soft Vision International;;;;;;;;;Pachinko Kuunyan;;
Paddle Fighter (Japan) (SegaNet);Paddle Fighter (Japan) (SegaNet);Sega Mega Drive Japan;;;Sega;Sports;2;;;;;;;Paddle Fighter;;
Party Quiz Mega Q (Japan);Party Quiz Mega Q (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Pepenga Pengo (Japan);Pepenga Pengo (Japan);Sega Mega Drive Japan;;;Sega;Action;2;;;;;;;Pepenga Pengo;;
Phantasy Star - Sennenki no Owari ni (Japan);Phantasy Star - Sennenki no Owari ni (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Phantasy Star II - Amia's Adventure (Japan) (SegaNet);Phantasy Star II - Amia's Adventure (Japan) (SegaNet);Sega Mega Drive Japan;;;;;;;;;;;;;;
Phantasy Star II - Anne's Adventure (Japan) (SegaNet);Phantasy Star II - Anne's Adventure (Japan) (SegaNet);Sega Mega Drive Japan;;;;;;;;;;;;;;
Phantasy Star II - Huey's Adventure (Japan) (SegaNet);Phantasy Star II - Huey's Adventure (Japan) (SegaNet);Sega Mega Drive Japan;;;;;;;;;;;;;;
Phantasy Star II - Kaerazaru Toki no Owari ni (Japan);Phantasy Star II - Kaerazaru Toki no Owari ni (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Phantasy Star II - Kinds's Adventure (Japan) (SegaNet);Phantasy Star II - Kinds's Adventure (Japan) (SegaNet);Sega Mega Drive Japan;;;;;;;;;;;;;;
Phantasy Star II - Nei's Adventure (Japan) (SegaNet);Phantasy Star II - Nei's Adventure (Japan) (SegaNet);Sega Mega Drive Japan;;;;;;;;;;;;;;
Phantasy Star II - Rudger's Adventure (Japan) (SegaNet);Phantasy Star II - Rudger's Adventure (Japan) (SegaNet);Sega Mega Drive Japan;;;;;;;;;;;;;;
Phantasy Star II - Shilka's Adventure (Japan) (SegaNet);Phantasy Star II - Shilka's Adventure (Japan) (SegaNet);Sega Mega Drive Japan;;;;;;;;;;;;;;
Phantasy Star II - Yushis's Adventure (Japan) (SegaNet);Phantasy Star II - Yushis's Adventure (Japan) (SegaNet);Sega Mega Drive Japan;;;;;;;;;;;;;;
Power Athlete (Japan, Korea);Power Athlete (Japan, Korea);Sega Mega Drive Japan;;;Kaneko Co., Ltd.;Fighting;;;;;;;;Power Athlete;;
Pro Striker Final Stage (Japan);Pro Striker Final Stage (Japan);Sega Mega Drive Japan;;;Sega;Sports;1;;;;;;;Pro Striker Final Stage;;
Pro Yakyuu Super League '91 (Japan);Pro Yakyuu Super League '91 (Japan);Sega Mega Drive Japan;;;Sega;;2;;;;;;;Pro Yakyuu Super League '91;;
Psy-O-Blade (Japan);Psy-O-Blade (Japan);Sega Mega Drive Japan;;;Sigma Ent. Inc.;Adventure;;;;;;;;Psy-O-Blade;;
Pulseman (Japan);Pulseman (Japan);Sega Mega Drive Japan;;;Sega;Platform;1;;;;;;;Pulseman;;
Putter Golf (Japan) (SegaNet);Putter Golf (Japan) (SegaNet);Sega Mega Drive Japan;;;Sega;Sports;1;;;;;;;Putter Golf;;
Puyo Puyo (Japan);Puyo Puyo (Japan);Sega Mega Drive Japan;;;Sega;Puzzle;2;;;;;;;Puyo Puyo;;
Puyo Puyo 2 (Japan);Puyo Puyo 2 (Japan);Sega Mega Drive Japan;;;Compile;Puzzle;2;;;;;;;Puyo Puyo 2;;
Puzzle & Action - Ichidanto-R (Japan);Puzzle & Action - Ichidanto-R (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Puzzle & Action - Tanto-R (Japan);Puzzle & Action - Tanto-R (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Pyramid Magic (Japan) (SegaNet);Pyramid Magic (Japan) (SegaNet);Sega Mega Drive Japan;;;Sega;Puzzle;1;;;;;;;Pyramid Magic;;
Pyramid Magic II (Japan) (SegaNet);Pyramid Magic II (Japan) (SegaNet);Sega Mega Drive Japan;;;Sega;Puzzle;1;;;;;;;Pyramid Magic II;;
Pyramid Magic III (Japan) (SegaNet);Pyramid Magic III (Japan) (SegaNet);Sega Mega Drive Japan;;;Sega;Puzzle;1;;;;;;;Pyramid Magic III;;
Pyramid Magic Special (Japan) (SegaNet);Pyramid Magic Special (Japan) (SegaNet);Sega Mega Drive Japan;;;Sega;Puzzle;1;;;;;;;Pyramid Magic Special;;
Ragnacenty (Korea);Ragnacenty (Korea);Sega Mega Drive Japan;;;;;;;;;;;;;;
Rainbow Islands Extra (Japan);Rainbow Islands Extra (Japan);Sega Mega Drive Japan;;;Taito Corporation;Action, Platform;1;;;;;;;Rainbow Islands Extra;;
Ransei no Hasha (Japan);Ransei no Hasha (Japan);Sega Mega Drive Japan;;;Asmik Corp. of America;Strategy;;;;;;;;Ransei no Hasha;;
Rent a Hero (Japan);Rent a Hero (Japan);Sega Mega Drive Japan;;;Sega;Role-Playing;1;;;;;;;Rent A Hero;;
Ristar - The Shooting Star (Japan, Korea);Ristar - The Shooting Star (Japan, Korea);Sega Mega Drive Japan;;;;;;;;;;;;;;
Robot Battler (Japan) (SegaNet);Robot Battler (Japan) (SegaNet);Sega Mega Drive Japan;;;Sega;Action;2;;;;;;;Robot Battler;;
Rockman - Mega World (Japan);Rockman - Mega World (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Royal Blood (Japan);Royal Blood (Japan);Sega Mega Drive Japan;;;Koei Co., Ltd.;Strategy;1;;;;;;;Royal Blood;;
Runark (Japan, Korea);Runark (Japan, Korea);Sega Mega Drive Japan;;;;;;;;;;;;;;
Ryuuko no Ken (Japan);Ryuuko no Ken (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
SD Valis (Japan);SD Valis (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Samurai Spirits (Japan);Samurai Spirits (Japan);Sega Mega Drive Japan;;;SNK;Fighting;2;;;;;;;Samurai Spirits;;
San Guo Zhi Lie Zhuan - Luan Shi Qun Ying (China);San Guo Zhi Lie Zhuan - Luan Shi Qun Ying (China);Sega Mega Drive Japan;;;;;;;;;;;;;;
Sangokushi III (Japan);Sangokushi III (Japan);Sega Mega Drive Japan;;;Panda Software;Fighting;2;;;;;;;Sangokushi 3;;
Sangokushi Retsuden - Ransei no Eiyuutachi (Japan);Sangokushi Retsuden - Ransei no Eiyuutachi (Japan);Sega Mega Drive Japan;;;Sega;Strategy;3;;;;;;;San Goku Shi Retsuden: Ransei no Eiyuu Tachi;;
Sansan (Japan);Sansan (Japan);Sega Mega Drive Japan;;;Sansan Co., Ltd.;;2;;;;;;;Sansan;;
Shadow of the Beast - Mashou no Okite (Japan);Shadow of the Beast - Mashou no Okite (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shi Jie Zhi Bang Zheng Ba Zhan - World Pro Baseball 94 (China) (Unl);Shi Jie Zhi Bang Zheng Ba Zhan - World Pro Baseball 94 (China) (Unl);Sega Mega Drive Japan;;;C&E INC.;Sports;;;;;;;;Shi Jie Zhi Bang Zheng Ba Zhan: World Pro Baseball 94;;
Shi no Meikyuu - Labyrinth of Death (Japan) (SegaNet);Shi no Meikyuu - Labyrinth of Death (Japan) (SegaNet);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shijou Saidai no Soukoban (Japan);Shijou Saidai no Soukoban (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shikinjou (Japan);Shikinjou (Japan);Sega Mega Drive Japan;;;SUNSOFT;Puzzle;;;;;;;;Shikinjou;;
Shin Souseiki Ragnacenty (Japan);Shin Souseiki Ragnacenty (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shining Force - Kamigami no Isan (Japan);Shining Force - Kamigami no Isan (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shining Force II - Koe no Fuuin (Japan);Shining Force II - Koe no Fuuin (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shining and the Darkness (Japan);Shining and the Darkness (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shiten Myouou (Japan);Shiten Myouou (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shougi no Hoshi (Japan);Shougi no Hoshi (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Shui Hu - Feng Yun Zhuan (China) (Unl);Shui Hu - Feng Yun Zhuan (China) (Unl);Sega Mega Drive Japan;;;King Tec Information Co., Ltd.;Action;2;;;;;;;Shui Hu: Feng Yun Zhuan;;
Shui Hu Zhuan (China) (Unl);Shui Hu Zhuan (China) (Unl);Sega Mega Drive Japan;;;ChuanPu Technology Co.;Strategy;;;;;;;;Shui Hu Zhuan;;
Shura no Mon (Japan);Shura no Mon (Japan);Sega Mega Drive Japan;;;Sega;Strategy, Fighting;1;;;;;;;Shura no Mon;;
Slime World (Japan);Slime World (Japan);Sega Mega Drive Japan;;;;Action, Platform;;;;;;;;Slime World;;
Snow Bros. - Nick & Tom (Japan);Snow Bros. - Nick & Tom (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Sonic Eraser (Japan) (SegaNet);Sonic Eraser (Japan) (SegaNet);Sega Mega Drive Japan;;;Sega;Puzzle;1;;;;;;;Sonic Eraser;;
Sonic Spinball (Japan);Sonic Spinball (Japan);Sega Mega Drive Japan;;;Sega;Action, Puzzle;4;;;;;;;Sonic Spinball;;
Sorcer Kingdom (Japan);Sorcer Kingdom (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Sorcerian (Japan);Sorcerian (Japan);Sega Mega Drive Japan;;;Sega;Role-Playing;1;;;;;;;Sorcerian;;
Space Funky B.O.B. (Japan);Space Funky B.O.B. (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Sparkster - Rocket Knight Adventures 2 (Japan);Sparkster - Rocket Knight Adventures 2 (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Splatterhouse Part 2 (Japan);Splatterhouse Part 2 (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Splatterhouse Part 3 (Japan, Korea);Splatterhouse Part 3 (Japan, Korea);Sega Mega Drive Japan;;;;;;;;;;;;;;
Squirrel King (China) (Unl);Squirrel King (China) (Unl);Sega Mega Drive Japan;;;Gamtech Software;Platform;2;;;;;;;Squirrel King;;
Star Cruiser (Japan);Star Cruiser (Japan);Sega Mega Drive Japan;;;Masaya;Action, Shooter;;;;;;;;Star Cruiser;;
Story of Thor, The - Hikari o Tsugumono (Japan);Story of Thor, The - Hikari o Tsugumono (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Street Fighter II' Plus - Champion Edition (Asia);Street Fighter II' Plus - Champion Edition (Asia);Sega Mega Drive Japan;;;;;;;;;;;;;;
Strider Hiryuu (Japan, Korea);Strider Hiryuu (Japan, Korea);Sega Mega Drive Japan;;;;;;;;;;;;;;
Super Bubble Bobble (China) (Unl);Super Bubble Bobble (China) (Unl);Sega Mega Drive Japan;;;;Platform;;;;;;;;Super Bubble Bobble;;
Super Daisenryaku (Japan);Super Daisenryaku (Japan);Sega Mega Drive Japan;;;Sega;Action, Shooter;4;;;;;;;Super Daisenryaku;;
Super H.Q. (Japan);Super H.Q. (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Super Shinobi II, The (Japan, Korea);Super Shinobi II, The (Japan, Korea);Sega Mega Drive Japan;;;;;;;;;;;;;;
Super Shinobi, The (Japan);Super Shinobi, The (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Super Street Fighter II - The New Challengers (Japan);Super Street Fighter II - The New Challengers (Japan);Sega Mega Drive Japan;;;Capcom;Fighting;2;;;;;;;Super Street Fighter II: The New Challengers;;
Surging Aura (Japan);Surging Aura (Japan);Sega Mega Drive Japan;;;Sega;Role-Playing;1;;;;;;;Surging Aura;;
Taikou Risshiden (Japan);Taikou Risshiden (Japan);Sega Mega Drive Japan;;;Koei Co., Ltd.;Strategy;;;;;;;;Taikou Risshiden;;
Taiwan Daheng (China) (Unl);Taiwan Daheng (China) (Unl);Sega Mega Drive Japan;;;C&E INC.;Strategy;;;;;;;;Taiwan Daheng;;
Tecmo Super Bowl (Japan);Tecmo Super Bowl (Japan);Sega Mega Drive Japan;;;Tecmo;Sports;2;;;;;;;Tecmo Super Bowl;;
Tecmo World Cup '92 (Japan);Tecmo World Cup '92 (Japan);Sega Mega Drive Japan;;;Sega;Sports;;;;;;;;Tecmo World Cup '92;;
Teddy Boy Blues (Japan) (SegaNet);Teddy Boy Blues (Japan) (SegaNet);Sega Mega Drive Japan;;;Sega;Action;;;;;;;;Teddy Boy Blues;;
Teenage Mutant Ninja Turtles - Return of the Shredder (Japan);Teenage Mutant Ninja Turtles - Return of the Shredder (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Teitoku no Ketsudan (Japan);Teitoku no Ketsudan (Japan);Sega Mega Drive Japan;;;Koei Co., Ltd.;Strategy;1;;;;;;;Teitoku no Ketsudan;;
Tel-Tel Mahjong (Japan);Tel-Tel Mahjong (Japan);Sega Mega Drive Japan;;;SUNSOFT;Puzzle;1;;;;;;;Tel Tel Mahjong;;
Tel-Tel Stadium (Japan);Tel-Tel Stadium (Japan);Sega Mega Drive Japan;;;SUNSOFT;Sports;1;;;;;;;Tel-Tel Stadium;;
Tetris (Japan);Tetris (Japan);Sega Mega Drive Japan;;;Nintendo;Puzzle;1;;;;;;;Tetris;;
Thunder Pro Wrestling Retsuden (Japan);Thunder Pro Wrestling Retsuden (Japan);Sega Mega Drive Japan;;;Human Entertainment, Inc.;Fighting;2;;;;;;;Thunder Pro Wrestling Retsuden;;
Time Dominator 1st (Japan, Korea);Time Dominator 1st (Japan, Korea);Sega Mega Drive Japan;;;;;;;;;;;;;;
Tiny Toon Adventures (Korea);Tiny Toon Adventures (Korea);Sega Mega Drive Japan;;;Konami;Platform;1;;;;;;;Tiny Toon Adventures;;
Toki no Keishousha - Phantasy Star III (Japan);Toki no Keishousha - Phantasy Star III (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Top Pro Golf (Japan);Top Pro Golf (Japan);Sega Mega Drive Japan;;;Soft Vision International;Sports;2;;;;;;;Top Pro Golf;;
Top Pro Golf 2 (Japan);Top Pro Golf 2 (Japan);Sega Mega Drive Japan;;;Soft Vision International;Sports;2;;;;;;;Top Pro Golf 2;;
Tougiou King Colossus (Japan);Tougiou King Colossus (Japan);Sega Mega Drive Japan;;;Sega;Action, Role-Playing;;;;;;;;Tougi-Ou: King Colossus;;
Ultraman (Japan);Ultraman (Japan);Sega Mega Drive Japan;;;Bandai Co., Ltd., Ma-Ba;Action;1;;;;;;;Ultraman;;
Vampire Killer (Japan);Vampire Killer (Japan);Sega Mega Drive Japan;;;Konami;Action, Adventure, Platform;1;;;;;;;Vampire Killer;;
Vermilion (Japan);Vermilion (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Vixen 357 (Japan);Vixen 357 (Japan);Sega Mega Drive Japan;;;Masaya;Strategy;1;;;;;;;Vixen 357;;
Volfied (Japan);Volfied (Japan);Sega Mega Drive Japan;;;Taito Corporation;Shooter;2;;;;;;;Volfied;;
Wani Wani World (Japan);Wani Wani World (Japan);Sega Mega Drive Japan;;;Kaneko Co., Ltd.;Action;2;;;;;;;Wani Wani World;;
Wardner no Mori Special (Japan);Wardner no Mori Special (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Wizard of the Immortal (Japan);Wizard of the Immortal (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Wonder Boy V - Monster World III (Japan, Korea);Wonder Boy V - Monster World III (Japan, Korea);Sega Mega Drive Japan;;;;;;;;;;;;;;
World of Illusion - Fushigi na Magic Box (Japan);World of Illusion - Fushigi na Magic Box (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Wrestleball (Japan);Wrestleball (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Wu Kong Wai Zhuan (China) (Unl);Wu Kong Wai Zhuan (China) (Unl);Sega Mega Drive Japan;;;Ming Super Chip Electronic Co., Ltd.;;;;;;;;;Wu Kong Wai Zhuan;;
Ya Se Chuan Shuo (China) (Unl);Ya Se Chuan Shuo (China) (Unl);Sega Mega Drive Japan;;;Ming Super Chip Electronic Co., Ltd.;Role-Playing;1;;;;;;;Ya Se Chuan Shuo;;
Yang Jia Jiang - Yang Warrior Family (China) (Unl);Yang Jia Jiang - Yang Warrior Family (China) (Unl);Sega Mega Drive Japan;;;Taiwan Information Corporation;Action;2;;;;;;;Yang Jia Jiang: Yang Warrior Family;;
Ys - Wanderers from Ys (Japan);Ys - Wanderers from Ys (Japan);Sega Mega Drive Japan;;;Nihon Falcom Corp.;Action, Role-Playing;1;;;;;;;Ys: Wanderers from Ys;;
Yu Yu Hakusho - Makyou Toitsusen (Japan);Yu Yu Hakusho - Makyou Toitsusen (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Yu Yu Hakusho Gaiden (Japan);Yu Yu Hakusho Gaiden (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
Zan Yasha Enbukyoku (Japan);Zan Yasha Enbukyoku (Japan);Sega Mega Drive Japan;;;Wolf Team;Strategy;1;;;;;;;Zan: Yasha Enbukyoku;;
Zhuo Gui Da Shi - Ghost Hunter (China) (Unl);Zhuo Gui Da Shi - Ghost Hunter (China) (Unl);Sega Mega Drive Japan;;;Senchi Technology;Action;;;;;;;;Zhuo Gui Da Shi: Ghost Hunter;;
Zou! Zou! Zou! Rescue Daisakusen (Japan);Zou! Zou! Zou! Rescue Daisakusen (Japan);Sega Mega Drive Japan;;;;;;;;;;;;;;
